unit_id,faction,name,toughness,save,invulnerable_save,wounds,leadership,objective_control,feel_no_pain,damage_cap
e87d-f173-88b9-aa84,Imperium - Adeptus Astartes - Dark Angels,Ravenwing Command Squad,,,,,,,,
390e-706b-a059-378b,Imperium - Adeptus Astartes - Deathwatch,Deathwatch Terminator Squad,,,,,,,,
66ab-476a-134e-ec7b,Imperium - Adeptus Astartes - Deathwatch,Deathwatch Veterans,,,,,,,,
a077-e1c9-f8f0-d38,Imperium - Adeptus Astartes - Deathwatch,Fortis Kill Team,,,,,,,,
6cb-912c-c43-210b,Imperium - Adeptus Astartes - Deathwatch,Indomitor Kill Team,,,,,,,,
4042-67ce-8d45-ed33,Imperium - Adeptus Astartes - Deathwatch,Kill Team Cassius [Legends],,,,,,,,
2544-5189-7806-30f3,Imperium - Adeptus Astartes - Deathwatch,Spectrus Kill Team,,,,,,,,
c679-f252-32b1-ebcc,Imperium - Adeptus Astartes - Deathwatch,Talonstrike Kill Team,,,,,,,,
a037-a89c-f59f-8b1e,Imperium - Grey Knights,Brotherhood Terminator Squad,,,,,,2,,
d9f7-71b7-8e67-7f44,Imperium - Grey Knights,Interceptor Squad,,,,,,1,,
6528-4634-c2cf-2840,Imperium - Grey Knights,Paladin Squad,,,,,,1,,
e8ad-bd40-5952-6859,Imperium - Grey Knights,Purgation Squad,,,,,,1,,
8865-df22-1629-bf02,Imperium - Grey Knights,Purifier Squad,,,,,,1,,
35ed-7890-6c56-18b7,Imperium - Grey Knights,Servitors,,,,,,0,,
d81f-c9ac-e338-ba37,Imperium - Grey Knights,Strike Squad,,,,,,2,,
55fb-9c91-1a4f-3037,Imperium - Imperial Knights - Library,Canis Rex,,,,,,,,
129d-2da5-66f3-f4ec,Imperium - Adeptus Astartes - Space Marines,Aggressor Squad,,,,,,,,
a10b-fbfe-b1fa-6f0c,Imperium - Adeptus Astartes - Space Marines,Assault Intercessor Squad,,,,,,,,
cdd9-efda-95-e7b2,Imperium - Adeptus Astartes - Space Marines,Assault Intercessors with Jump Packs,,,,,,,,
ca4e-47d5-a704-8e5a,Imperium - Adeptus Astartes - Space Marines,Assault Squad [Legends],,,,,,,,
bfe7-b726-9158-d5ad,Imperium - Adeptus Astartes - Space Marines,Assault Squad with Jump Packs [Legends],,,,,,,,
74c4-82d0-4c98-2fa8,Imperium - Adeptus Astartes - Space Marines,Astartes Servitors [Legends],,,,,,,,
7bef-c609-3897-8bd6,Imperium - Adeptus Astartes - Space Marines,Attack Bike Squad [Legends],,,,,,,,
e6c4-3c73-1f0e-816d,Imperium - Adeptus Astartes - Space Marines,Bike Squad [Legends],,,,,,,,
7044-bf1-f949-c32d,Imperium - Adeptus Astartes - Space Marines,Bladeguard Veteran Squad,,,,,,,,
2a8a-522d-51e4-3abc,Imperium - Adeptus Astartes - Space Marines,Centurion Assault Squad,,,,,,,,
6ba0-cede-e278-f86b,Imperium - Adeptus Astartes - Space Marines,Centurion Devastator Squad,,,,,,,,
78ae-14b4-56d0-cc9d,Imperium - Adeptus Astartes - Space Marines,Command Squad [Legends],,,,,,,,
2f2e-d99b-b235-163a,Imperium - Adeptus Astartes - Space Marines,Company Heroes,,,,,,,,
a40-ff3f-c1ea-fea7,Imperium - Adeptus Astartes - Space Marines,Company Veterans on Bikes [Legends],,,,,,,,
a3ea-7a0d-fef8-23bf,Imperium - Adeptus Astartes - Space Marines,Desolation Squad,,,,,,,,
3f4c-1e67-66dc-ffa5,Imperium - Adeptus Astartes - Space Marines,Devastator Squad,,,,,,,,
d6c3-e9d2-430d-6c2f,Imperium - Adeptus Astartes - Space Marines,Eliminator Squad,,,,,,,,
c570-c6ba-c9dc-5a44,Imperium - Adeptus Astartes - Space Marines,Eradicator Squad,,,,,,,,
edf8-643b-cd1-3c11,Imperium - Adeptus Astartes - Space Marines,Firestrike Servo-Turrets,,,,,,,,
7324-e591-939b-b675,Imperium - Adeptus Astartes - Space Marines,Heavy Intercessor Squad,,,,,,,,
7102-b3a4-9bfc-1b84,Imperium - Adeptus Astartes - Space Marines,Hellblaster Squad,,,,,,,,
3e14-2a-d358-6ada,Imperium - Adeptus Astartes - Space Marines,Inceptor Squad,,,,,,,,
527c-120e-9e4e-9bfe,Imperium - Adeptus Astartes - Space Marines,Incursor Squad,,,,,,,,
b007-fc7b-8e4a-b017,Imperium - Adeptus Astartes - Space Marines,Infernus Squad,,,,,,,,
70dc-ed18-2788-b35a,Imperium - Adeptus Astartes - Space Marines,Infiltrator Squad,,,,,,,,
8da0-4570-c3c-819f,Imperium - Adeptus Astartes - Space Marines,Intercessor Squad,,,,,,,,
b5e8-c34b-566b-8bda,Imperium - Adeptus Astartes - Space Marines,Outrider Squad,,,,,,,,
a7ae-e495-683b-7c90,Imperium - Adeptus Astartes - Space Marines,Reiver Squad,,,,,,,,
9d3f-134e-1f5b-531a,Imperium - Adeptus Astartes - Space Marines,Relic Terminator Squad [Legends],,,,,,,,
699f-a59e-baa6-ba8b,Imperium - Adeptus Astartes - Space Marines,Scout Bike Squad [Legends],,,,,,,,
9a96-8de3-f4aa-7497,Imperium - Adeptus Astartes - Space Marines,Scout Sniper Squad [Legends],,,,,,,,
1117-cda-7f74-196b,Imperium - Adeptus Astartes - Space Marines,Scout Squad,,,,,,,,
907f-11-c4d1-ec21,Imperium - Adeptus Astartes - Space Marines,Sternguard Veteran Squad,,,,,,,,
97f6-b1f8-c72d-e826,Imperium - Adeptus Astartes - Space Marines,Suppressor Squad,,,,,,,,
c09a-6504-d25f-477,Imperium - Adeptus Astartes - Space Marines,Tactical Squad,,,,,,,,
ae9a-10e3-8091-20,Imperium - Adeptus Astartes - Space Marines,Terminator Assault Squad,,,,,,,,
4808-a80b-309a-7933,Imperium - Adeptus Astartes - Space Marines,Terminator Squad,,,,,,,,
2fa7-e488-c012-4af1,Imperium - Adeptus Astartes - Space Marines,Thunderfire Cannon [Legends],,,,,,,,
f1b9-b2e8-4ccf-d6cb,Imperium - Adeptus Astartes - Space Marines,Vanguard Veteran Squad [Legends],,,,,,,,
9e9c-bf4d-2d40-be82,Imperium - Adeptus Astartes - Space Marines,Vanguard Veteran Squad with Jump Packs,,,,,,,,
fa8f-f5a2-993-bdbb,Imperium - Adeptus Astartes - Space Wolves,Blood Claws,,,,,,2,,
dc75-5a79-4121-1d72,Imperium - Adeptus Astartes - Space Wolves,Fenrisian Wolves,,,,,,0,,
60ce-47ea-50fa-53f2,Imperium - Adeptus Astartes - Space Wolves,Grey Hunters,,,,,,3,,
f37d-87d6-e14c-e697,Imperium - Adeptus Astartes - Space Wolves,Hounds of Morkai [Legends],,,,,,,,
c8f9-74d3-2fb0-da02,Imperium - Adeptus Astartes - Space Wolves,Hunting Wolves,,,,,,,,
47fa-f42-bb06-77d2,Imperium - Adeptus Astartes - Space Wolves,Long Fangs [Legends],,,,,,,,
b556-b0e1-3b4e-597a,Imperium - Adeptus Astartes - Space Wolves,Skyclaws [Legends],,,,,,,,
7a50-3722-8195-5877,Imperium - Adeptus Astartes - Space Wolves,Thunderwolf Cavalry,,,,,,2,,
d4ef-1ddc-1ed5-5156,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Headtakers,,,,,,0,,
0f93-6850-8f14-a351,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Headtakers,,,,,,0,,
4927-b3e9-d22a-2930,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Headtakers,,,,,,,,
ca30-caf3-d7a8-1d32,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Terminators,,,,,,1,,
8486-fe44-efc3-e51b,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard [Legends],,,,,,,,
91e4-38c4-a96f-2090,Imperium - Adeptus Astartes - Space Wolves,Wolf Scouts [Legends],,,,,,,,
d937-bd7d-618d-4e2d,Imperium - Adeptus Astartes - Space Wolves,Wulfen,,,,,,,,
4c72-3f0c-7f94-af96,Imperium - Adeptus Astartes - Space Wolves,Wulfen with Storm Shields,,,,,,0,,
5380-5757-2c46-31cc,Imperium - Adeptus Astartes - Ultramarines,Marneus Calgar,,,,,,1,,
8770-b0eb-f430-1dda,Imperium - Adeptus Astartes - Ultramarines,Tyrannic War Veterans [Legends],,,,,,,,
f4a3-1616-2f8e-59a3,Imperium - Adeptus Astartes - Ultramarines,Ultramarines Honour Guard [Legends],,,,,,,,
8f33-5601-3707-78f4,Xenos - Leagues of Votann,Brôkhyr Iron-master,,,,,,,,
ea1b-99f6-c398-06b1,Xenos - Leagues of Votann,Brôkhyr Thunderkyn,,,,,,1,,
415a-e6f6-d17f-d700,Xenos - Leagues of Votann,Cthonian Beserks,,,,,,,,
595a-cfac-3b40-710d,Xenos - Leagues of Votann,Cthonian Earthshakers,,,,,,,,
09d3-6357-7888-00d9,Xenos - Leagues of Votann,Einhyr Hearthguard,,,,,,,,
d3a3-2d20-bd7e-6778,Xenos - Leagues of Votann,Grimnyr,,,,,,,,
ba4f-c3f9-6925-af0c,Xenos - Leagues of Votann,Hearthkyn Warriors,,,,,,2,,
9086-5272-398b-bbce,Xenos - Leagues of Votann,Hernkyn Pioneers,,,,,,2,,
5b0b-c18d-1470-44bb,Xenos - Leagues of Votann,Hernkyn Yaegirs,,,,,,1,,
1e3f-209d-798f-3a42,Xenos - Leagues of Votann,Ironkin Steeljacks with Heavy Volkanite Disintegrators,,,,,,1,,
2add-0a08-fbef-8f5e,Xenos - Leagues of Votann,Ironkin Steeljacks with Melee Weapons,,,,,,1,,
f788-ecf2-9b2e-bc23,Xenos - Leagues of Votann,Kapricus Defenders,,,,,,,,
a7e1-5b53-1d89-e1e3,Xenos - Necrons,Canoptek Acanthrites [Legends],,,,,,2,,
259b-a8e3-928f-1d0c,Xenos - Necrons,Canoptek Scarab Swarms,,,,,,0,,
cae9-5277-87f4-54b8,Xenos - Necrons,Canoptek Spyders,,,,,,,,
a022-9bf6-f08b-c416,Xenos - Necrons,Canoptek Wraiths,,,,,,2,,
919f-7076-c827-b844,Xenos - Necrons,Convergence of Dominion,,,,,,0,,
ef7a-c413-c779-2d18,Xenos - Necrons,Cryptothralls,,,,,,1,,
b7d7-14c9-63c1-ded5,Xenos - Necrons,Deathmarks,,,,,,1,,
c219-a708-f5b0-f0e7,Xenos - Necrons,Flayed Ones,,,,,,1,,
f81-b23c-e183-39d7,Xenos - Necrons,Immortals,,,,,,2,,
6f72-b8f7-fd8d-5c2c,Xenos - Necrons,Lokhust Destroyers,,,,,,2,,
d9ea-2965-24-d3a3,Xenos - Necrons,Lokhust Heavy Destroyers,,,,,,2,,
c4e3-f6b0-f3aa-9d90,Xenos - Necrons,Lychguard,,,,,,1,,
58e9-5212-f5a6-c12d,Xenos - Necrons,Necron Warriors,,,,,,2,,
c6db-9736-4d53-3ef6,Xenos - Necrons,Ophydian Destroyers,,,,,,2,,
66e-26f2-7c38-e4d8,Xenos - Necrons,Skorpekh Destroyers,,,,,,2,,
7422-7fbf-8694-364c,Xenos - Necrons,The Silent King,,,,,,,,
77d-d442-a3-422c,Xenos - Necrons,Tomb Blades,,,,,,,,
6829-6dcb-b342-afe4,Xenos - Necrons,Triarch Praetorians,,,,,,1,,
b7c3-d00e-daf2-76fb,Xenos - Orks,Beast Snagga Boyz,,,,,,,,
7eb0-5bc7-24c-6cb4,Xenos - Orks,Big Gunz [Legends],,,,,,,,
e3b1-1240-2476-cd86,Xenos - Orks,Boyz,,,,,,,,
a596-3d99-257e-0ea1,Xenos - Orks,Breaka Boyz,,,,,,1,,
71b2-e955-6588-87f4,Xenos - Orks,Burna Boyz,,,,,,1,,
2d6e-aa3b-c28c-5ef0,Xenos - Orks,Deffkoptas,,,,,,,,
51a5-6c92-806e-57d6,Xenos - Orks,Deffkoptas with Big Shootas [Legends],,,,,,,,
1de9-b138-28a1-9c4b,Xenos - Orks,Flash Gitz,,,,,,1,,
4ea0-6b70-c17c-bc00,Xenos - Orks,Ghazghkull Thraka,,,,,,,,
de8f-24f9-c543-92b7,Xenos - Orks,Gretchin,,,,,,,,
6cc1-586e-5d7c-9a34,Xenos - Orks,Grot Tanks [Legends],,,,,,,,
8c36-c946-2e0f-f648,Xenos - Orks,Killa Kans,,,,,,,,
303-267f-e45c-6aa9,Xenos - Orks,Kommandos,,,,,,,,
3bff-9fad-2d11-7866,Xenos - Orks,Lootas,,,,,,1,,
7067-34f4-5272-e05f,Xenos - Orks,Meganobz,,,,,,1,,
b37a-8686-db2c-8cbd,Xenos - Orks,Mek Gunz,,,,,,,,
b16a-7132-3f8a-abe5,Xenos - Orks,Nobz,,,,,,1,,
47ad-4934-ea67-a2b0,Xenos - Orks,Nobz on Warbikes [Legends],,,,,,2,,
939f-63bc-4a63-4d93,Xenos - Orks,Skorchas [Legends],,,,,,2,,
6a83-8e1f-63ef-50c3,Xenos - Orks,Squighog Boyz,,,,,,,,
4adf-8249-c6b2-dd4f,Xenos - Orks,Stormboyz,,,,,,,,
dadc-d370-ef10-853c,Xenos - Orks,Tankbustas,,,,,,,,
83a7-ea20-ed9-d14a,Xenos - Orks,Warbikers,,,,,,,,
e969-cbc8-60a6-affb,Xenos - Orks,Warbuggies [Legends],,,,,,2,,
9e51-a749-18ba-2ea4,Xenos - Orks,Wartrakks [Legends],,,,,,2,,
2582-676d-fc9f-c146,Xenos - T'au Empire,Aun'va [Legends],,,,,,,,
afc0-2b21-8ddc-3b2a,Xenos - T'au Empire,Breacher Team,,,,,,,,
a594-317-b90a-a226,Xenos - T'au Empire,Broadside Battlesuits,,,,,,,,
de16-2476-9749-b603,Xenos - T'au Empire,Crisis Battlesuits [Legends],,,,,,,,
9373-d0b3-94c9-e47,Xenos - T'au Empire,Crisis Fireknife Battlesuits,,,,,,,,
fb32-c683-b38f-d339,Xenos - T'au Empire,Crisis Starscythe Battlesuits,,,,,,,,
e88f-bc7a-c3f5-8e47,Xenos - T'au Empire,Crisis Sunforge Battlesuits,,,,,,,,
f260-c746-b662-cc6c,Xenos - T'au Empire,Heavy Gun Drones [Legends],,,,,,,,
f4b8-7132-6738-547c,Xenos - T'au Empire,Knarloc Riders [Legends],,,,,,2,,
d631-3ca5-e206-4e6a,Xenos - T'au Empire,Kroot Carnivores,,,,,,2,,
72f2-7d0b-80f9-43b7,Xenos - T'au Empire,Kroot Farstalkers,,,,,,0,,
6883-85aa-b338-b88,Xenos - T'au Empire,Kroot Hounds,,,,,,0,,
7f73-6728-df6f-1446,Xenos - T'au Empire,Krootox Rampagers,,,,,,2,,
c523-a2e2-a398-ea00,Xenos - T'au Empire,Krootox Riders,,,,,,2,,
2598-d700-9952-e439,Xenos - T'au Empire,Pathfinder Team,,,,,,,,
ad2-6549-8a19-d745,Xenos - T'au Empire,Piranha,,,,,,,,
f499-f326-8e40-9c8b,Xenos - T'au Empire,Remora Stealth Drones [Legends],,,,,,,,
5d3a-803e-7cbc-b2f1,Xenos - T'au Empire,Stealth Battlesuits,,,,,,,,
acdd-2901-1a75-99f4,Xenos - T'au Empire,Strike Team,,,,,,,,
f98a-5aa8-9305-2ed,Xenos - T'au Empire,Tactical Drones [Legends],,,,,,0,,
388f-478b-18f5-aee7,Xenos - T'au Empire,Tetras [Legends],,,,,,,,
b91-ba27-3842-76c,Xenos - T'au Empire,Vespid Stingwings,,,,,,1,,
9b21-52b7-6d8b-3e51,Xenos - T'au Empire,XV9 Hazard Battlesuits [Legends],,,,,,,,
6de-ccee-11b4-be3e,Xenos - Tyranids,Barbgaunts,,,,,,,,
3f2c-85ec-d83c-4a2f,Xenos - Tyranids,Biovores,,,,,,,,
9efd-5564-f0f5-21ea,Xenos - Tyranids,Carnifexes,,,,,,,,
9ce8-7a63-15c3-0347,Xenos - Tyranids,Gargoyles,,,,,,,,
853e-48b8-4cc5-3704,Xenos - Tyranids,Genestealers,,,,,,,,
ac7a-2560-c083-45b8,Xenos - Tyranids,Hive Guard,,,,,,,,
f15b-9f9c-9bf0-8160,Xenos - Tyranids,Hormagaunts,,,,,,,,
c10d-772e-a54f-a2b9,Xenos - Tyranids,Hyperadapted Raveners,,,,,,,,
707a-9de8-f75b-41c5,Xenos - Tyranids,Mucolid Spores,,,,,,,,
8ccc-3f27-7e4e-da81,Xenos - Tyranids,Neurogaunts,,,,,,,,
d2c6-bd0b-3205-3319,Xenos - Tyranids,Pyrovores,,,,,,,,
3f5-f7d6-1ce8-e6b9,Xenos - Tyranids,Raveners,,,,,,,,
1de2-b57b-aa0a-1f0d,Xenos - Tyranids,Ripper Swarms,,,,,,,,
f46f-9d2b-1f97-aaf6,Xenos - Tyranids,Sky-slasher Swarms [Legends],,,,,,0,,
c590-436d-4fd-ef26,Xenos - Tyranids,Spore Mines,,,,,,,,
359c-db2c-681a-8d62,Xenos - Tyranids,Termagants,,,,,,,,
5815-871c-9260-287a,Xenos - Tyranids,Tyranid Warriors with Melee Bio-Weapons,,,,,,,,
a125-b6fb-2945-56a,Xenos - Tyranids,Tyranid Warriors with Ranged Bio-Weapons,,,,,,,,
1645-5407-92c8-1441,Xenos - Tyranids,Tyrant Guard,,,,,,,,
b563-c6d3-d0e5-1b78,Xenos - Tyranids,Venomthropes,,,,,,,,
9bd8-ac8c-2d3b-79f6,Xenos - Tyranids,Von Ryan's Leapers,,,,,,,,
b622-a22-a04f-6303,Xenos - Tyranids,Zoanthropes,,,,,,,,
da76-e18f-523e-d45a,Unaligned Forces,Spindle Drones [Legends],,,,,,,,
