weapon_id,unit_id,name,weapon_type,attacks,skill,strength,ap,damage,keywords,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds,source_file
2c3a-9752-2516-69ab:bladevanes,2c3a-9752-2516-69ab,Bladevanes,melee,4,3+,4,-1,1,Lance,,,,,,,,Aeldari - Aeldari Library.cat
2c3a-9752-2516-69ab:splinter-pistol,2c3a-9752-2516-69ab,Splinter Pistol,ranged,1,3+,2,0,1,"Anti-Infantry 3+, Assault, Pistol",,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:splinter-pistol,7c93-baac-e65f-58bd,Splinter Pistol,ranged,1,3+,2,0,1,"Anti-Infantry 3+, Assault, Pistol",,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:power-weapon,7c93-baac-e65f-58bd,Power Weapon,melee,3,3+,3,-2,1,Anti-Infantry 3+,,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:blast-pistol,7c93-baac-e65f-58bd,Blast Pistol,ranged,1,3+,8,-3,D3,Pistol,,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:shardcarbine,7c93-baac-e65f-58bd,Shardcarbine,ranged,3,3+,2,0,1,"Anti-Infantry 3+, Assault",,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:close-combat-weapon,7c93-baac-e65f-58bd,Close combat weapon,melee,2,3+,3,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:haywire-blaster,7c93-baac-e65f-58bd,Haywire Blaster,ranged,2,4+,3,-1,3,"Anti-Vehicle 4+, Devastating Wounds, Heavy",,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:dark-lance,7c93-baac-e65f-58bd,Dark Lance,ranged,1,4+,12,-3,D6+2,Heavy,,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:shredder,7c93-baac-e65f-58bd,Shredder,ranged,D6,N/A,6,0,1,"Assault, Torrent",,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:splinter-cannon,7c93-baac-e65f-58bd,Splinter Cannon,ranged,3,4+,3,-1,2,"Anti-Infantry 3+, Heavy, Sustained Hits 1",,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:heat-lance,7c93-baac-e65f-58bd,Heat Lance,ranged,1,4+,14,-4,D6,"Assault, Heavy, Melta 3",,,,,,,,Aeldari - Aeldari Library.cat
7c93-baac-e65f-58bd:blaster,7c93-baac-e65f-58bd,Blaster,ranged,1,3+,8,-4,D6+1,Assault,,,,,,,,Aeldari - Aeldari Library.cat
b5a9-c802-10f0-6768:archite-glaive-and-agoniser,b5a9-c802-10f0-6768,Archite glaive and agoniser,melee,7,2+,3,-2,1,"Anti-Infantry 3+, Precision",,,,,,,,Aeldari - Aeldari Library.cat
5c5f-b70b-f6ee-a81e:stinger-pod,5c5f-b70b-f6ee-a81e,Stinger Pod,ranged,2D6,3+,5,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
5c5f-b70b-f6ee-a81e:twin-heat-lance,5c5f-b70b-f6ee-a81e,Twin heat lance,ranged,1,3+,14,-4,D6,"Assault, Melta 3, Twin-Linked",,,,,,,,Aeldari - Aeldari Library.cat
5c5f-b70b-f6ee-a81e:twin-haywire-blaster,5c5f-b70b-f6ee-a81e,Twin Haywire Blaster,ranged,2,3+,3,-1,3,"Anti-Vehicle 4+, Devastating Wounds, Twin-Linked",,,,,,,,Aeldari - Aeldari Library.cat
5c5f-b70b-f6ee-a81e:twin-splinter-cannon,5c5f-b70b-f6ee-a81e,Twin Splinter Cannon,ranged,3,3+,3,-1,2,"Anti-Infantry 3+, Sustained hits 1, Twin-Linked",,,,,,,,Aeldari - Aeldari Library.cat
5c5f-b70b-f6ee-a81e:macro-scalpel,5c5f-b70b-f6ee-a81e,Macro-Scalpel,melee,5,3+,7,-2,2,-,,,,,,,,Aeldari - Aeldari Library.cat
5c5f-b70b-f6ee-a81e:talos-gauntlet,5c5f-b70b-f6ee-a81e,Talos Gauntlet,melee,5,4+,9,-2,3,-,,,,,,,,Aeldari - Aeldari Library.cat
5c5f-b70b-f6ee-a81e:chain-flails,5c5f-b70b-f6ee-a81e,Chain-flails,melee,8,3+,6,-1,1,-,,,,,,,,Aeldari - Aeldari Library.cat
5c5f-b70b-f6ee-a81e:twin-liquifier-gun,5c5f-b70b-f6ee-a81e,Twin Liquifier Gun,ranged,D6,N/A,4,-1,1,"Anti-Infantry 3+, Torrent, Twin-Linked",,,,,,,,Aeldari - Aeldari Library.cat
5c5f-b70b-f6ee-a81e:talos-ichor-injector,5c5f-b70b-f6ee-a81e,Talos Ichor Injector,melee,1,2+,8,-2,D6,Extra Attacks,,,,,,,,Aeldari - Aeldari Library.cat
6065-abbb-b1a0-4800:stinger-pod,6065-abbb-b1a0-4800,Stinger Pod,ranged,2D6,3+,5,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
6065-abbb-b1a0-4800:twin-heat-lance,6065-abbb-b1a0-4800,Twin heat lance,ranged,1,3+,14,-4,D6,"Assault, Melta 3, Twin-Linked",,,,,,,,Aeldari - Aeldari Library.cat
6065-abbb-b1a0-4800:twin-haywire-blaster,6065-abbb-b1a0-4800,Twin Haywire Blaster,ranged,2,3+,3,-1,3,"Anti-Vehicle 4+, Devastating Wounds, Twin-Linked",,,,,,,,Aeldari - Aeldari Library.cat
6065-abbb-b1a0-4800:twin-splinter-cannon,6065-abbb-b1a0-4800,Twin Splinter Cannon,ranged,3,3+,3,-1,2,"Anti-Infantry 3+, Sustained hits 1, Twin-Linked",,,,,,,,Aeldari - Aeldari Library.cat
6065-abbb-b1a0-4800:macro-scalpel,6065-abbb-b1a0-4800,Macro-Scalpel,melee,5,3+,7,-2,2,-,,,,,,,,Aeldari - Aeldari Library.cat
6065-abbb-b1a0-4800:talos-gauntlet,6065-abbb-b1a0-4800,Talos Gauntlet,melee,5,4+,9,-2,3,-,,,,,,,,Aeldari - Aeldari Library.cat
6065-abbb-b1a0-4800:chain-flails,6065-abbb-b1a0-4800,Chain-flails,melee,8,3+,6,-1,1,-,,,,,,,,Aeldari - Aeldari Library.cat
6065-abbb-b1a0-4800:twin-liquifier-gun,6065-abbb-b1a0-4800,Twin Liquifier Gun,ranged,D6,N/A,4,-1,1,"Anti-Infantry 3+, Torrent, Twin-Linked",,,,,,,,Aeldari - Aeldari Library.cat
6065-abbb-b1a0-4800:talos-ichor-injector,6065-abbb-b1a0-4800,Talos Ichor Injector,melee,1,2+,8,-2,D6,Extra Attacks,,,,,,,,Aeldari - Aeldari Library.cat
76c4-e2ba-e247-560e:casket-of-flensing,76c4-e2ba-e247-560e,Casket of Flensing,ranged,3D6,N/A,3,-1,1,"Devastating Wounds, One Shot, Torrent",,,,,,,,Aeldari - Aeldari Library.cat
76c4-e2ba-e247-560e:haemonculus-tools-and-scissorhands,76c4-e2ba-e247-560e,Haemonculus tools and scissorhands,melee,5,2+,3,-1,D3,"Anti-Infantry 2+, Precision",,,,,,,,Aeldari - Aeldari Library.cat
ee2c-6ca0-5e29-37a6:twin-splinter-rifle,ee2c-6ca0-5e29-37a6,Twin Splinter Rifle,ranged,2,3+,2,0,1,"Anti-Infantry 3+, Assault, Rapid Fire 2, Twin Linked",,,,,,,,Aeldari - Aeldari Library.cat
ee2c-6ca0-5e29-37a6:splinter-cannon,ee2c-6ca0-5e29-37a6,Splinter Cannon,ranged,3,3+,3,-1,2,"Anti-Infantry 3+, Sustained hits 1",,,,,,,,Aeldari - Aeldari Library.cat
ee2c-6ca0-5e29-37a6:bladevanes,ee2c-6ca0-5e29-37a6,Bladevanes,melee,3,4+,5,-1,1,-,,,,,,,,Aeldari - Aeldari Library.cat
71e1-7d54-4856-4ce1:dark-scythe,71e1-7d54-4856-4ce1,Dark Scythe,ranged,6,3+,8,-4,2,-,,,,,,,,Aeldari - Aeldari Library.cat
71e1-7d54-4856-4ce1:void-lance,71e1-7d54-4856-4ce1,Void Lance,ranged,2,3+,14,-4,D6+2,-,,,,,,,,Aeldari - Aeldari Library.cat
71e1-7d54-4856-4ce1:➤-voidraven-missiles---implosion-missiles,71e1-7d54-4856-4ce1,➤ Voidraven Missiles -  Implosion Missiles,ranged,D3,3+,9,-2,3,Blast,,,,,,,,Aeldari - Aeldari Library.cat
71e1-7d54-4856-4ce1:➤-voidraven-missiles---shatterfield-missiles,71e1-7d54-4856-4ce1,➤ Voidraven Missiles - Shatterfield Missiles,ranged,D6,3+,7,-2,1,Blast,,,,,,,,Aeldari - Aeldari Library.cat
71e1-7d54-4856-4ce1:bladed-wings,71e1-7d54-4856-4ce1,Bladed Wings,melee,3,4+,6,-1,1,-,,,,,,,,Aeldari - Aeldari Library.cat
2659-7a1b-3ce6-8e4b:torturer's-tool,2659-7a1b-3ce6-8e4b,Torturer's tool,melee,2,3+,4,-1,1,Anti-Infantry 4+,,,,,,,,Aeldari - Aeldari Library.cat
2659-7a1b-3ce6-8e4b:power-weapon,2659-7a1b-3ce6-8e4b,Power weapon,melee,3,3+,5,-2,1,Anti-Infantry 3+,,,,,,,,Aeldari - Aeldari Library.cat
2659-7a1b-3ce6-8e4b:stinger-pistol,2659-7a1b-3ce6-8e4b,Stinger Pistol,ranged,1,3+,2,0,1,"Anti-infantry 2+, Pistol",,,,,,,,Aeldari - Aeldari Library.cat
2659-7a1b-3ce6-8e4b:ossefactor,2659-7a1b-3ce6-8e4b,Ossefactor,ranged,1,3+,2,-2,2,"Anti-Infantry 4+, Devastating Wounds",,,,,,,,Aeldari - Aeldari Library.cat
2659-7a1b-3ce6-8e4b:liquifier-gun,2659-7a1b-3ce6-8e4b,Liquifier Gun,ranged,D6,N/A,4,-1,1,"Anti-Infantry 3+, Torrent",,,,,,,,Aeldari - Aeldari Library.cat
2659-7a1b-3ce6-8e4b:hexrifle,2659-7a1b-3ce6-8e4b,Hexrifle,ranged,1,3+,8,-2,3,"Heavy, Precision",,,,,,,,Aeldari - Aeldari Library.cat
edca-1a1b-902d-421a:power-weapon,edca-1a1b-902d-421a,Power weapon,melee,5,3+,3,-2,1,Anti-Infantry 3+,,,,,,,,Aeldari - Aeldari Library.cat
edca-1a1b-902d-421a:hekatarii-blade,edca-1a1b-902d-421a,Hekatarii Blade,melee,4,3+,3,-1,1,-,,,,,,,,Aeldari - Aeldari Library.cat
edca-1a1b-902d-421a:blast-pistol,edca-1a1b-902d-421a,Blast Pistol,ranged,1,3+,8,-4,D3,Pistol,,,,,,,,Aeldari - Aeldari Library.cat
edca-1a1b-902d-421a:splinter-pistol,edca-1a1b-902d-421a,Splinter Pistol,ranged,1,3+,2,0,1,"Anti-Infantry 3+, Assault, Pistol",,,,,,,,Aeldari - Aeldari Library.cat
edca-1a1b-902d-421a:gladiatorial-weapons,edca-1a1b-902d-421a,Gladiatorial weapons,melee,5,3+,4,-2,1,-,,,,,,,,Aeldari - Aeldari Library.cat
e2ad-60b4-9678-88aa:shuriken-cannon,e2ad-60b4-9678-88aa,Shuriken Cannon,ranged,3,3+,6,-1,2,Sustained Hits 1,,,,,,,,Aeldari - Aeldari Library.cat
e2ad-60b4-9678-88aa:starcannon,e2ad-60b4-9678-88aa,Starcannon,ranged,2,3+,8,-3,2,-,,,,,,,,Aeldari - Aeldari Library.cat
e2ad-60b4-9678-88aa:scatter-laser,e2ad-60b4-9678-88aa,Scatter Laser,ranged,6,3+,5,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
e2ad-60b4-9678-88aa:bright-lance,e2ad-60b4-9678-88aa,Bright Lance,ranged,1,3+,12,-3,D6+2,-,,,,,,,,Aeldari - Aeldari Library.cat
e2ad-60b4-9678-88aa:➤-aeldari-missile-launcher---starshot,e2ad-60b4-9678-88aa,➤ Aeldari missile launcher - starshot,ranged,1,3+,10,-2,D6,-,,,,,,,,Aeldari - Aeldari Library.cat
e2ad-60b4-9678-88aa:➤-aeldari-missile-launcher---sunburst,e2ad-60b4-9678-88aa,➤ Aeldari missile launcher - sunburst,ranged,D6,3+,4,-1,1,Blast,,,,,,,,Aeldari - Aeldari Library.cat
e2ad-60b4-9678-88aa:wraithbone-hull,e2ad-60b4-9678-88aa,Wraithbone Hull,melee,6,4+,6,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
e2ad-60b4-9678-88aa:d-impaler,e2ad-60b4-9678-88aa,D-Impaler,ranged,D6+3,3+,16,-4,4,"Blast, Devastating Wounds",,,,,,,,Aeldari - Aeldari Library.cat
1420-c80d-66fc-6a:shuriken-cannon,1420-c80d-66fc-6a,Shuriken Cannon,ranged,3,3+,6,-1,2,Sustained Hits 1,,,,,,,,Aeldari - Aeldari Library.cat
1420-c80d-66fc-6a:starcannon,1420-c80d-66fc-6a,Starcannon,ranged,2,3+,8,-3,2,-,,,,,,,,Aeldari - Aeldari Library.cat
1420-c80d-66fc-6a:scatter-laser,1420-c80d-66fc-6a,Scatter Laser,ranged,6,3+,5,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
1420-c80d-66fc-6a:bright-lance,1420-c80d-66fc-6a,Bright Lance,ranged,1,3+,12,-3,D6+2,-,,,,,,,,Aeldari - Aeldari Library.cat
1420-c80d-66fc-6a:➤-aeldari-missile-launcher---starshot,1420-c80d-66fc-6a,➤ Aeldari missile launcher - starshot,ranged,1,3+,10,-2,D6,-,,,,,,,,Aeldari - Aeldari Library.cat
1420-c80d-66fc-6a:➤-aeldari-missile-launcher---sunburst,1420-c80d-66fc-6a,➤ Aeldari missile launcher - sunburst,ranged,D6,3+,4,-1,1,Blast,,,,,,,,Aeldari - Aeldari Library.cat
1420-c80d-66fc-6a:wraithbone-hull,1420-c80d-66fc-6a,Wraithbone Hull,melee,6,4+,6,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
1420-c80d-66fc-6a:twin-scorpion-pulsar,1420-c80d-66fc-6a,Twin Scorpion Pulsar,ranged,6,3+,18,-3,5,Twin-Linked,,,,,,,,Aeldari - Aeldari Library.cat
1224-8735-46d-1919:wraithbone-hull,1224-8735-46d-1919,Wraithbone Hull,melee,3,4+,6,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
1224-8735-46d-1919:hornet-pulse-laser,1224-8735-46d-1919,Hornet Pulse Laser,ranged,2,3+,9,-2,D3,-,,,,,,,,Aeldari - Aeldari Library.cat
1224-8735-46d-1919:starcannon,1224-8735-46d-1919,Starcannon,ranged,2,3+,8,-3,2,-,,,,,,,,Aeldari - Aeldari Library.cat
1224-8735-46d-1919:shuriken-cannon,1224-8735-46d-1919,Shuriken Cannon,ranged,3,3+,6,-1,2,Sustained Hits 1,,,,,,,,Aeldari - Aeldari Library.cat
1224-8735-46d-1919:scatter-laser,1224-8735-46d-1919,Scatter Laser,ranged,6,3+,5,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
1224-8735-46d-1919:bright-lance,1224-8735-46d-1919,Bright Lance,ranged,1,3+,12,-3,D6+2,-,,,,,,,,Aeldari - Aeldari Library.cat
1224-8735-46d-1919:➤-aeldari-missile-launcher---starshot,1224-8735-46d-1919,➤ Aeldari Missile Launcher - Starshot,ranged,1,3+,10,-2,D6,-,,,,,,,,Aeldari - Aeldari Library.cat
1224-8735-46d-1919:➤-aeldari-missile-launcher---sunburst,1224-8735-46d-1919,➤ Aeldari Missile Launcher - Sunburst,ranged,D6,3+,4,-1,1,Blast,,,,,,,,Aeldari - Aeldari Library.cat
3e8d-c6f3-493c-4a35:spear-of-starlight,3e8d-c6f3-493c-4a35,Spear of Starlight,ranged,3,3+,8,-2,4,-,,,,,,,,Aeldari - Aeldari Library.cat
e3c5-54ef-44a5-9366:shuriken-cannon,e3c5-54ef-44a5-9366,Shuriken Cannon,ranged,3,3+,6,-1,2,Sustained Hits 1,,,,,,,,Aeldari - Aeldari Library.cat
e3c5-54ef-44a5-9366:starcannon,e3c5-54ef-44a5-9366,Starcannon,ranged,2,3+,8,-3,2,-,,,,,,,,Aeldari - Aeldari Library.cat
e3c5-54ef-44a5-9366:scatter-laser,e3c5-54ef-44a5-9366,Scatter Laser,ranged,6,3+,5,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
e3c5-54ef-44a5-9366:bright-lance,e3c5-54ef-44a5-9366,Bright Lance,ranged,1,3+,12,-3,D6+2,-,,,,,,,,Aeldari - Aeldari Library.cat
e3c5-54ef-44a5-9366:➤-aeldari-missile-launcher---starshot,e3c5-54ef-44a5-9366,➤ Aeldari missile launcher - starshot,ranged,1,3+,10,-2,D6,-,,,,,,,,Aeldari - Aeldari Library.cat
e3c5-54ef-44a5-9366:➤-aeldari-missile-launcher---sunburst,e3c5-54ef-44a5-9366,➤ Aeldari missile launcher - sunburst,ranged,D6,3+,4,-1,1,Blast,,,,,,,,Aeldari - Aeldari Library.cat
e3c5-54ef-44a5-9366:wraithbone-hull,e3c5-54ef-44a5-9366,Wraithbone Hull,melee,3,4+,6,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
e3c5-54ef-44a5-9366:lynx-pulsar,e3c5-54ef-44a5-9366,Lynx Pulsar,ranged,4,3+,16,-3,D6,Assault,,,,,,,,Aeldari - Aeldari Library.cat
af2e-2bff-9813-a5a3:wraithbone-hull,af2e-2bff-9813-a5a3,Wraithbone Hull,melee,3,4+,6,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
af2e-2bff-9813-a5a3:twin-shuriken-cannon,af2e-2bff-9813-a5a3,Twin Shuriken Cannon,ranged,3,3+,6,-1,2,"Sustained Hits 1, Twin-Linked",,,,,,,,Aeldari - Aeldari Library.cat
af2e-2bff-9813-a5a3:twin-bright-lance,af2e-2bff-9813-a5a3,Twin Bright Lance,ranged,1,3+,12,-3,D6+2,Twin-Linked,,,,,,,,Aeldari - Aeldari Library.cat
5f15-8ad-1f3b-d6d1:starcannon,5f15-8ad-1f3b-d6d1,Starcannon,ranged,2,3+,8,-3,2,-,,,,,,,,Aeldari - Aeldari Library.cat
5f15-8ad-1f3b-d6d1:shuriken-cannon,5f15-8ad-1f3b-d6d1,Shuriken Cannon,ranged,3,3+,6,-1,2,Sustained Hits 1,,,,,,,,Aeldari - Aeldari Library.cat
5f15-8ad-1f3b-d6d1:scatter-laser,5f15-8ad-1f3b-d6d1,Scatter Laser,ranged,6,3+,5,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
5f15-8ad-1f3b-d6d1:➤-deathshroud-cannon---dispersed,5f15-8ad-1f3b-d6d1,➤ Deathshroud Cannon - Dispersed,ranged,3D6,3+,6,-1,1,"Blast, Devastating Wounds",,,,,,,,Aeldari - Aeldari Library.cat
5f15-8ad-1f3b-d6d1:➤-deathshroud-cannon---focused,5f15-8ad-1f3b-d6d1,➤ Deathshroud Cannon - Focused,ranged,D6,3+,10,-3,2,"Blast, Devastating Wounds",,,,,,,,Aeldari - Aeldari Library.cat
5f15-8ad-1f3b-d6d1:inferno-lance,5f15-8ad-1f3b-d6d1,Inferno Lance,ranged,4,3+,12,-4,D6,Melta 2,,,,,,,,Aeldari - Aeldari Library.cat
5f15-8ad-1f3b-d6d1:titanic-feet,5f15-8ad-1f3b-d6d1,Titanic Feet,melee,5,3+,8,-1,2,-,,,,,,,,Aeldari - Aeldari Library.cat
9c94-b663-fd31-6001:close-combat-weapon,9c94-b663-fd31-6001,Close Combat Weapon,melee,2,3+,3,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
9c94-b663-fd31-6001:➤-prism-rifle---dispersed,9c94-b663-fd31-6001,➤ Prism Rifle - dispersed,ranged,D6,3+,4,-1,1,Blast,,,,,,,,Aeldari - Aeldari Library.cat
9c94-b663-fd31-6001:➤-prism-rifle---focused,9c94-b663-fd31-6001,➤ Prism Rifle - focused,ranged,1,3+,6,-2,3,-,,,,,,,,Aeldari - Aeldari Library.cat
4583-2da0-623e-fd4a:close-combat-weapon,4583-2da0-623e-fd4a,Close Combat Weapon,melee,2,3+,3,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
4583-2da0-623e-fd4a:➤-prism-rifle---dispersed,4583-2da0-623e-fd4a,➤ Prism Rifle - dispersed,ranged,D6,3+,4,-1,1,Blast,,,,,,,,Aeldari - Aeldari Library.cat
4583-2da0-623e-fd4a:➤-prism-rifle---focused,4583-2da0-623e-fd4a,➤ Prism Rifle - focused,ranged,1,3+,6,-2,3,-,,,,,,,,Aeldari - Aeldari Library.cat
b7d6-2303-bd6a-5291:close-combat-weapon,b7d6-2303-bd6a-5291,Close Combat Weapon,melee,2,3+,3,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
b7d6-2303-bd6a-5291:➤-prism-rifle---dispersed,b7d6-2303-bd6a-5291,➤ Prism Rifle - dispersed,ranged,D6,3+,4,-1,1,Blast,,,,,,,,Aeldari - Aeldari Library.cat
b7d6-2303-bd6a-5291:➤-prism-rifle---focused,b7d6-2303-bd6a-5291,➤ Prism Rifle - focused,ranged,1,3+,6,-2,3,-,,,,,,,,Aeldari - Aeldari Library.cat
79b3-2cd1-d7b4-d7b1:phantom-starcannon,79b3-2cd1-d7b4-d7b1,Phantom starcannon,ranged,4,3+,8,-3,2,-,,,,,,,,Aeldari - Aeldari Library.cat
79b3-2cd1-d7b4-d7b1:pulse-laser,79b3-2cd1-d7b4-d7b1,Pulse laser,ranged,3,3+,9,-2,D6,-,,,,,,,,Aeldari - Aeldari Library.cat
79b3-2cd1-d7b4-d7b1:➤-wraith-glaive---strike,79b3-2cd1-d7b4-d7b1,➤ Wraith glaive - strike,melee,6,3+,18,-4,12,-,,,,,,,,Aeldari - Aeldari Library.cat
79b3-2cd1-d7b4-d7b1:➤-wraith-glaive---sweep,79b3-2cd1-d7b4-d7b1,➤ Wraith glaive - sweep,melee,12,3+,8,-3,4,-,,,,,,,,Aeldari - Aeldari Library.cat
79b3-2cd1-d7b4-d7b1:phantom-pulsar,79b3-2cd1-d7b4-d7b1,Phantom pulsar,ranged,8,3+,18,-4,6,-,,,,,,,,Aeldari - Aeldari Library.cat
79b3-2cd1-d7b4-d7b1:d-bombard,79b3-2cd1-d7b4-d7b1,D-bombard,ranged,D6,3+,20,-4,2D6,"Blast, Devastating Wounds",,,,,,,,Aeldari - Aeldari Library.cat
79b3-2cd1-d7b4-d7b1:voidstorm-missile-launcher,79b3-2cd1-d7b4-d7b1,Voidstorm missile launcher,ranged,2D6,3+,8,-3,2,-,,,,,,,,Aeldari - Aeldari Library.cat
79b3-2cd1-d7b4-d7b1:phantom-feet,79b3-2cd1-d7b4-d7b1,Phantom feet,melee,4,3+,12,-2,4,-,,,,,,,,Aeldari - Aeldari Library.cat
ca40-4a0d-567-852:revenant-pulsar,ca40-4a0d-567-852,Revenant Pulsar,ranged,6,3+,14,-3,4,Assault,,,,,,,,Aeldari - Aeldari Library.cat
ca40-4a0d-567-852:sonic-lance,ca40-4a0d-567-852,Sonic Lance,ranged,D6+6,N/A,8,-3,2,"Anti-Monster 4+, Anti-Vehicle 4+, Assault, Torrent",,,,,,,,Aeldari - Aeldari Library.cat
ca40-4a0d-567-852:revenant-feet,ca40-4a0d-567-852,Revenant feet,melee,8,3+,10,-1,3,-,,,,,,,,Aeldari - Aeldari Library.cat
ca40-4a0d-567-852:cloudburst-missile-launcher,ca40-4a0d-567-852,Cloudburst missile launcher,ranged,2D6,3+,8,-2,2,Blast,,,,,,,,Aeldari - Aeldari Library.cat
ef18-ff32-2be6-7372:shuriken-cannon,ef18-ff32-2be6-7372,Shuriken Cannon,ranged,3,3+,6,-1,2,Sustained Hits 1,,,,,,,,Aeldari - Aeldari Library.cat
ef18-ff32-2be6-7372:twin-shuriken-catapult,ef18-ff32-2be6-7372,Twin Shuriken Catapult,ranged,2,3+,4,-1,1,"Assault, Twin Linked",,,,,,,,Aeldari - Aeldari Library.cat
ef18-ff32-2be6-7372:wraithbone-hull,ef18-ff32-2be6-7372,Wraithbone Hull,melee,3,4+,6,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
ef18-ff32-2be6-7372:➤-d-flail---blast,ef18-ff32-2be6-7372,➤ D-Flail - blast,ranged,D3,3+,12,-4,3,"Blast, Devastating Wounds",,,,,,,,Aeldari - Aeldari Library.cat
ef18-ff32-2be6-7372:➤-d-flail---rift,ef18-ff32-2be6-7372,➤ D-Flail - rift,ranged,D3,N/A,12,-4,3,"Devastating Wounds, Torrent",,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:wraithseer-d-cannon,b369-a813-75ac-2dc6,Wraithseer D-Cannon,ranged,1,4+,14,-4,D6,Devastating Wounds,,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:starcannon,b369-a813-75ac-2dc6,Starcannon,ranged,2,4+,8,-3,2,-,,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:shuriken-cannon,b369-a813-75ac-2dc6,Shuriken Cannon,ranged,3,4+,6,-1,2,Sustained Hits 1,,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:scatter-laser,b369-a813-75ac-2dc6,Scatter Laser,ranged,6,4+,5,0,1,-,,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:bright-lance,b369-a813-75ac-2dc6,Bright Lance,ranged,1,4+,12,-3,D6+2,-,,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:➤-aeldari-missile-launcher---starshot,b369-a813-75ac-2dc6,➤ Aeldari Missile Launcher - Starshot,ranged,1,4+,10,-2,D6,-,,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:➤-aeldari-missile-launcher---sunburst,b369-a813-75ac-2dc6,➤ Aeldari Missile Launcher - Sunburst,ranged,D6,4+,4,-1,1,Blast,,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:➤-ghostspear---strike,b369-a813-75ac-2dc6,➤ Ghostspear - Strike,melee,4,4+,10,-2,3,"Anti-Infantry 2+, Precision, Psychic",,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:➤-ghostspear---sweep,b369-a813-75ac-2dc6,➤ Ghostspear - Sweep,melee,12,4+,7,-1,1,"Anti-Infantry 2+, Psychic",,,,,,,,Aeldari - Aeldari Library.cat
b369-a813-75ac-2dc6:destructor,b369-a813-75ac-2dc6,Destructor,ranged,D6,N/A,5,-1,1,"Psychic, Torrent",,,,,,,,Aeldari - Aeldari Library.cat
dfe4-d4db-9d04-9e7a:pulse-disintegrators,dfe4-d4db-9d04-9e7a,Pulse Disintegrators,ranged,12,3+,10,-2,2,Assault,,,,,,,,Aeldari - Aeldari Library.cat
dfe4-d4db-9d04-9e7a:dire-scythe-blades,dfe4-d4db-9d04-9e7a,Dire Scythe Blades,melee,6,4+,8,-1,2,-,,,,,,,,Aeldari - Aeldari Library.cat
965e-3df7-287a-6ac0:ranger-long-rifle,965e-3df7-287a-6ac0,Ranger long rifle,ranged,1,3+,4,-1,2,"Heavy, Precision",,,,,,,,Aeldari - Aeldari Library.cat
965e-3df7-287a-6ac0:power-blade,965e-3df7-287a-6ac0,Power blade,melee,4,3+,4,-2,1,-,,,,,,,,Aeldari - Aeldari Library.cat
2384-4154-b67a-3827:psytronome-shaper,2384-4154-b67a-3827,Psytronome Shaper,melee,2,2+,3,0,D3,Psychic,,,,,,,,Aeldari - Aeldari Library.cat
790d-9fdf-b359-62ba:brace-of-pistols,790d-9fdf-b359-62ba,Brace of pistols,ranged,2,3+,3,0,1,"Assault, Pistol",,,,,,,,Aeldari - Aeldari Library.cat
