faction,unit_name,selection_type,unit_id,source_file,points,models_min,models_max,total_weapons,ranged_weapons,melee_weapons,coverage
Chaos - Thousand Sons,Infernal Master,model,1693-5e00-da69-57bb,Chaos - Thousand Sons.cat,10,1,1,4,3,1,both
Chaos - Thousand Sons,Kairos Fateweaver,model,8f70-9bec-9b83-216b,Chaos - Thousand Sons.cat,295,1,1,3,2,1,both
Chaos - Thousand Sons,Lord of Change,model,c964-c75a-2a9d-e451,Chaos - Thousand Sons.cat,10,1,1,5,3,2,both
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,0,1,1,24,18,6,both
Chaos - Thousand Sons,Magnus the Red,model,91dc-9aad-0505-52a8,Chaos - Thousand Sons.cat,0,1,1,4,2,2,both
Chaos - Thousand Sons,Maulerfiend,model,f2aa-19fd-335a-09b3,Chaos - Thousand Sons.cat,0,1,1,3,1,2,both
Chaos - Thousand Sons,Mutalith Vortex Beast,model,094c-c618-92c1-b394,Chaos - Thousand Sons.cat,170,1,1,5,3,2,both
Chaos - Thousand Sons,Pink Horror,model,884b-a88a-9eaa-88d3,Chaos - Thousand Sons.cat,,1,1,2,1,1,both
Chaos - Thousand Sons,Pink Horrors,unit,4c73-cbd1-f052-80c3,Chaos - Thousand Sons.cat,115,10,10,6,3,3,both
Chaos - Thousand Sons,Rubric Marines,unit,5d3d-e13b-8b76-dad3,Chaos - Thousand Sons.cat,100,5,10,8,6,2,both
Chaos - Thousand Sons,Scarab Occult Sorcerer,model,4aa5-24c5-89bc-7023,Chaos - Thousand Sons.cat,0,1,1,4,2,2,both
Chaos - Thousand Sons,Scarab Occult Terminators,unit,b1cf-c5-5121-92a4,Chaos - Thousand Sons.cat,180,5,10,7,5,2,both
Chaos - Thousand Sons,Sekhetar Robot w/ pyreflux meltagun,model,4ba8-dbf3-05f9-f868,Chaos - Thousand Sons.cat,,1,1,4,3,1,both
Chaos - Thousand Sons,Sekhetar Robot w/ warpflame projector and claw,model,d8c0-4c15-8ae1-89a0,Chaos - Thousand Sons.cat,,1,1,5,3,2,both
Chaos - Thousand Sons,Sekhetar Robots,unit,fe4b-b3a4-69b7-3088,Chaos - Thousand Sons.cat,80,2,4,6,4,2,both
Chaos - Thousand Sons,Sorcerer,model,af1e-9a3d-785c-47f8,Chaos - Thousand Sons.cat,0,1,1,4,2,2,both
Chaos - Thousand Sons,Sorcerer in Terminator Armour,model,c6d1-e73b-9d26-5d8b,Chaos - Thousand Sons.cat,0,1,1,4,3,1,both
Chaos - Thousand Sons,Sorcerer on Disc of Tzeentch [Legends],model,ef19-b2dd-72ae-4f96,Chaos - Thousand Sons.cat,0,1,1,11,7,4,both
Chaos - Thousand Sons,Tzaangor Enlightened,unit,1703-3edd-5eb3-fcef,Chaos - Thousand Sons.cat,45,3,6,3,1,2,both
Chaos - Thousand Sons,Tzaangor Enlightened with Fatecaster greatbows,unit,8b9f-917f-37c1-99c3,Chaos - Thousand Sons.cat,55,3,6,2,1,1,both
Chaos - Thousand Sons,Tzaangor Shaman,model,c251-bd54-441-4799,Chaos - Thousand Sons.cat,10,1,1,2,1,1,both
Chaos - Thousand Sons,Tzaangors,unit,f5b9-50c8-5c60-d8ea,Chaos - Thousand Sons.cat,70,10,20,2,1,1,both
Chaos - World Eaters,Bloodcult Champion [Crucible],model,544e-3db3-4878-3db3,Chaos - World Eaters.cat,0,1,1,21,9,12,both
Chaos - World Eaters,Bloodthirster,model,4ad2-bd20-6dfe-776b,Chaos - World Eaters.cat,5,1,1,5,3,2,both
Chaos - World Eaters,Butcherlord [Crucible],model,85e5-721a-d505-3881,Chaos - World Eaters.cat,0,1,1,21,9,12,both
Chaos - World Eaters,Chaos Land Raider,model,4251-bd4f-f7ac-9487,Chaos - World Eaters.cat,0,1,1,6,5,1,both
Chaos - World Eaters,Chaos Predator Annihilator,model,497c-f787-5a7e-1020,Chaos - World Eaters.cat,0,1,1,7,6,1,both
Chaos - World Eaters,Chaos Predator Destructor,model,04a0-269e-3bab-2c61,Chaos - World Eaters.cat,0,1,1,7,6,1,both
Chaos - World Eaters,Chaos Rhino,model,e849-ce40-ee43-7623,Chaos - World Eaters.cat,0,1,1,4,3,1,both
Chaos - World Eaters,Chaos Terminators,unit,45f6-8429-a1d9-2a51,Chaos - World Eaters.cat,175,5,10,8,4,4,both
Chaos - World Eaters,Daemon Prince of Khorne,model,40c5-9ebd-6d42-2855,Chaos - World Eaters.cat,5,1,1,3,1,2,both
Chaos - World Eaters,Daemon Prince of Khorne with wings,model,0294-61a4-c6ed-b2e8,Chaos - World Eaters.cat,5,1,1,3,1,2,both
Chaos - World Eaters,Defiler,model,ea51-5575-9e74-9346,Chaos - World Eaters.cat,0,1,1,12,9,3,both
Chaos - World Eaters,Eight-blessed Lord [Crucible],model,71ad-8562-f833-5872,Chaos - World Eaters.cat,0,1,1,22,9,13,both
Chaos - World Eaters,Flesh Hounds,unit,b657-1743-6e3a-0838,Chaos - World Eaters.cat,75,5,10,2,1,1,both
Chaos - World Eaters,Forgefiend,model,81e1-b212-69c1-308f,Chaos - World Eaters.cat,0,1,1,4,2,2,both
Chaos - World Eaters,Goremongers,unit,b399-9b66-e550-8050,Chaos - World Eaters.cat,75,8,8,4,2,2,both
Chaos - World Eaters,Helbrute,model,273a-db24-3f7c-b977,Chaos - World Eaters.cat,0,1,1,12,9,3,both
Chaos - World Eaters,Heldrake,model,de2e-8fae-9d22-24a4,Chaos - World Eaters.cat,0,1,1,3,2,1,both
Chaos - World Eaters,Hell Talon [Legends],model,4e04-74aa-2c2f-66d0,Chaos - World Eaters.cat,0,1,1,4,3,1,both
Chaos - World Eaters,Hellblade [Legends],model,7320-3dba-703c-b3f0,Chaos - World Eaters.cat,0,1,1,3,2,1,both
Chaos - World Eaters,Jakhals,unit,6f81-4538-a414-251e,Chaos - World Eaters.cat,65,3,3,5,1,4,both
Chaos - World Eaters,Khorne Berzerker Champion,model,38fb-1df5-8eb6-fdf6,Chaos - World Eaters.cat,0,1,1,2,1,1,both
Chaos - World Eaters,Khorne Berzerkers,unit,f909-00c7-8ba4-018a,Chaos - World Eaters.cat,180,10,20,3,1,2,both
Chaos - World Eaters,Khorne Lord of Skulls,model,836c-f65b-6bcb-9663,Chaos - World Eaters.cat,0,1,1,7,5,2,both
Chaos - World Eaters,Khârn the Betrayer,model,3449-7dac-6ac8-5d51,Chaos - World Eaters.cat,0,1,1,3,2,1,both
Chaos - World Eaters,Lord Invocatus,model,3b15-b424-2059-71fa,Chaos - World Eaters.cat,0,1,1,3,1,2,both
Chaos - World Eaters,Lord on Juggernaut,model,ec72-f024-4283-0558,Chaos - World Eaters.cat,5,1,1,4,2,2,both
Chaos - World Eaters,Master of Executions,model,1b56-682c-ac33-bc5f,Chaos - World Eaters.cat,0,1,1,2,1,1,both
Chaos - World Eaters,Maulerfiend,model,a619-8a52-be03-3bd5,Chaos - World Eaters.cat,0,1,1,3,1,2,both
Chaos - World Eaters,Skarbrand,model,71d9-9dc2-2b9a-6db3,Chaos - World Eaters.cat,0,1,1,3,1,2,both
Imperium - Adepta Sororitas,Canoness,model,c338-14f9-4ee-f223,Imperium - Adepta Sororitas.cat,25,1,1,9,6,3,both
Imperium - Adepta Sororitas,Canoness with Jump Pack,model,e80a-4a97-2c3b-710e,Imperium - Adepta Sororitas.cat,25,1,1,4,1,3,both
Imperium - Adepta Sororitas,Castigator,model,820-1e76-78cc-931a,Imperium - Adepta Sororitas.cat,160,1,1,6,5,1,both
Imperium - Adepta Sororitas,Celestian Insidiant Superior,model,5260-6d8b-bebd-6378,Imperium - Adepta Sororitas.cat,,1,1,3,2,1,both
Imperium - Adepta Sororitas,Celestian Insidiants,unit,e286-849d-8f74-75e6,Imperium - Adepta Sororitas.cat,120,10,10,6,3,3,both
Imperium - Adepta Sororitas,Celestian Sacresant Aveline [Legends],model,6227-8c95-0e8a-81de,Imperium - Adepta Sororitas.cat,,1,1,2,1,1,both
Imperium - Adepta Sororitas,Exorcist,model,684e-4dd3-340a-23ee,Imperium - Adepta Sororitas.cat,210,1,1,5,4,1,both
Imperium - Adepta Sororitas,Geminae Superia,model,9516-5ea3-ec42-dcfe,Imperium - Adepta Sororitas.cat,,1,1,2,1,1,both
Imperium - Adepta Sororitas,Imagifier,model,3ad3-558b-29f9-2e45,Imperium - Adepta Sororitas.cat,25,1,1,2,1,1,both
Imperium - Adepta Sororitas,Immolator,model,1001-80ff-c9a8-5d9b,Imperium - Adepta Sororitas.cat,115,1,1,6,5,1,both
Imperium - Adepta Sororitas,Inspiring Devotee [Crucible],model,622e-1e15-13f1-601a,Imperium - Adepta Sororitas.cat,15,1,1,29,19,10,both
Imperium - Adepta Sororitas,Junith Eruita,model,8f9a-8a8b-2539-547f,Imperium - Adepta Sororitas.cat,80,1,1,2,1,1,both
Imperium - Adepta Sororitas,Militant Commander [Crucible],model,8f3c-d887-6e18-02e8,Imperium - Adepta Sororitas.cat,15,1,1,29,19,10,both
Imperium - Adepta Sororitas,Ministorum Priest,model,599d-1e2a-eb0e-430e,Imperium - Adepta Sororitas.cat,25,1,1,3,2,1,both
Imperium - Adepta Sororitas,Mortifier,model,f027-a14f-7bcb-90fd,Imperium - Adepta Sororitas.cat,,1,1,6,2,4,both
Imperium - Adepta Sororitas,Mortifiers,unit,3c3f-f02d-c05c-492a,Imperium - Adepta Sororitas.cat,70,1,2,6,2,4,both
Imperium - Adepta Sororitas,Morvenn Vahl,model,7188-4d20-8216-c68a,Imperium - Adepta Sororitas.cat,185,1,1,5,3,2,both
Imperium - Adepta Sororitas,Palatine,model,fbeb-1caf-8f5c-ff8e,Imperium - Adepta Sororitas.cat,25,1,1,3,2,1,both
Imperium - Adepta Sororitas,Paragon Superior,model,d057-c494-3b31-d11e,Imperium - Adepta Sororitas.cat,,1,1,7,5,2,both
Imperium - Adepta Sororitas,Paragon Warsuit,model,c0b0-33d2-1ba8-8f32,Imperium - Adepta Sororitas.cat,,1,1,7,5,2,both
Imperium - Adepta Sororitas,Paragon Warsuits,unit,e75d-a7ac-7fcc-d302,Imperium - Adepta Sororitas.cat,210,3,3,7,5,2,both
Imperium - Adepta Sororitas,Penitent Engine,model,bced-b951-c1dd-a33b,Imperium - Adepta Sororitas.cat,,1,1,5,1,4,both
Imperium - Adepta Sororitas,Penitent Engines,unit,327d-a6df-26b-bb9b,Imperium - Adepta Sororitas.cat,75,1,2,5,1,4,both
Imperium - Adepta Sororitas,Reliquant Knight [Crucible],model,1b8d-2b8b-084a-feba,Imperium - Adepta Sororitas.cat,15,1,1,29,19,10,both
Imperium - Adepta Sororitas,Repressor [Legends],model,d324-8119-7bf-d5e1,Imperium - Adepta Sororitas.cat,130,1,1,6,4,2,both
Imperium - Adepta Sororitas,Retributor Squad,unit,c49d-f150-4b3-c118,Imperium - Adepta Sororitas.cat,120,5,5,11,10,1,both
Imperium - Adepta Sororitas,Retributor Superior,model,ef56-67fc-c2ec-1172,Imperium - Adepta Sororitas.cat,,1,1,8,7,1,both
Imperium - Adepta Sororitas,Saint Celestine,unit,21f1-8ed6-52c6-54c7,Imperium - Adepta Sororitas.cat,150,1,1,3,2,1,both
Imperium - Adepta Sororitas,Sanctifiers,unit,eade-6ec7-7236-bfdb,Imperium - Adepta Sororitas.cat,110,9,11,10,6,4,both
Imperium - Adepta Sororitas,Seraphim Squad,unit,bee9-172b-7db7-f748,Imperium - Adepta Sororitas.cat,80,5,10,7,4,3,both
Imperium - Adepta Sororitas,Seraphim Superior,model,a871-b127-bde3-8616,Imperium - Adepta Sororitas.cat,,1,1,5,2,3,both
Imperium - Adepta Sororitas,Seraphim with Special Weapons,model,ee1b-1ac8-3c19-6190,Imperium - Adepta Sororitas.cat,,1,1,3,2,1,both
Imperium - Adepta Sororitas,Sororitas Rhino,model,52c7-3f6b-cece-8101,Imperium - Adepta Sororitas.cat,75,1,1,3,2,1,both
Imperium - Adepta Sororitas,Triumph of Saint Katherine,model,9f5f-d769-7900-c8a1,Imperium - Adepta Sororitas.cat,235,1,1,2,1,1,both
Imperium - Adepta Sororitas,Zephyrim Squad,unit,22f0-a7d8-b2b6-e26,Imperium - Adepta Sororitas.cat,80,5,10,3,2,1,both
Imperium - Adeptus Astartes - Black Templars,Castellan,model,f151-e676-d3b8-200c,Imperium - Black Templars.cat,25,1,1,4,2,2,both
Imperium - Adeptus Astartes - Black Templars,Chaplain Grimaldus,unit,8165-e372-4fd6-3274,Imperium - Black Templars.cat,110,4,4,4,2,2,both
Imperium - Adeptus Astartes - Black Templars,Crusade Ancient,model,dca2-b12f-d1a9-5822,Imperium - Black Templars.cat,25,1,1,2,1,1,both
Imperium - Adeptus Astartes - Black Templars,Crusader Squad,unit,8bbe-e7fc-44b7-ed94,Imperium - Black Templars.cat,150,19,39,10,6,4,both
Imperium - Adeptus Astartes - Black Templars,Crusader Squad [Legends],unit,2da2-ad08-6057-5a1c,Imperium - Black Templars.cat,85,4,9,31,24,7,both
Imperium - Adeptus Astartes - Black Templars,Emperor's Champion,model,ca2f-f408-c1bd-b87f,Imperium - Black Templars.cat,25,1,1,3,1,2,both
Imperium - Adeptus Astartes - Black Templars,Emperor's Champion (Anointed),model,85b9-b304-a55c-30ef,Imperium - Black Templars.cat,25,1,1,3,1,2,both
Imperium - Adeptus Astartes - Black Templars,Execrator,model,ea3d-f2b8-cce7-0762,Imperium - Black Templars.cat,25,1,1,4,2,2,both
Imperium - Adeptus Astartes - Black Templars,Gladiator Lancer,model,7dec-dc3d-c40a-8ce,Imperium - Black Templars.cat,160,1,1,7,6,1,both
Imperium - Adeptus Astartes - Black Templars,Gladiator Reaper,model,bfb6-4320-74cf-bbda,Imperium - Black Templars.cat,160,1,1,6,5,1,both
Imperium - Adeptus Astartes - Black Templars,Gladiator Valiant,model,5704-ffe4-4a53-8789,Imperium - Black Templars.cat,150,1,1,5,4,1,both
Imperium - Adeptus Astartes - Black Templars,High Marshal Helbrecht,model,da8a-de9f-1fe7-2513,Imperium - Black Templars.cat,0,1,1,3,1,2,both
Imperium - Adeptus Astartes - Black Templars,Impulsor,model,fa27-4bc1-72c9-894f,Imperium - Black Templars.cat,85,1,1,9,8,1,both
Imperium - Adeptus Astartes - Black Templars,Initiate w/Astartes Chainsword,model,9c32-3649-fecb-f0e5,Imperium - Black Templars.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Black Templars,Initiate w/Bolt Rifle,model,747-523d-b30c-f8e,Imperium - Black Templars.cat,,1,1,3,2,1,both
Imperium - Adeptus Astartes - Black Templars,Initiate w/Chainsword & Heavy Bolt Pistol,model,95a-584e-9cd9-b799,Imperium - Black Templars.cat,,1,1,3,2,1,both
Imperium - Adeptus Astartes - Black Templars,Initiate w/Heavy,model,91ac-edc7-b6b0-a0cb,Imperium - Black Templars.cat,,1,1,12,10,2,both
Imperium - Adeptus Astartes - Black Templars,Initiate w/Power Fist & Heavy Bolt Pistol,model,78e6-1e4-33f8-36c7,Imperium - Black Templars.cat,,1,1,3,2,1,both
Imperium - Adeptus Astartes - Black Templars,Initiate w/Pyreblaster,model,81cc-3eb1-a384-ca9f,Imperium - Black Templars.cat,,1,1,3,2,1,both
Imperium - Adeptus Astartes - Black Templars,Land Raider Crusader,model,8525-2de1-14fd-c1f5,Imperium - Black Templars.cat,220,1,1,6,5,1,both
Imperium - Adeptus Astartes - Black Templars,Marshal,model,68dd-5f49-4f17-cd84,Imperium - Black Templars.cat,0,1,1,4,3,1,both
Imperium - Adeptus Astartes - Black Templars,Neophyte w/ Astartes Chainsword,model,9455-ced-8432-d4e8,Imperium - Black Templars.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Black Templars,Neophyte w/ Firearm,model,dd70-8ed8-309c-1bf,Imperium - Black Templars.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Black Templars,Neophyte w/Combat Knife,model,70b9-da75-964e-bd31,Imperium - Black Templars.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Black Templars,Repulsor,model,c3e8-3cde-8b39-4b19,Imperium - Black Templars.cat,180,1,1,8,7,1,both
Imperium - Adeptus Astartes - Black Templars,Repulsor Executioner,model,a344-192f-aae2-16e5,Imperium - Black Templars.cat,235,1,1,11,10,1,both
Imperium - Adeptus Astartes - Black Templars,Sternguard Veteran Sergeant,model,17d3-c73e-ed8b-f5b0,Imperium - Black Templars.cat,,1,1,7,3,4,both
Imperium - Adeptus Astartes - Black Templars,Sternguard Veteran Squad,unit,a499-86fa-4d0c-b06d,Imperium - Black Templars.cat,85,6,11,9,5,4,both
Imperium - Adeptus Astartes - Black Templars,Sternguard Veteran w/ Bolt Rifle,model,26ce-cb2b-7a9b-b2c6,Imperium - Black Templars.cat,,1,1,3,2,1,both
Imperium - Adeptus Astartes - Black Templars,Sternguard Veteran w/ Combi-weapon,model,cea5-8e9b-e115-a293,Imperium - Black Templars.cat,,1,1,3,2,1,both
Imperium - Adeptus Astartes - Black Templars,Sternguard Veteran w/ Special Weapon,model,4ea5-5b69-8543-9af3,Imperium - Black Templars.cat,,1,1,4,3,1,both
Imperium - Adeptus Astartes - Black Templars,Sword Brethren Squad,unit,206c-6b4d-4aaa-7e79,Imperium - Black Templars.cat,105,4,10,8,4,4,both
Imperium - Adeptus Astartes - Black Templars,Sword Brother,model,40e4-11f1-529f-441d,Imperium - Black Templars.cat,,1,1,15,9,6,both
Imperium - Adeptus Astartes - Black Templars,Sword Brother,model,49a9-1a03-6520-3a64,Imperium - Black Templars.cat,,1,1,3,2,1,both
Imperium - Adeptus Astartes - Black Templars,Sword Brother,model,b3a3-f1ea-c706-bc9,Imperium - Black Templars.cat,,1,1,7,4,3,both
Imperium - Adeptus Astartes - Black Templars,Terminator Sergeant,model,7192-aac9-a0c5-8325,Imperium - Black Templars.cat,,1,1,4,1,3,both
Imperium - Adeptus Astartes - Black Templars,Terminator Squad,unit,80ad-6e62-65e3-e667,Imperium - Black Templars.cat,175,6,11,8,5,3,both
Imperium - Adeptus Astartes - Black Templars,Terminator w/ Chain Fist,model,ce2a-a7d6-ed01-aaf3,Imperium - Black Templars.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Black Templars,Terminator w/ Heavy Weapon,model,21e4-5f17-9fed-f014,Imperium - Black Templars.cat,,1,1,7,5,2,both
Imperium - Adeptus Astartes - Black Templars,Terminator w/ Power Fist,model,6595-1cf4-cefb-3621,Imperium - Black Templars.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Blood Angels,Baal Predator,model,640-9969-d5b9-875c,Imperium - Blood Angels.cat,125,1,1,7,6,1,both
Imperium - Adeptus Astartes - Blood Angels,Blood Angels Captain,model,829b-da42-2d62-6daf,Imperium - Blood Angels.cat,25,1,1,5,2,3,both
Imperium - Adeptus Astartes - Blood Angels,Brother Corbulo [Legends],model,8d87-ee8a-6af4-3715,Imperium - Blood Angels.cat,0,1,1,2,1,1,both
Imperium - Adeptus Astartes - Blood Angels,Captain Tycho [Legends],model,ae0a-e23c-2184-7c65,Imperium - Blood Angels.cat,0,1,1,3,2,1,both
Imperium - Adeptus Astartes - Blood Angels,Chief Librarian Mephiston,model,ab35-2c36-9389-d1d5,Imperium - Blood Angels.cat,0,1,1,5,4,1,both
Imperium - Adeptus Astartes - Blood Angels,Commander Dante,model,7323-ebf-9afe-7e7a,Imperium - Blood Angels.cat,0,1,1,2,1,1,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Captain,model,4743-6dc9-fda7-0a8c,Imperium - Blood Angels.cat,25,1,1,5,2,3,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Captain with Jump Pack,model,2574-a949-ae3f-58c2,Imperium - Blood Angels.cat,25,1,1,7,4,3,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Dreadnought,model,3b6e-cc3e-c2a4-0cbd,Imperium - Blood Angels.cat,160,1,1,7,4,3,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Dreadnought with Magna-Grapple [Legends],model,e7ee-e70-bd87-7c5c,Imperium - Blood Angels.cat,145,1,1,5,3,2,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Intercessors,unit,bb83-db85-6ce1-9a61,Imperium - Blood Angels.cat,75,5,10,13,8,5,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines,unit,3825-ac3a-75ec-fa0d,Imperium - Blood Angels.cat,85,5,10,10,5,5,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Bolt Rifles,unit,4aab-3ca5-0435-ed5e,Imperium - Blood Angels.cat,85,5,10,14,8,6,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Boltguns [Legends],unit,6562-9dcd-afea-d4ae,Imperium - Blood Angels.cat,125,5,10,11,6,5,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Boltguns and Jump Packs [Legends],unit,bcfe-f4fb-5c44-652d,Imperium - Blood Angels.cat,140,5,10,11,6,5,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Jump Packs,unit,65f6-18df-f6df-7e39,Imperium - Blood Angels.cat,120,5,10,9,5,4,both
Imperium - Adeptus Astartes - Blood Angels,Furioso Dreadnought [Legends],model,c954-8157-25fd-5f99,Imperium - Blood Angels.cat,0,1,1,7,4,3,both
Imperium - Adeptus Astartes - Blood Angels,Gabriel Seth [Legends],model,462-f17c-3bb-16a,Imperium - Blood Angels.cat,0,1,1,2,1,1,both
Imperium - Adeptus Astartes - Blood Angels,Lemartes,model,cbc2-18c9-45b6-6327,Imperium - Blood Angels.cat,0,1,1,2,1,1,both
Imperium - Adeptus Astartes - Blood Angels,Librarian Dreadnought [Legends],model,b6e0-b465-801c-24c8,Imperium - Blood Angels.cat,170,1,1,7,5,2,both
Imperium - Adeptus Astartes - Blood Angels,Sanguinary Guard,unit,25e4-ead-faac-2531,Imperium - Blood Angels.cat,125,3,6,4,2,2,both
Imperium - Adeptus Astartes - Blood Angels,Sanguinary Guard,model,8e33-50a5-d053-ee15,Imperium - Blood Angels.cat,,1,1,4,2,2,both
Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest,model,f80-be5-d17c-db23,Imperium - Blood Angels.cat,25,1,1,2,1,1,both
Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest on Bike [Legends],model,3621-b460-722-8954,Imperium - Blood Angels.cat,25,1,1,14,10,4,both
Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest with Jump Pack [Legends],model,fa13-ba8a-8711-87b6,Imperium - Blood Angels.cat,25,1,1,2,1,1,both
Imperium - Adeptus Astartes - Blood Angels,Tycho the Lost [Legends],model,8577-8a5d-75f6-a630,Imperium - Blood Angels.cat,0,1,1,3,2,1,both
Imperium - Adeptus Astartes - Dark Angels,Asmodai,model,9bf9-1e30-e4b4-939c,Imperium - Dark Angels.cat,0,1,1,3,1,2,both
Imperium - Adeptus Astartes - Dark Angels,Azrael,model,81bd-ce4e-229f-a88,Imperium - Dark Angels.cat,0,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Belial,model,bf62-244b-f9db-6cf,Imperium - Dark Angels.cat,0,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Ancient,model,83cb-e380-e3a7-320e,Imperium - Dark Angels.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Apothecary,model,e67c-9a1e-3fbf-ebde,Imperium - Dark Angels.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Command Squad [Legends],unit,48fb-ebd6-dd17-729b,Imperium - Dark Angels.cat,200,6,11,13,7,6,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Command Terminator,model,3897-8ee2-1345-3319,Imperium - Dark Angels.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Command Terminator w/ Power Weapon,model,bb37-3df9-79fc-b803,Imperium - Dark Angels.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Sergeant,model,c9d2-663-3baa-10f6,Imperium - Dark Angels.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Strikemaster [Legends],model,ebd0-6939-6305-6d16,Imperium - Dark Angels.cat,25,1,1,7,1,6,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Terminator,model,3396-82fa-d409-6b73,Imperium - Dark Angels.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Terminator Squad,unit,6135-d842-8e61-889d,Imperium - Dark Angels.cat,180,6,11,10,7,3,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Terminator w/ Chainfist,model,c0d3-2410-24e2-ca36,Imperium - Dark Angels.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Terminator w/ Chainfist,model,ffc1-7bdd-dcf-ed1d,Imperium - Dark Angels.cat,,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Terminator w/ Heavy Weapon,model,5e6d-5b97-f4b5-7cd9,Imperium - Dark Angels.cat,,1,1,9,7,2,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Terminator w/ Heavy Weapon,model,e071-2ee4-6341-a477,Imperium - Dark Angels.cat,,1,1,9,7,2,both
Imperium - Adeptus Astartes - Dark Angels,Ezekiel,model,38c9-66a1-fe60-46af,Imperium - Dark Angels.cat,0,1,1,4,3,1,both
Imperium - Adeptus Astartes - Dark Angels,Inner Circle Companion,model,8c40-80cc-bf40-ca6d,Imperium - Dark Angels.cat,,1,1,3,1,2,both
Imperium - Adeptus Astartes - Dark Angels,Inner Circle Companions,unit,f34-e2f9-c98e-1916,Imperium - Dark Angels.cat,90,3,6,3,1,2,both
Imperium - Adeptus Astartes - Dark Angels,Land Speeder Vengeance,model,b4a0-d2fe-a988-f28b,Imperium - Dark Angels.cat,120,1,1,5,4,1,both
Imperium - Adeptus Astartes - Dark Angels,Lazarus,model,4b0d-45ff-fab3-7472,Imperium - Dark Angels.cat,0,1,1,2,1,1,both
Imperium - Adeptus Astartes - Dark Angels,Lion El'Jonson,model,15d3-ebc7-d28b-daf4,Imperium - Dark Angels.cat,0,1,1,4,2,2,both
Imperium - Adeptus Astartes - Dark Angels,Nephilim Jetfighter,model,4f36-6609-efac-baa6,Imperium - Dark Angels.cat,195,1,1,5,4,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Ancient,model,b342-4005-baec-3598,Imperium - Dark Angels.cat,,1,1,6,5,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Apothecary,model,d445-3ac1-64d5-fd4a,Imperium - Dark Angels.cat,,1,1,6,5,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Black Knight,model,b25b-5cf6-a398-dd27,Imperium - Dark Angels.cat,,1,1,4,3,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Black Knight w/ Grenade Launcher,model,5b52-4d5d-a5cf-67c6,Imperium - Dark Angels.cat,,1,1,4,3,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Black Knights,unit,212d-f302-aaaf-5c12,Imperium - Dark Angels.cat,80,3,6,6,5,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Champion,model,f227-6107-836d-3fee,Imperium - Dark Angels.cat,25,1,1,6,5,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Command Squad,unit,e87d-f173-88b9-aa84,Imperium - Dark Angels.cat,120,3,3,7,5,2,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Dark Talon,model,9b3d-e812-4248-522,Imperium - Dark Angels.cat,210,1,1,3,2,1,both
