faction,unit_name,selection_type,unit_id,source_file,source_type,source_id,ability_id,ability_name,text
Chaos - Emperor's Children,Lord Exultant,model,7b4c-dfe0-6a0a-304a,Chaos - Emperor's Children.cat,unit,7b4c-dfe0-6a0a-304a,7b4c-dfe0-6a0a-304a:invulnerable-save:cdfd-857f-d981-a3b2,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Emperor's Children,Lord Exultant,model,7b4c-dfe0-6a0a-304a,Chaos - Emperor's Children.cat,unit,7b4c-dfe0-6a0a-304a,7b4c-dfe0-6a0a-304a:leader:8799-26c2-ca52-3969,Leader,This model can be attached to the following units: **^^Infractors; Tormentors^^**
Chaos - Emperor's Children,Lord Exultant,model,7b4c-dfe0-6a0a-304a,Chaos - Emperor's Children.cat,unit,7b4c-dfe0-6a0a-304a,7b4c-dfe0-6a0a-304a:lord-of-the-host:3cf5-ff3c-e78d-51c8,Lord of the Host,"If this model is attached to an **^^Emperor's Children Battleline^^** unit during the Declare Battle Formations step, this model has the Infiltrators and Scouts 6"" ability."
Chaos - Emperor's Children,Lord Exultant,model,7b4c-dfe0-6a0a-304a,Chaos - Emperor's Children.cat,unit,7b4c-dfe0-6a0a-304a,7b4c-dfe0-6a0a-304a:perfectionists:197e-a2ea-b468-48d9,Perfectionists,"While this model is leading a unit, weapons equipped by models in that unit have the **^^[LETHAL HITS]^^** ability."
Chaos - Emperor's Children,Lord Kakophonist,model,ee50-955a-0a81-41f1,Chaos - Emperor's Children.cat,unit,ee50-955a-0a81-41f1,ee50-955a-0a81-41f1:doom-siren:f8bf-39ff-4779-40f2,Doom Siren,"In your Shooting phase, after this model's unit has shot, select one enemy **^^Infantry^^** unit hit by one or more of those attacks and roll three D6: for each 4+, that enemy unit suffers 1 mortal wound. If an enemy suffers one or more mortal wounds as a result of this ability, it must take a Battle-shock test."
Chaos - Emperor's Children,Lord Kakophonist,model,ee50-955a-0a81-41f1,Chaos - Emperor's Children.cat,unit,ee50-955a-0a81-41f1,ee50-955a-0a81-41f1:invulnerable-save:d91a-febf-366b-329d,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Emperor's Children,Lord Kakophonist,model,ee50-955a-0a81-41f1,Chaos - Emperor's Children.cat,unit,ee50-955a-0a81-41f1,ee50-955a-0a81-41f1:leader:7e47-d44e-0c0d-86d4,Leader,This model can be attached to the following units: **^^Emperor's Children Terminator Squad; Noise Marines^^**
Chaos - Emperor's Children,Lord Kakophonist,model,ee50-955a-0a81-41f1,Chaos - Emperor's Children.cat,unit,ee50-955a-0a81-41f1,ee50-955a-0a81-41f1:obsessive-annunciation:8fdb-0d21-37f4-ecca,Obsessive Annunciation,"While this model is leading a unit, ranged weapons equipped by that unit have the [SUSTAINED HITS 1] ability."
Chaos - Emperor's Children,Lucius the Eternal,model,e390-b58b-db9-816,Chaos - Emperor's Children.cat,unit,e390-b58b-db9-816,e390-b58b-db9-816:a-challenge-worthy-of-skill:01a5-5e86-b905-a68c,A Challenge Worthy of Skill,"Each time this model makes an attack that targets a **^^Character, Monster^^** or **^^Walker^^** unit, you can re-roll the Hit roll and re-roll the Wound roll."
Chaos - Emperor's Children,Lucius the Eternal,model,e390-b58b-db9-816,Chaos - Emperor's Children.cat,unit,e390-b58b-db9-816,e390-b58b-db9-816:duellist’s-hubris:5909-fd1b-aabd-8cf6,Duellist’s Hubris,"At the start of the Fight phase, if this model is not leading a unit, until the end of the phase, it has the Fights First ability."
Chaos - Emperor's Children,Lucius the Eternal,model,e390-b58b-db9-816,Chaos - Emperor's Children.cat,unit,e390-b58b-db9-816,e390-b58b-db9-816:invulnerable-save:a7c1-b492-fe9-85eb,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Emperor's Children,Lucius the Eternal,model,e390-b58b-db9-816,Chaos - Emperor's Children.cat,unit,e390-b58b-db9-816,e390-b58b-db9-816:leader:68a4-911a-c03c-2cf4,Leader,"This model can be attached to the following units:
- **^^Flawless Blades^^**"
Chaos - Emperor's Children,Maulerfiend,model,656c-8b78-8e59-0591,Chaos - Emperor's Children.cat,unit,656c-8b78-8e59-0591,656c-8b78-8e59-0591:glutton-for-punishment:c3f4-464b-3d82-f42f,Glutton for Punishment,"Each time this model makes an attack, if it is below its Starting Strength, add 1 to the Hit roll. If this model is also Below Half-Strength, add 1 to the Wound roll as well."
Chaos - Emperor's Children,Maulerfiend,model,656c-8b78-8e59-0591,Chaos - Emperor's Children.cat,unit,656c-8b78-8e59-0591,656c-8b78-8e59-0591:invulnerable-save:bf88-bb12-1f57-4701,Invulnerable Save,This model has a 5+ invulnerable save.
Chaos - Emperor's Children,Noise Marines,unit,5817-0d6c-973c-68f8,Chaos - Emperor's Children.cat,unit,5817-0d6c-973c-68f8,5817-0d6c-973c-68f8:terrifying-crescendo:a254-9b52-cf64-eac2,Terrifying Crescendo,"In your Shooting phase, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the start of your next Shooting phase, each time a Battle-shock or Leadership test is taken for that enemy unit, subtract 1 from that test."
Chaos - Emperor's Children,Seekers,unit,c9df-2c38-25e5-ffc7,Chaos - Emperor's Children.cat,unit,c9df-2c38-25e5-ffc7,c9df-2c38-25e5-ffc7:invulnerable-save:c360-e39c-4d09-0222,Invulnerable Save,Models in this unit have a 5+ invulnerable save.
Chaos - Emperor's Children,Seekers,unit,c9df-2c38-25e5-ffc7,Chaos - Emperor's Children.cat,unit,c9df-2c38-25e5-ffc7,c9df-2c38-25e5-ffc7:unholy-speed:19ac-8b47-64c3-5543,Unholy Speed,You can re-roll Advance and Charge rolls made for this unit.
Chaos - Emperor's Children,Shalaxi Helbane,model,20df-143c-fc59-77e0,Chaos - Emperor's Children.cat,unit,20df-143c-fc59-77e0,20df-143c-fc59-77e0:invulnerable-save:800d-5ebc-fd66-97b0,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Emperor's Children,Shalaxi Helbane,model,20df-143c-fc59-77e0,Chaos - Emperor's Children.cat,unit,20df-143c-fc59-77e0,20df-143c-fc59-77e0:monarch-of-the-hunt:712d-b14d-a795-ba99,Monarch of the Hunt,"At the start of the first battle round, select one enemy unit to be this model's quarry. Each time this model makes a melee attack that targets its quarry, you can re-roll the Hit roll and you can re-roll the Wound roll. Each time this model's quarry is destroyed, select one new enemy unit to be this model's quarry."
Chaos - Emperor's Children,Shalaxi Helbane,model,20df-143c-fc59-77e0,Chaos - Emperor's Children.cat,unit,20df-143c-fc59-77e0,20df-143c-fc59-77e0:no-prey-can-evade:3b35-7ada-515d-bafb,No Prey Can Evade,You can re-roll Advance and Charge rolls made for this model.
Chaos - Emperor's Children,Sorcerer,model,2cd1-13f5-d59d-cc7f,Chaos - Emperor's Children.cat,unit,2cd1-13f5-d59d-cc7f,2cd1-13f5-d59d-cc7f:leader:3d6e-dbc8-ccd2-cb3d,Leader,This model can be attached to the following units: **^^Infractors; Noise Marines; Tormentors^^**
Chaos - Emperor's Children,Sorcerer,model,2cd1-13f5-d59d-cc7f,Chaos - Emperor's Children.cat,unit,2cd1-13f5-d59d-cc7f,2cd1-13f5-d59d-cc7f:warped-interference-(psychic):cefa-0b6a-caf2-7790,Warped Interference (Psychic),"While this model is leading a unit, each time a ranged attack targets that unit, models in it have the Benefit of Cover against that attack."
Chaos - Emperor's Children,Sorcerer,model,2cd1-13f5-d59d-cc7f,Chaos - Emperor's Children.cat,unit,2cd1-13f5-d59d-cc7f,2cd1-13f5-d59d-cc7f:wracking-agonies-(psychic):7485-ffb5-b729-f8b2,Wracking Agonies (Psychic),"In your Shooting phase, after this model has shot, select one INFANTRY unit hit by one or more of those attacks made with its Agonising Energies. Until the start of your next turn, that unit is wracked with agonies. While a unit is wracked with agonies, subtract 2"" from its Move characteristic and subtract 2 from charge rolls made for it."
Chaos - Emperor's Children,Tormentors,unit,4494-dd7d-69f7-306c,Chaos - Emperor's Children.cat,unit,4494-dd7d-69f7-306c,4494-dd7d-69f7-306c:objective-defiled:b7d5-8896-8643-e2a9,Objective Defiled,"At the end of your Command phase, if this unit is within range of an objective marker you control, that objective marker remains under your control until your opponent's Level of Control over that objective marker is greater than yours at the end of a phase."
Chaos - Thousand Sons,Ahriman,model,3bfa-bf00-b5ed-cc81,Chaos - Thousand Sons.cat,unit,3bfa-bf00-b5ed-cc81,3bfa-bf00-b5ed-cc81:arch-sorcerer-of-tzeentch-(psychic):e117-9164-7606-ef92,Arch-Sorcerer of Tzeentch (Psychic),"Each time this model attempts a Ritual, add 1 to the Psychic test result."
Chaos - Thousand Sons,Ahriman,model,3bfa-bf00-b5ed-cc81,Chaos - Thousand Sons.cat,unit,3bfa-bf00-b5ed-cc81,3bfa-bf00-b5ed-cc81:invulnerable-save:2c8e-c194-2a9b-e9ba,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Thousand Sons,Ahriman,model,3bfa-bf00-b5ed-cc81,Chaos - Thousand Sons.cat,unit,3bfa-bf00-b5ed-cc81,3bfa-bf00-b5ed-cc81:leader:e029-9e54-4a48-28ce,Leader,"This model can be attached to the following unit: ^^**Rubric Marines, Tzaangor Enlightened^^**"
Chaos - Thousand Sons,Ahriman,model,3bfa-bf00-b5ed-cc81,Chaos - Thousand Sons.cat,unit,3bfa-bf00-b5ed-cc81,3bfa-bf00-b5ed-cc81:scryer-of-fates-(psychic):8f1d-56cb-a37f-2a5e,Scryer of Fates (Psychic),"if your army includes this model, after both players have deployed their armies, you can select up to 3 ^^**Thousand Sons^^** units from your army and redeploy them. When doing so, you can set those units up in Strategic Reserves if you wish, regardless of how many units are already in Strategic Reserves."
Chaos - Thousand Sons,Blue Horrors,unit,aec5-4419-39e7-3e63,Chaos - Thousand Sons.cat,unit,aec5-4419-39e7-3e63,aec5-4419-39e7-3e63:exploding-horrors:d214-12b7-8993-e6f7,Exploding Horrors,"Each time this unit is selected to fight, you can select one enemy unit within Engagement Range of it, then select one or more ^^**Brimstone Horror^^** models in this unit. For each ^^**Brimstone Horror^^** model you select, roll one D6: on a 4+, that model is destroyed and that enemy unit suffers 1 mortal wound."
Chaos - Thousand Sons,Blue Horrors,unit,aec5-4419-39e7-3e63,Chaos - Thousand Sons.cat,unit,aec5-4419-39e7-3e63,aec5-4419-39e7-3e63:invulnerable-save:defa-ec54-47c4-c54d,Invulnerable Save,Models in this unit have a 4+ invulnerable save.
Chaos - Thousand Sons,Blue Horrors,unit,aec5-4419-39e7-3e63,Chaos - Thousand Sons.cat,unit,aec5-4419-39e7-3e63,aec5-4419-39e7-3e63:split:7436-510d-00ad-b01d,Split,"Each time a ^^Blue Horror^^ model in this unit is destroyed, after the attacking unit has finished making its attacks, if this unit is not destroyed, roll one D6 for that model. On a 4+, add one ^^Brimstone Horror^^ model to this unit."
Chaos - Thousand Sons,Blue Horrors,unit,aec5-4419-39e7-3e63,Chaos - Thousand Sons.cat,unit,aec5-4419-39e7-3e63,aec5-4419-39e7-3e63:sullen-malevolence-(aura):bae3-531a-f3d0-7301,Sullen Malevolence (Aura),"While an enemy unit is within 6"" of this unit, if this unit contains one or more ^^**Blue Horror^^** models, worsen the Leadership characteristic of models in that enemy unit by 1."
Chaos - Thousand Sons,Brayherd Chieftain [Crucible],model,d288-821d-7fef-f3ae,Chaos - Thousand Sons.cat,unit,d288-821d-7fef-f3ae,d288-821d-7fef-f3ae:fate's-guide:5ff6-dbb7-2882-ff9e,Fate's Guide,"If this unit starts the game in Strategic Reserves, it can be set up in the Reinforcements step of your first, second or third turn, regardless of any mission rules. If this unit is in Strategic Reserves, for the purposes of setting up this unit on the battlefield, treat the current battle round number as being one higher than it actually is."
Chaos - Thousand Sons,Brayherd Chieftain [Crucible],model,d288-821d-7fef-f3ae,Chaos - Thousand Sons.cat,unit,d288-821d-7fef-f3ae,d288-821d-7fef-f3ae:invulnerable-save-(5+):eee7-8399-31ed-1e7e,Invulnerable Save (5+),This model has a 5+ invulnerable save.
Chaos - Thousand Sons,Brayherd Chieftain [Crucible],model,d288-821d-7fef-f3ae,Chaos - Thousand Sons.cat,unit,d288-821d-7fef-f3ae,d288-821d-7fef-f3ae:leader:1933-fd17-ffe6-27c6,Leader,This model can be attached to the following unit: ^^**Tzaangors**^^
Chaos - Thousand Sons,Brayherd Shaman [Crucible],model,f75a-a5e6-f478-6f55,Chaos - Thousand Sons.cat,unit,f75a-a5e6-f478-6f55,f75a-a5e6-f478-6f55:bestial-prophet:4941-832c-725a-4ab4,Bestial Prophet,"While this model is leading a unit, each time a model in that unit makes an attack, add 1 to the Hit roll."
Chaos - Thousand Sons,Brayherd Shaman [Crucible],model,f75a-a5e6-f478-6f55,Chaos - Thousand Sons.cat,unit,f75a-a5e6-f478-6f55,f75a-a5e6-f478-6f55:invulnerable-save-(5+):b669-913e-46dc-2575,Invulnerable Save (5+),This model has a 5+ invulnerable save.
Chaos - Thousand Sons,Brayherd Shaman [Crucible],model,f75a-a5e6-f478-6f55,Chaos - Thousand Sons.cat,unit,f75a-a5e6-f478-6f55,f75a-a5e6-f478-6f55:leader:25ab-44c6-a729-3da1,Leader,This model can be attached to the following unit: ^^**Tzaangors**^^
Chaos - Thousand Sons,Chaos Land Raider,model,dfde-eaff-e63e-3aae,Chaos - Thousand Sons.cat,unit,dfde-eaff-e63e-3aae,dfde-eaff-e63e-3aae:assault-ramp:0886-6e3f-6dbb-714a,Assault Ramp,"Each time a unit disembarks from this ^^**Transport^^** after it has made a Normal move, that unit is still eligible to declare a charge this turn."
Chaos - Thousand Sons,Chaos Lord on Disc of Tzeentch [Legends],model,dc89-ef5-e91d-b155,Chaos - Thousand Sons.cat,unit,dc89-ef5-e91d-b155,dc89-ef5-e91d-b155:invulnerable-save:b6cb-fd8d-2b4f-f068,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Thousand Sons,Chaos Lord on Disc of Tzeentch [Legends],model,dc89-ef5-e91d-b155,Chaos - Thousand Sons.cat,unit,dc89-ef5-e91d-b155,dc89-ef5-e91d-b155:leader:100-206e-f9b8-3a41,Leader,"This model can be attached to the following unit:
■ CHOSEN
■ LEGIONARIES
■ RUBRIC MARINES"
Chaos - Thousand Sons,Chaos Lord on Disc of Tzeentch [Legends],model,dc89-ef5-e91d-b155,Chaos - Thousand Sons.cat,unit,dc89-ef5-e91d-b155,dc89-ef5-e91d-b155:lord-of-chaos:4e6e-d72b-8f57-b9ae,Lord of Chaos,"Once per battle round, one unit from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP."
Chaos - Thousand Sons,Chaos Lord on Disc of Tzeentch [Legends],model,dc89-ef5-e91d-b155,Chaos - Thousand Sons.cat,unit,dc89-ef5-e91d-b155,dc89-ef5-e91d-b155:lord-of-fate:f1a-b354-c96d-6091,Lord of Fate,"While this model is leading a unit, models in that unit have the Feel No Pain 5+ ability against mortal wounds."
Chaos - Thousand Sons,Chaos Predator Annihilator,model,a619-beee-4bde-d049,Chaos - Thousand Sons.cat,unit,a619-beee-4bde-d049,a619-beee-4bde-d049:ensorcelled-annihilation:efa5-c1d9-a512-e566,Ensorcelled Annihilation,"Each time this model makes a ranged attack that targets a ^^**Monster^^** or ^^**Vehicle^^** unit that was hit by one or more Psychic attacks made by a ^^**Thousand Sons Psyker^^** unit from your army this turn, you can re-roll the Hit roll and you can re-roll the Damage roll."
Chaos - Thousand Sons,Chaos Predator Destructor,model,4819-dbbe-8547-4e23,Chaos - Thousand Sons.cat,unit,4819-dbbe-8547-4e23,4819-dbbe-8547-4e23:ensorcelled-destruction:7391-4352-7193-9a16,Ensorcelled Destruction,"Each time this model makes a ranged attack that targets a unit (excluding ^^**Monsters^^** and ^^**Vehicles^^**) that was hit by one or more Psychic attacks made by a ^^**Thousand Sons Psyker^^** unit from your army this turn, improve the Strength and Armour Penetration characteristic of that attack by 1."
Chaos - Thousand Sons,Chaos Rhino,model,8d9b-b949-2557-dcc4,Chaos - Thousand Sons.cat,unit,8d9b-b949-2557-dcc4,8d9b-b949-2557-dcc4:sorcerous-support:f4bb-1a4c-7d23-cc29,Sorcerous Support,"In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, each time a friendly model that disembarked from this ^^**Transport^^** this turn makes a Psychic attack that targets that enemy unit, add 1 to the Hit roll and add 1 to the Wound roll."
Chaos - Thousand Sons,Chaos Spawn,unit,60de-4c77-95e1-1337,Chaos - Thousand Sons.cat,unit,60de-4c77-95e1-1337,60de-4c77-95e1-1337:invulnerable-save:bc90-518c-1b07-1238,Invulnerable Save,Models in this unit have a 5+ invulnerable save.
Chaos - Thousand Sons,Chaos Spawn,unit,60de-4c77-95e1-1337,Chaos - Thousand Sons.cat,unit,60de-4c77-95e1-1337,60de-4c77-95e1-1337:regenerating-monstrosities:a5f9-99af-66fe-6d3e,Regenerating Monstrosities,"At the start of each player’s Command phase, one model in this unit regains up to 3 lost wounds."
Chaos - Thousand Sons,Chaos Spawn (Flesh Change),unit,dd17-8cb8-ed8c-f6c8,Chaos - Thousand Sons.cat,unit,dd17-8cb8-ed8c-f6c8,dd17-8cb8-ed8c-f6c8:invulnerable-save:5f65-4fe0-4aaf-66c3,Invulnerable Save,Models in this unit have a 5+ invulnerable save.
Chaos - Thousand Sons,Chaos Spawn (Flesh Change),unit,dd17-8cb8-ed8c-f6c8,Chaos - Thousand Sons.cat,unit,dd17-8cb8-ed8c-f6c8,dd17-8cb8-ed8c-f6c8:regenerating-monstrosities:6635-d4ae-a868-bb0a,Regenerating Monstrosities,"At the start of each player’s Command phase, one model in this unit regains up to 3 lost wounds."
Chaos - Thousand Sons,Chaos Vindicator,model,3413-b8fd-e22c-da4f,Chaos - Thousand Sons.cat,unit,3413-b8fd-e22c-da4f,3413-b8fd-e22c-da4f:siege-shield:163c-a891-7b3a-891f,Siege Shield,"When making ranged attacks with its demolisher cannon, this model can target enemy units within Engagement Range of it (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its Hit rolls for being within Engagement Range of one or more enemy units."
Chaos - Thousand Sons,Daemon Prince of Tzeentch,model,eccd-e442-607b-3fd0,Chaos - Thousand Sons.cat,unit,eccd-e442-607b-3fd0,"eccd-e442-607b-3fd0:glamour-of-tzeentch-(aura,-psychic):1bf0-2da1-b7fb-6fea","Glamour of Tzeentch (Aura, Psychic)","While a friendly ^^**Thousand Sons Infantry^^** unit is within 6"" of this model, models in that unit have the Stealth ability."
Chaos - Thousand Sons,Daemon Prince of Tzeentch,model,eccd-e442-607b-3fd0,Chaos - Thousand Sons.cat,unit,eccd-e442-607b-3fd0,eccd-e442-607b-3fd0:invulnerable-save:f868-2380-5093-1683,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Thousand Sons,Daemon Prince of Tzeentch,model,eccd-e442-607b-3fd0,Chaos - Thousand Sons.cat,unit,eccd-e442-607b-3fd0,eccd-e442-607b-3fd0:servile-pawns:aa29-af55-b319-e4d6,Servile Pawns,"While this model is within 3"" of one or more friendly ^^**Thousand Sons Infantry^^** units, this model has the Lone Operative ability."
Chaos - Thousand Sons,Daemon Prince of Tzeentch,model,eccd-e442-607b-3fd0,Chaos - Thousand Sons.cat,unit,eccd-e442-607b-3fd0,eccd-e442-607b-3fd0:spirit-snare:f7ea-e27e-52cc-8dd2,Spirit Snare,"Each time a friendly ^^**Thousand Sons Psyker^^** model with the Cabal of Sorcerers ability is destroyed while within 9"" of one or more models with this ability, select one of those models with this ability: until the end of the battle, each time the selected model attempts a Ritual, add 1 to the Psychic test result (to a maximum of +2)."
Chaos - Thousand Sons,Daemon Prince of Tzeentch with wings,model,66f4-929e-1769-f277,Chaos - Thousand Sons.cat,unit,66f4-929e-1769-f277,66f4-929e-1769-f277:aetherstride-(psychic):d2ea-4457-7ac2-7173,Aetherstride (Psychic),"In your Movement phase, when this model is set up on the battlefield using the Deep Strike ability, it can perform an aetherstride. If it does:
- It can be set up anywhere on the battlefield more than 6"" horizontally away from all enemy units.
- Until the end of the turn, its Dark Blessing has the [Sustained Hits D3] ability.
- Until the end of the turn, it is not eligible to declare a charge."
Chaos - Thousand Sons,Daemon Prince of Tzeentch with wings,model,66f4-929e-1769-f277,Chaos - Thousand Sons.cat,unit,66f4-929e-1769-f277,66f4-929e-1769-f277:hunter-of-souls:fee5-696a-3638-597a,Hunter of Souls,"Each time this model makes an attack that targets a ^^**Character^^** unit, re-roll a Hit roll of 1 and re-roll a Wound roll of 1 (if that attack targets a ^^**Psyker Character^^** unit, you can re-roll the Hit roll and you can re-roll the Wound roll instead). Each time this model destroys a ^^**Character^^** unit, this model regains up to D3 lost wounds (if that ^^**Character^^** unit was a ^^**Psyker^^**, this model regains up to 3 lost wounds instead)."
Chaos - Thousand Sons,Daemon Prince of Tzeentch with wings,model,66f4-929e-1769-f277,Chaos - Thousand Sons.cat,unit,66f4-929e-1769-f277,66f4-929e-1769-f277:invulnerable-save:3676-7704-4d31-a302,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Thousand Sons,Defiler,model,f158-2979-c38b-65b5,Chaos - Thousand Sons.cat,unit,f158-2979-c38b-65b5,f158-2979-c38b-65b5:destroyer-of-futures:4a4f-35c6-b9ee-b9f0,Destroyer of Futures,"Each time you target this unit with the Fire Overwatch Stratagem, hits are scored on unmodified Hit rolls of 5+ when resolving that Stratagem. For each of those attacks that targets an enemy unit within 9"" of one or more ^^**Thousand Sons Psyker**^^ units from your army, a hit is scored on an unmodified Hit roll of 4+ instead."
Chaos - Thousand Sons,Defiler,model,f158-2979-c38b-65b5,Chaos - Thousand Sons.cat,unit,f158-2979-c38b-65b5,f158-2979-c38b-65b5:scuttling-walker:1502-d2e5-ce58-9017,Scuttling Walker,"Each time this unit makes a Normal, Advance or Fall Back move, it can move through models (excluding ^^**Titanic**^^ models) and terrain features. When doing so, it can move within Engagement Range of enemy models, but cannot end that move within Engagement Range of them, and any Desperate Escape test is automatically passed."
Chaos - Thousand Sons,Exalted Sorcerer,model,c3a6-8fab-45f0-2d45,Chaos - Thousand Sons.cat,unit,c3a6-8fab-45f0-2d45,c3a6-8fab-45f0-2d45:arcane-shield-(psychic):36f6-15a1-62fa-112b,Arcane Shield (Psychic),"While this model is leading a unit, models in that unit have a 4+ invulnerable save."
Chaos - Thousand Sons,Exalted Sorcerer,model,c3a6-8fab-45f0-2d45,Chaos - Thousand Sons.cat,unit,c3a6-8fab-45f0-2d45,c3a6-8fab-45f0-2d45:invulnerable-save:844a-2575-03a2-d626,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Thousand Sons,Exalted Sorcerer,model,c3a6-8fab-45f0-2d45,Chaos - Thousand Sons.cat,unit,c3a6-8fab-45f0-2d45,c3a6-8fab-45f0-2d45:leader:da97-ede2-a5bc-461d,Leader,This model can be attached to the following unit: ^^**Rubric Marines^^**
Chaos - Thousand Sons,Exalted Sorcerer,model,c3a6-8fab-45f0-2d45,Chaos - Thousand Sons.cat,unit,c3a6-8fab-45f0-2d45,c3a6-8fab-45f0-2d45:rebind-rubricae-(psychic):c0cb-da23-5ff0-80d5,Rebind Rubricae (Psychic),"In your Command phase, if this model is leading a unit, you can roll one D6: on a 1, that unit suffers D3 mortal wounds; on a 2-5, you can return 1 destroyed Bodyguard model to that unit; on a 6, you can return up to 2 destroyed Bodyguard models to that unit."
Chaos - Thousand Sons,Exalted Sorcerer on Disc of Tzeentch,model,1724-8c9c-c385-16c6,Chaos - Thousand Sons.cat,unit,1724-8c9c-c385-16c6,1724-8c9c-c385-16c6:arcane-shield-(psychic):b7bd-2ab0-8ca3-2791,Arcane Shield (Psychic),"While this model is leading a unit, that unit can only be selected as the target of a ranged attack if the attacking model is within 18""."
Chaos - Thousand Sons,Exalted Sorcerer on Disc of Tzeentch,model,1724-8c9c-c385-16c6,Chaos - Thousand Sons.cat,unit,1724-8c9c-c385-16c6,1724-8c9c-c385-16c6:binding-tendrils-(psychic):f261-3205-ade9-f73f,Binding Tendrils (Psychic),"In your Shooting phase, after this model has shot, select one enemy ^^**Infantry^^** unit hit by one or more of those attacks made with Arcane Fire. Until the start of your next turn, that unit is ensnared. While a unit is ensnared, subtract 2"" from its Move characteristic and subtract 2 from Charge rolls made for it."
Chaos - Thousand Sons,Exalted Sorcerer on Disc of Tzeentch,model,1724-8c9c-c385-16c6,Chaos - Thousand Sons.cat,unit,1724-8c9c-c385-16c6,1724-8c9c-c385-16c6:invulnerable-save:88e4-458d-43c0-706e,Invulnerable Save,This model has a 4+ invulnerable save.
Chaos - Thousand Sons,Exalted Sorcerer on Disc of Tzeentch,model,1724-8c9c-c385-16c6,Chaos - Thousand Sons.cat,unit,1724-8c9c-c385-16c6,1724-8c9c-c385-16c6:leader:7343-a940-ca1d-83f4,Leader,"This model can be attached to the following unit: ^^**Rubric Marines, Tzaangor Enlightened^^**"
Chaos - Thousand Sons,Flamers,unit,694f-a205-b260-783c,Chaos - Thousand Sons.cat,unit,694f-a205-b260-783c,694f-a205-b260-783c:bounding-leaps:9efd-122e-423a-7896,Bounding Leaps,This unit is eligible to shoot in a turn in which it Fell Back.
Chaos - Thousand Sons,Flamers,unit,694f-a205-b260-783c,Chaos - Thousand Sons.cat,unit,694f-a205-b260-783c,694f-a205-b260-783c:invulnerable-save:4872-18b9-de81-9e61,Invulnerable Save,Models in this unit have a 4+ invulnerable save.
Chaos - Thousand Sons,Forgefiend,model,d2f1-7a0b-f7cd-9b46,Chaos - Thousand Sons.cat,unit,d2f1-7a0b-f7cd-9b46,d2f1-7a0b-f7cd-9b46:blazing-salvos:8239-ce8a-d631-2641,Blazing Salvos,"In your Shooting phase, after this model has shot, select one enemy unit that was hit by one or more of those attacks. Until the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the hit roll."
Chaos - Thousand Sons,Forgefiend,model,d2f1-7a0b-f7cd-9b46,Chaos - Thousand Sons.cat,unit,d2f1-7a0b-f7cd-9b46,d2f1-7a0b-f7cd-9b46:invulnerable-save:df0a-ed64-f879-f43c,Invulnerable Save,This model has a 5+ invulnerable save.
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,unit,5b9d-e3c1-3d55-8276,5b9d-e3c1-3d55-8276:devoted-to-destruction:d704-4523-7eed-b79c,Devoted to Destruction,"If this model is equipped with 2 melee weapons in addition to its close combat weapon, add 2 to the Attacks characteristic of those two weapons."
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,unit,5b9d-e3c1-3d55-8276,5b9d-e3c1-3d55-8276:invulnerable-save:ca1f-7520-909f-d024,Invulnerable Save,This model has a 5+ invulnerable save.
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,unit,5b9d-e3c1-3d55-8276,5b9d-e3c1-3d55-8276:terrifying-assault:a1c6-3496-6fe0-35b0,Terrifying Assault,"In your Shooting phase and the Fight phase, after this model has shot, select one enemy unit hit by one or more of those attacks. That unit must take a Battle-shock test, subtracting 1 if that unit is within 9"" of one or more ^^**Thousand Sons Psyker^^** units from your army."
Chaos - Thousand Sons,Heldrake,model,637a-d542-35aa-e95c,Chaos - Thousand Sons.cat,unit,637a-d542-35aa-e95c,637a-d542-35aa-e95c:flame-wreathed:9220-7fa3-aa90-ce25,Flame-wreathed,"Each time this model ends a Normal move, select one enemy unit it moved over during that move. Until the end of the turn, models in that unit cannot have the Benefit of Cover."
Chaos - Thousand Sons,Heldrake,model,637a-d542-35aa-e95c,Chaos - Thousand Sons.cat,unit,637a-d542-35aa-e95c,637a-d542-35aa-e95c:invulnerable-save:681c-50a4-6ef7-3fd2,Invulnerable Save,This model has a 5+ invulnerable save.
