unit_id,faction,unit_name,selection_type,models_min,models_max,footprint_status,base_type,base_shape,base_width_mm,base_depth_mm,guide_faction,guide_unit_name,guide_model_name,source,source_url,source_updated,match_method,match_confidence,review_reason
bc88-0833-743e-0146,Chaos - Death Guard,Defiler,model,1,1,matched,round,round,160,160,DEATH GUARD,Defiler,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
e390-b58b-db9-816,Chaos - Emperor's Children,Lucius the Eternal,model,1,1,matched,round,round,50,50,EMPEROR’S CHILDREN,Lucius the Eternal,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
1e0a-cf2b-6602-2a34,Chaos - Emperor's Children,Fulgrim,model,1,1,matched,round,round,130,130,EMPEROR’S CHILDREN,Fulgrim,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
7b4c-dfe0-6a0a-304a,Chaos - Emperor's Children,Lord Exultant,model,1,1,matched,round,round,40,40,EMPEROR’S CHILDREN,Lord Exultant,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
ee50-955a-0a81-41f1,Chaos - Emperor's Children,Lord Kakophonist,model,1,1,matched,round,round,40,40,EMPEROR’S CHILDREN,Lord Kakophonist,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
2cd1-13f5-d59d-cc7f,Chaos - Emperor's Children,Sorcerer,model,1,1,matched,round,round,40,40,EMPEROR’S CHILDREN,Sorcerer,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
ad59-b823-900d-ee2d,Chaos - Emperor's Children,Daemon Prince of Slaanesh,model,1,1,matched,round,round,60,60,EMPEROR’S CHILDREN,Daemon Prince of Slaanesh,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
e452-08be-33e6-3864,Chaos - Emperor's Children,Daemon Prince of Slaanesh with Wings,model,1,1,matched,round,round,60,60,EMPEROR’S CHILDREN,Daemon Prince of Slaanesh with Wings,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
4494-dd7d-69f7-306c,Chaos - Emperor's Children,Tormentors,unit,5,10,matched,round,round,32,32,EMPEROR’S CHILDREN,Tormentors,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
e456-0afc-9b42-226c,Chaos - Emperor's Children,Infractors,unit,1,1,matched,round,round,32,32,EMPEROR’S CHILDREN,Infractors,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
183e-f3bb-3ce6-7b55,Chaos - Emperor's Children,Flawless Blades,unit,3,6,matched,round,round,40,40,EMPEROR’S CHILDREN,Flawless Blades,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
5926-4deb-a85d-c73a,Chaos - Emperor's Children,Chaos Terminators,unit,5,5,matched,round,round,40,40,EMPEROR’S CHILDREN,Chaos Terminators,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
896c-5816-3abd-5199,Chaos - Emperor's Children,Chaos Spawn,unit,2,2,matched,round,round,50,50,EMPEROR’S CHILDREN,Chaos Spawn,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
f10c-5f3e-c09d-0b12,Chaos - Emperor's Children,Chaos Land Raider,model,1,1,matched,hull,hull,,,EMPEROR’S CHILDREN,Chaos Land Raider,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
5817-0d6c-973c-68f8,Chaos - Emperor's Children,Noise Marines,unit,6,6,matched,round,round,40,40,EMPEROR’S CHILDREN,Noise Marines,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
3750-df25-165d-d003,Chaos - Emperor's Children,Heldrake,model,1,1,matched,oval,oval,120,92,EMPEROR’S CHILDREN,Heldrake,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
656c-8b78-8e59-0591,Chaos - Emperor's Children,Maulerfiend,model,1,1,matched,oval,oval,120,92,EMPEROR’S CHILDREN,Maulerfiend,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
8ae1-aa47-e1d1-1b31,Chaos - Emperor's Children,Chaos Rhino,model,1,1,matched,hull,hull,,,EMPEROR’S CHILDREN,Chaos Rhino,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
20df-143c-fc59-77e0,Chaos - Emperor's Children,Shalaxi Helbane,model,1,1,review,round,round,100,100,CHAOS DAEMONS; DAEMONS,Shalaxi Helbane,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
7b2b-4508-263d-f20f,Chaos - Emperor's Children,Keeper of Secrets,model,1,1,review,round,round,100,100,CHAOS DAEMONS; DAEMONS,Keeper of Secrets,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
06f6-b870-4e43-4ed9,Chaos - Emperor's Children,Daemonettes,unit,10,10,review,round,round,25,25,CHAOS DAEMONS; DAEMONS,Daemonettes,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
c2ca-f754-cc05-0743,Chaos - Emperor's Children,Fiends,unit,3,6,review,oval,oval,75,42,CHAOS DAEMONS; DAEMONS,Fiends,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
c9df-2c38-25e5-ffc7,Chaos - Emperor's Children,Seekers,unit,5,10,review,oval,oval,60,35.5,CHAOS DAEMONS; DAEMONS,Seekers,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
eeac-c9b8-3904-11a5,Chaos - Emperor's Children,Excruciator [Crucible],model,1,1,unmatched,,,,,,,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,none,0.00,No official base-size guide row matched this imported unit name.
cc4d-41d6-dfea-414f,Chaos - Emperor's Children,Champion of Excess [Crucible],model,1,1,unmatched,,,,,,,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,none,0.00,No official base-size guide row matched this imported unit name.
2334-eccf-6ea5-562e,Chaos - Emperor's Children,Flawless Champion [Crucible],model,1,1,unmatched,,,,,,,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,none,0.00,No official base-size guide row matched this imported unit name.
b541-3292-a5cc-dbeb,Chaos - Emperor's Children,Defiler,model,1,1,review,round,round,160,160,CHAOS SPACE MARINES; DEATH GUARD; THOUSAND SONS; WORLD EATERS,Defiler,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
3bfa-bf00-b5ed-cc81,Chaos - Thousand Sons,Ahriman,model,1,1,matched,round,round,40,40,THOUSAND SONS,Ahriman,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
dfde-eaff-e63e-3aae,Chaos - Thousand Sons,Chaos Land Raider,model,1,1,matched,hull,hull,,,THOUSAND SONS,Chaos Land Raider,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
a619-beee-4bde-d049,Chaos - Thousand Sons,Chaos Predator Annihilator,model,1,1,matched,hull,hull,,,THOUSAND SONS,Chaos Predator Annihilator,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
4819-dbbe-8547-4e23,Chaos - Thousand Sons,Chaos Predator Destructor,model,1,1,matched,hull,hull,,,THOUSAND SONS,Chaos Predator Destructor,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
8d9b-b949-2557-dcc4,Chaos - Thousand Sons,Chaos Rhino,model,1,1,matched,hull,hull,,,THOUSAND SONS,Chaos Rhino,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
60de-4c77-95e1-1337,Chaos - Thousand Sons,Chaos Spawn,unit,2,2,matched,round,round,50,50,THOUSAND SONS,Chaos Spawn,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
3413-b8fd-e22c-da4f,Chaos - Thousand Sons,Chaos Vindicator,model,1,1,matched,hull,hull,,,THOUSAND SONS,Chaos Vindicator,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
c3a6-8fab-45f0-2d45,Chaos - Thousand Sons,Exalted Sorcerer,model,1,1,matched,round,round,32,32,THOUSAND SONS,Exalted Sorcerer,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
1724-8c9c-c385-16c6,Chaos - Thousand Sons,Exalted Sorcerer on Disc of Tzeentch,model,1,1,matched,round,round,40,40,THOUSAND SONS,Exalted Sorcerer on Disc of Tzeentch,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
d2f1-7a0b-f7cd-9b46,Chaos - Thousand Sons,Forgefiend,model,1,1,matched,oval,oval,120,92,THOUSAND SONS,Forgefiend,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
5b9d-e3c1-3d55-8276,Chaos - Thousand Sons,Helbrute,model,1,1,matched,round,round,60,60,THOUSAND SONS,Helbrute,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
637a-d542-35aa-e95c,Chaos - Thousand Sons,Heldrake,model,1,1,matched,oval,oval,120,92,THOUSAND SONS,Heldrake,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
1693-5e00-da69-57bb,Chaos - Thousand Sons,Infernal Master,model,1,1,matched,round,round,40,40,THOUSAND SONS,Infernal Master,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
91dc-9aad-0505-52a8,Chaos - Thousand Sons,Magnus the Red,model,1,1,matched,round,round,100,100,THOUSAND SONS,Magnus the Red,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
f2aa-19fd-335a-09b3,Chaos - Thousand Sons,Maulerfiend,model,1,1,matched,oval,oval,120,92,THOUSAND SONS,Maulerfiend,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
094c-c618-92c1-b394,Chaos - Thousand Sons,Mutalith Vortex Beast,model,1,1,matched,oval,oval,120,92,THOUSAND SONS,Mutalith Vortex Beast,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
5d3d-e13b-8b76-dad3,Chaos - Thousand Sons,Rubric Marines,unit,5,10,matched,round,round,32,32,THOUSAND SONS,Rubric Marines,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
b1cf-c5-5121-92a4,Chaos - Thousand Sons,Scarab Occult Terminators,unit,5,10,matched,round,round,40,40,THOUSAND SONS,Scarab Occult Terminators,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
af1e-9a3d-785c-47f8,Chaos - Thousand Sons,Sorcerer,model,1,1,matched,round,round,32,32,THOUSAND SONS,Sorcerer,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
c6d1-e73b-9d26-5d8b,Chaos - Thousand Sons,Sorcerer in Terminator Armour,model,1,1,matched,round,round,40,40,THOUSAND SONS,Sorcerer in Terminator Armour,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
eccd-e442-607b-3fd0,Chaos - Thousand Sons,Daemon Prince of Tzeentch,model,1,1,matched,round,round,60,60,THOUSAND SONS,Daemon Prince of Tzeentch,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
66f4-929e-1769-f277,Chaos - Thousand Sons,Daemon Prince of Tzeentch with wings,model,1,1,matched,round,round,60,60,THOUSAND SONS,Daemon Prince of Tzeentch with Wings,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
1703-3edd-5eb3-fcef,Chaos - Thousand Sons,Tzaangor Enlightened,unit,3,6,matched,round,round,40,40,THOUSAND SONS,Tzaangor Enlightened,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
c251-bd54-441-4799,Chaos - Thousand Sons,Tzaangor Shaman,model,1,1,matched,round,round,40,40,THOUSAND SONS,Tzaangor Shaman,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
f5b9-50c8-5c60-d8ea,Chaos - Thousand Sons,Tzaangors,unit,10,20,matched,round,round,32,32,THOUSAND SONS,Tzaangors,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
c4ab-b52d-3ac0-5d56,Chaos - Thousand Sons,Hellblade [Legends],model,1,1,unmatched,,,,,,,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,none,0.00,No official base-size guide row matched this imported unit name.
3a8-a34f-76aa-b56a,Chaos - Thousand Sons,Hell Talon [Legends],model,1,1,unmatched,,,,,,,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,none,0.00,No official base-size guide row matched this imported unit name.
ef19-b2dd-72ae-4f96,Chaos - Thousand Sons,Sorcerer on Disc of Tzeentch [Legends],model,1,1,override,round,round,40,40,THOUSAND SONS,Exalted Sorcerer on Disc of Tzeentch,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,manual_override,1.00,"Accepted footprint suggestion rank 1, score 0.94: name similarity 0.88; token overlap 0.83; faction compatible"
dc89-ef5-e91d-b155,Chaos - Thousand Sons,Chaos Lord on Disc of Tzeentch [Legends],model,1,1,unmatched,,,,,,,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,none,0.00,No official base-size guide row matched this imported unit name.
fe4b-b3a4-69b7-3088,Chaos - Thousand Sons,Sekhetar Robots,unit,2,4,matched,round,round,40,40,THOUSAND SONS,Sekhetar Robots,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
8b9f-917f-37c1-99c3,Chaos - Thousand Sons,Tzaangor Enlightened with Fatecaster greatbows,unit,3,6,matched,round,round,40,40,THOUSAND SONS,Tzaangor Enlightened with Fatecaster Greatbows,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name_faction,1.00,
8f70-9bec-9b83-216b,Chaos - Thousand Sons,Kairos Fateweaver,model,1,1,review,round,round,100,100,CHAOS DAEMONS; DAEMONS,Kairos Fateweaver,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
c964-c75a-2a9d-e451,Chaos - Thousand Sons,Lord of Change,model,1,1,review,round,round,100,100,CHAOS DAEMONS; DAEMONS,Lord of Change,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
694f-a205-b260-783c,Chaos - Thousand Sons,Flamers,unit,3,6,review,round,round,32,32,CHAOS DAEMONS; DAEMONS,Flamers,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
7cbe-2406-8e67-aff5,Chaos - Thousand Sons,Screamers,unit,3,6,review,small_flying_base,flying,,,CHAOS DAEMONS; DAEMONS,Screamers,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
4c73-cbd1-f052-80c3,Chaos - Thousand Sons,Pink Horrors,unit,10,10,review,round,round,32,32,CHAOS DAEMONS; DAEMONS,Pink Horrors,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
aec5-4419-39e7-3e63,Chaos - Thousand Sons,Blue Horrors,unit,10,10,review,round,round,25,25,CHAOS DAEMONS; DAEMONS,Blue Horrors,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,exact_name,0.45,Multiple official base rows matched; largest numeric base was selected for blob sizing.; Matched by unit name only; faction did not match the official guide heading.
dd17-8cb8-ed8c-f6c8,Chaos - Thousand Sons,Chaos Spawn (Flesh Change),unit,1,1,unmatched,,,,,,,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,none,0.00,No official base-size guide row matched this imported unit name.
8e43-1b14-4d87-7d17,Chaos - Thousand Sons,Magister [Crucible],model,1,1,unmatched,,,,,,,,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026,none,0.00,No official base-size guide row matched this imported unit name.
