faction,unit_name,selection_type,unit_id,source_file,unit_points,models_min,models_max,weapon_id,weapon_name,weapon_type,range_inches,attacks,skill,strength,ap,damage,attacks_average,strength_average,damage_average,attacks_parse_status,strength_parse_status,damage_parse_status,raw_damage_throughput,keywords,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds
Chaos - Chaos Space Marines,Vashtorr the Arkifane,model,dcc0-b70c-9779-e6c9,Chaos - Chaos Space Marines.cat,175,1,1,dcc0-b70c-9779-e6c9:melee:➤-vashtorr's-hammer---sweep,➤ Vashtorr's hammer - sweep,melee,,12,2+,8,-1,2,12.00,8.00,2.00,ok,ok,ok,24.00,"Anti-VEHICLE 4+, Devastating Wounds",,,,,,,
Chaos - Chaos Space Marines,Venomcrawler,model,3e98-7689-8bf0-96e0,Chaos - Chaos Space Marines.cat,110,1,1,3e98-7689-8bf0-96e0:ranged:excruciator-cannon,Excruciator cannon,ranged,36,6,3+,6,-1,2,6.00,6.00,2.00,ok,ok,ok,12.00,-,,,,,,,
Chaos - Chaos Space Marines,Venomcrawler,model,3e98-7689-8bf0-96e0,Chaos - Chaos Space Marines.cat,110,1,1,3e98-7689-8bf0-96e0:melee:soulflayer-tendrils-and-claws,Soulflayer tendrils and claws,melee,,6,3+,6,-1,2,6.00,6.00,2.00,ok,ok,ok,12.00,-,,,,,,,
Chaos - Chaos Space Marines,Warp Talons,unit,9f33-ff4a-d948-4636,Chaos - Chaos Space Marines.cat,125,6,11,9f33-ff4a-d948-4636:melee:warp-claws,Warp claws,melee,,4,3+,5,-2,1,4.00,5.00,1.00,ok,ok,ok,4.00,Twin-linked,,,,,,,
Chaos - Chaos Space Marines,Warpsmith,model,440-a22a-eac1-b107,Chaos - Chaos Space Marines.cat,70,1,1,440-a22a-eac1-b107:ranged:flamer-tendril,Flamer tendril,ranged,12,D6,N/A,3,0,1,3.50,3.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Pistol, Torrent",,,,,,,
Chaos - Chaos Space Marines,Warpsmith,model,440-a22a-eac1-b107,Chaos - Chaos Space Marines.cat,70,1,1,440-a22a-eac1-b107:melee:forge-weapon,Forge weapon,melee,,4,3+,6,-2,2,4.00,6.00,2.00,ok,ok,ok,8.00,Anti-VEHICLE 4+,,,,,,,
Chaos - Chaos Space Marines,Warpsmith,model,440-a22a-eac1-b107,Chaos - Chaos Space Marines.cat,70,1,1,440-a22a-eac1-b107:ranged:melta-tendril,Melta tendril,ranged,6,1,2+,8,-4,D3,1.00,8.00,2.00,ok,ok,ok,2.00,"Melta 1, Pistol",,,,,,,
Chaos - Chaos Space Marines,Warpsmith,model,440-a22a-eac1-b107,Chaos - Chaos Space Marines.cat,70,1,1,440-a22a-eac1-b107:ranged:➤-plasma-pistol---standard,➤ Plasma pistol - standard,ranged,12,1,2+,7,-2,1,1.00,7.00,1.00,ok,ok,ok,1.00,Pistol,,,,,,,
Chaos - Chaos Space Marines,Warpsmith,model,440-a22a-eac1-b107,Chaos - Chaos Space Marines.cat,70,1,1,440-a22a-eac1-b107:ranged:➤-plasma-pistol---supercharge,➤ Plasma pistol - supercharge,ranged,12,1,2+,8,-3,2,1.00,8.00,2.00,ok,ok,ok,2.00,"Hazardous, Pistol",,,,,,,
Chaos - Daemons Library,Aetaos'rau'keres [Legends],model,a44f-b07c-5a50-ff95,Chaos - Chaos Daemons Library.cat,315,1,1,a44f-b07c-5a50-ff95:melee:staff-of-cataclysm,Staff of cataclysm,melee,,6,3+,8,-2,3,6.00,8.00,3.00,ok,ok,ok,18.00,Psychic,,,,,,,
Chaos - Daemons Library,Aetaos'rau'keres [Legends],model,a44f-b07c-5a50-ff95,Chaos - Chaos Daemons Library.cat,315,1,1,a44f-b07c-5a50-ff95:melee:warpfire-talons,Warpfire talons,melee,,12,3+,4,-1,1,12.00,4.00,1.00,ok,ok,ok,12.00,Psychic,,,,,,,
Chaos - Daemons Library,Aetaos'rau'keres [Legends],model,a44f-b07c-5a50-ff95,Chaos - Chaos Daemons Library.cat,315,1,1,a44f-b07c-5a50-ff95:ranged:➤-bolt-of-tzeentch---focused-witchfire,➤ Bolt of Tzeentch - focused witchfire,ranged,24,9,2+,10,-2,D3,9.00,10.00,2.00,ok,ok,ok,18.00,Psychic,,,,,,,
Chaos - Daemons Library,Aetaos'rau'keres [Legends],model,a44f-b07c-5a50-ff95,Chaos - Chaos Daemons Library.cat,315,1,1,a44f-b07c-5a50-ff95:ranged:➤-bolt-of-tzeentch---witchfire,➤ Bolt of Tzeentch - witchfire,ranged,24,9,2+,10,-1,1,9.00,10.00,1.00,ok,ok,ok,9.00,Psychic,,,,,,,
Chaos - Daemons Library,An'ggrath the Unbound [Legends],model,5714-846a-d343-d1b4,Chaos - Chaos Daemons Library.cat,415,1,1,5714-846a-d343-d1b4:ranged:bloodlash,Bloodlash,ranged,12,9,2+,8,0,2,9.00,8.00,2.00,ok,ok,ok,18.00,-,,,,,,,
Chaos - Daemons Library,An'ggrath the Unbound [Legends],model,5714-846a-d343-d1b4,Chaos - Chaos Daemons Library.cat,415,1,1,5714-846a-d343-d1b4:melee:➤-axe-of-khorne---strike,➤ Axe of Khorne - strike,melee,,8,2+,16,-4,D6+2,8.00,16.00,5.50,ok,ok,ok,44.00,-,,,,,,,
Chaos - Daemons Library,An'ggrath the Unbound [Legends],model,5714-846a-d343-d1b4,Chaos - Chaos Daemons Library.cat,415,1,1,5714-846a-d343-d1b4:melee:➤-axe-of-khorne---sweep,➤ Axe of Khorne - sweep,melee,,16,2+,10,-2,2,16.00,10.00,2.00,ok,ok,ok,32.00,-,,,,,,,
Chaos - Daemons Library,Be'lakor,model,2c37-2898-8350-ef45,Chaos - Chaos Daemons Library.cat,375,1,1,2c37-2898-8350-ef45:ranged:➤-betraying-shades---focused-witchfire,➤ Betraying Shades - focused witchfire,ranged,18,12,2+,6,-3,1,12.00,6.00,1.00,ok,ok,ok,12.00,"Devastating Wounds, Hazardous, Ignores Cover, Psychic",,,,,,,
Chaos - Daemons Library,Be'lakor,model,2c37-2898-8350-ef45,Chaos - Chaos Daemons Library.cat,375,1,1,2c37-2898-8350-ef45:ranged:➤-betraying-shades---witchfire,➤ Betraying Shades - witchfire,ranged,18,9,2+,5,-2,1,9.00,5.00,1.00,ok,ok,ok,9.00,"Devastating Wounds, Ignores Cover, Psychic",,,,,,,
Chaos - Daemons Library,Be'lakor,model,2c37-2898-8350-ef45,Chaos - Chaos Daemons Library.cat,375,1,1,2c37-2898-8350-ef45:melee:➤-the-blade-of-shadows---strike,➤ The Blade of Shadows - strike,melee,,7,2+,14,-4,D6+1,7.00,14.00,4.50,ok,ok,ok,31.50,Devastating Wounds,,,,,,,
Chaos - Daemons Library,Be'lakor,model,2c37-2898-8350-ef45,Chaos - Chaos Daemons Library.cat,375,1,1,2c37-2898-8350-ef45:melee:➤-the-blade-of-shadows---sweep,➤ The Blade of Shadows - sweep,melee,,14,2+,8,-3,1,14.00,8.00,1.00,ok,ok,ok,14.00,Sustained Hits 1,,,,,,,
Chaos - Daemons Library,Beasts of Nurgle,unit,2de0-5897-f724-a592,Chaos - Chaos Daemons Library.cat,65,1,2,2de0-5897-f724-a592:melee:putrid-appendages,Putrid appendages,melee,,6,4+,6,-1,2,6.00,6.00,2.00,ok,ok,ok,12.00,Devastating Wounds,,,,,,,
Chaos - Daemons Library,Bloodcrushers,unit,2f31-9132-b703-5fd8,Chaos - Chaos Daemons Library.cat,110,3,6,2f31-9132-b703-5fd8:melee:hellblade,Hellblade,melee,,2,3+,5,-2,2,2.00,5.00,2.00,ok,ok,ok,4.00,-,,,,,,,
Chaos - Daemons Library,Bloodcrushers,unit,2f31-9132-b703-5fd8,Chaos - Chaos Daemons Library.cat,110,3,6,2f31-9132-b703-5fd8:melee:juggernaut's-bladed-horn,Juggernaut's bladed horn,melee,,4,4+,6,-1,1,4.00,6.00,1.00,ok,ok,ok,4.00,"Extra Attacks, Lance",,,,,,,
Chaos - Daemons Library,Bloodletters,unit,4ecc-6aa5-da28-2c57,Chaos - Chaos Daemons Library.cat,110,10,10,4ecc-6aa5-da28-2c57:melee:hellblade,Hellblade,melee,,2,3+,5,-2,2,2.00,5.00,2.00,ok,ok,ok,4.00,-,,,,,,,
Chaos - Daemons Library,Bloodmaster,model,ccae-b5f1-8787-4c7d,Chaos - Chaos Daemons Library.cat,65,1,1,ccae-b5f1-8787-4c7d:melee:blade-of-blood,Blade of blood,melee,,5,2+,6,-2,3,5.00,6.00,3.00,ok,ok,ok,15.00,-,,,,,,,
Chaos - Daemons Library,Bloodthirster,model,a018-ca33-afd0-be83,Chaos - Chaos Daemons Library.cat,305,1,1,a018-ca33-afd0-be83:ranged:bloodflail,Bloodflail,ranged,12,1,2+,16,-3,D6+1,1.00,16.00,4.50,ok,ok,ok,4.50,Devastating Wounds,,,,,,,
Chaos - Daemons Library,Bloodthirster,model,a018-ca33-afd0-be83,Chaos - Chaos Daemons Library.cat,305,1,1,a018-ca33-afd0-be83:ranged:hellfire-breath,Hellfire breath,ranged,12,D6,N/A,5,-1,1,3.50,5.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Torrent",,,,,,,
Chaos - Daemons Library,Bloodthirster,model,a018-ca33-afd0-be83,Chaos - Chaos Daemons Library.cat,305,1,1,a018-ca33-afd0-be83:ranged:lash-of-khorne,Lash of Khorne,ranged,12,6,2+,8,-1,2,6.00,8.00,2.00,ok,ok,ok,12.00,-,,,,,,,
Chaos - Daemons Library,Bloodthirster,model,a018-ca33-afd0-be83,Chaos - Chaos Daemons Library.cat,305,1,1,a018-ca33-afd0-be83:melee:➤-great-axe-of-khorne---strike,➤ Great axe of Khorne - strike,melee,,7,2+,16,-4,D6+2,7.00,16.00,5.50,ok,ok,ok,38.50,-,,,,,,,
Chaos - Daemons Library,Bloodthirster,model,a018-ca33-afd0-be83,Chaos - Chaos Daemons Library.cat,305,1,1,a018-ca33-afd0-be83:melee:➤-great-axe-of-khorne---sweep,➤ Great axe of Khorne - sweep,melee,,14,2+,10,-2,2,14.00,10.00,2.00,ok,ok,ok,28.00,-,,,,,,,
Chaos - Daemons Library,Blue Horrors,unit,b795-b936-ad61-e407,Chaos - Chaos Daemons Library.cat,125,10,10,b795-b936-ad61-e407:melee:blue-claws,Blue claws,melee,,1,5+,3,0,1,1.00,3.00,1.00,ok,ok,ok,1.00,-,,,,,,,
Chaos - Daemons Library,Blue Horrors,unit,b795-b936-ad61-e407,Chaos - Chaos Daemons Library.cat,125,10,10,b795-b936-ad61-e407:ranged:coruscating-blue-flames,Coruscating Blue flames,ranged,18,2,4+,3,-1,1,2.00,3.00,1.00,ok,ok,ok,2.00,"Pistol, Psychic",,,,,,,
Chaos - Daemons Library,Blue Horrors,unit,b795-b936-ad61-e407,Chaos - Chaos Daemons Library.cat,125,10,10,b795-b936-ad61-e407:ranged:coruscating-yellow-flames-(ref.-only),Coruscating Yellow flames (ref. only),ranged,18,2,5+,2,-1,1,2.00,2.00,1.00,ok,ok,ok,2.00,"Pistol, Psychic",,,,,,,
Chaos - Daemons Library,Blue Horrors,unit,b795-b936-ad61-e407,Chaos - Chaos Daemons Library.cat,125,10,10,b795-b936-ad61-e407:melee:yellow-claws-(ref.-only),Yellow claws (ref. only),melee,,2,5+,2,0,1,2.00,2.00,1.00,ok,ok,ok,2.00,-,,,,,,,
Chaos - Daemons Library,Burning Chariot,model,f6eb-b62f-5baf-d96d,Chaos - Chaos Daemons Library.cat,115,1,1,f6eb-b62f-5baf-d96d:melee:flamer-mouths,Flamer mouths,melee,,6,4+,5,0,1,6.00,5.00,1.00,ok,ok,ok,6.00,-,,,,,,,
Chaos - Daemons Library,Burning Chariot,model,f6eb-b62f-5baf-d96d,Chaos - Chaos Daemons Library.cat,115,1,1,f6eb-b62f-5baf-d96d:melee:screamer-bites,Screamer bites,melee,,6,3+,6,-2,2,6.00,6.00,2.00,ok,ok,ok,12.00,"Anti-MONSTER 4+, Anti-VEHICLE 4+, Extra Attacks",,,,,,,
Chaos - Daemons Library,Burning Chariot,model,f6eb-b62f-5baf-d96d,Chaos - Chaos Daemons Library.cat,115,1,1,f6eb-b62f-5baf-d96d:ranged:➤-fires-of-tzeentch---blue-fire,➤ Fires of Tzeentch - blue fire,ranged,18,3,3+,9,-3,3,3.00,9.00,3.00,ok,ok,ok,9.00,"Ignores Cover, Psychic",,,,,,,
Chaos - Daemons Library,Burning Chariot,model,f6eb-b62f-5baf-d96d,Chaos - Chaos Daemons Library.cat,115,1,1,f6eb-b62f-5baf-d96d:ranged:➤-fires-of-tzeentch---pink-fire,➤ Fires of Tzeentch - pink fire,ranged,12,2D6,N/A,5,-1,1,7.00,5.00,1.00,ok,ok,ok,7.00,"Ignores Cover, Psychic, Torrent",,,,,,,
Chaos - Daemons Library,Changecaster,model,8b7c-d709-90d4-298e,Chaos - Chaos Daemons Library.cat,60,1,1,8b7c-d709-90d4-298e:melee:herald-combat-weapon,Herald combat weapon,melee,,3,4+,4,-1,1,3.00,4.00,1.00,ok,ok,ok,3.00,Psychic,,,,,,,
Chaos - Daemons Library,Changecaster,model,8b7c-d709-90d4-298e,Chaos - Chaos Daemons Library.cat,60,1,1,8b7c-d709-90d4-298e:ranged:➤-arcane-fireball---focused-witchfire,➤ Arcane Fireball - focused witchfire,ranged,18,3,3+,6,-2,D3,3.00,6.00,2.00,ok,ok,ok,6.00,"Devastating Wounds, Hazardous, Psychic",,,,,,,
Chaos - Daemons Library,Changecaster,model,8b7c-d709-90d4-298e,Chaos - Chaos Daemons Library.cat,60,1,1,8b7c-d709-90d4-298e:ranged:➤-arcane-fireball---witchfire,➤ Arcane Fireball - witchfire,ranged,18,3,3+,5,-1,D3,3.00,5.00,2.00,ok,ok,ok,6.00,Psychic,,,,,,,
Chaos - Daemons Library,Contorted Epitome,model,36df-8f40-8a6b-7d4c,Chaos - Chaos Daemons Library.cat,100,1,1,36df-8f40-8a6b-7d4c:melee:coiled-tentacles,Coiled tentacles,melee,,D6,4+,5,-1,2,3.50,5.00,2.00,ok,ok,ok,7.00,Extra Attacks,,,,,,,
Chaos - Daemons Library,Contorted Epitome,model,36df-8f40-8a6b-7d4c,Chaos - Chaos Daemons Library.cat,100,1,1,36df-8f40-8a6b-7d4c:melee:ravaging-claws,Ravaging claws,melee,,8,2+,4,-1,1,8.00,4.00,1.00,ok,ok,ok,8.00,Devastating Wounds,,,,,,,
Chaos - Daemons Library,Daemon Prince of Chaos,model,497d-e065-f5a5-5e80,Chaos - Chaos Daemons Library.cat,190,1,1,497d-e065-f5a5-5e80:ranged:infernal-cannon,Infernal cannon,ranged,24,3,2+,5,-1,2,3.00,5.00,2.00,ok,ok,ok,6.00,-,,,,,,,
Chaos - Daemons Library,Daemon Prince of Chaos,model,497d-e065-f5a5-5e80,Chaos - Chaos Daemons Library.cat,190,1,1,497d-e065-f5a5-5e80:melee:➤-hellforged-weapons---strike,➤ Hellforged weapons - strike,melee,,6,2+,8,-2,3,6.00,8.00,3.00,ok,ok,ok,18.00,-,,,,,,,
Chaos - Daemons Library,Daemon Prince of Chaos,model,497d-e065-f5a5-5e80,Chaos - Chaos Daemons Library.cat,190,1,1,497d-e065-f5a5-5e80:melee:➤-hellforged-weapons---sweep,➤ Hellforged weapons - sweep,melee,,14,2+,6,0,1,14.00,6.00,1.00,ok,ok,ok,14.00,-,,,,,,,
Chaos - Daemons Library,Daemon Prince of Chaos with wings,model,5800-3978-370d-b573,Chaos - Chaos Daemons Library.cat,180,1,1,5800-3978-370d-b573:ranged:infernal-cannon,Infernal cannon,ranged,24,3,2+,5,-1,2,3.00,5.00,2.00,ok,ok,ok,6.00,-,,,,,,,
Chaos - Daemons Library,Daemon Prince of Chaos with wings,model,5800-3978-370d-b573,Chaos - Chaos Daemons Library.cat,180,1,1,5800-3978-370d-b573:melee:➤-hellforged-weapons---strike,➤ Hellforged weapons - strike,melee,,6,2+,8,-2,3,6.00,8.00,3.00,ok,ok,ok,18.00,-,,,,,,,
Chaos - Daemons Library,Daemon Prince of Chaos with wings,model,5800-3978-370d-b573,Chaos - Chaos Daemons Library.cat,180,1,1,5800-3978-370d-b573:melee:➤-hellforged-weapons---sweep,➤ Hellforged weapons - sweep,melee,,14,2+,6,0,1,14.00,6.00,1.00,ok,ok,ok,14.00,-,,,,,,,
Chaos - Daemons Library,Daemonettes,unit,41c2-d2e6-ae43-3beb,Chaos - Chaos Daemons Library.cat,100,10,10,41c2-d2e6-ae43-3beb:melee:slashing-claws,Slashing claws,melee,,3,3+,4,-1,1,3.00,4.00,1.00,ok,ok,ok,3.00,Devastating Wounds,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:acidic-maw,Acidic maw,melee,,2,4+,7,-4,3,2.00,7.00,3.00,ok,ok,ok,6.00,"Devastating Wounds, Extra Attacks",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:attendant's-hellblades,Attendant's hellblades,melee,,4,3+,5,-2,2,4.00,5.00,2.00,ok,ok,ok,8.00,Extra Attacks,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:blade-of-blood,Blade of blood,melee,,5,2+,6,-2,3,5.00,6.00,3.00,ok,ok,ok,15.00,-,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:bladed-axle,Bladed axle,melee,,6,3+,6,-1,2,6.00,6.00,2.00,ok,ok,ok,12.00,Extra Attacks,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:close-combat-weapon,Close combat weapon,melee,,3,4+,4,-1,1,3.00,4.00,1.00,ok,ok,ok,3.00,Psychic,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:ranged:death's-heads,Death's heads,ranged,12,D3,4+,4,0,1,2.00,4.00,1.00,ok,ok,ok,2.00,"Blast, Lethal Hits",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:diseased-claws-and-teeth,Diseased claws and teeth,melee,,3,4+,2,0,1,3.00,2.00,1.00,ok,ok,ok,3.00,Lethal Hits,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:ranged:disgusting-sneezes,Disgusting sneezes,ranged,6,D6,N/A,3,0,1,3.50,3.00,1.00,ok,ok,ok,3.50,"Pistol, Torrent",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:foul-balesword,Foul balesword,melee,,4,3+,5,-2,2,4.00,5.00,2.00,ok,ok,ok,8.00,Lethal Hits,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:foul-mouthparts,Foul mouthparts,melee,,2,4+,5,-1,2,2.00,5.00,2.00,ok,ok,ok,4.00,"Extra Attacks, Lethal Hits",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:ranged:infernal-cannon,Infernal cannon,ranged,24,3,3+,5,-2,2,3.00,5.00,2.00,ok,ok,ok,6.00,-,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:juggernaut's-bladed-horn,Juggernaut's bladed horn,melee,,4,4+,6,-1,1,4.00,6.00,1.00,ok,ok,ok,4.00,"Extra Attacks, Lance",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:ranged:lashes-of-torment,Lashes of torment,ranged,6,6,3+,4,0,1,6.00,4.00,1.00,ok,ok,ok,6.00,"Anti-Infantry 3+, Assault, Pistol",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:lashing-tongue,Lashing tongue,melee,,2,4+,4,0,1,2.00,4.00,1.00,ok,ok,ok,2.00,"Extra Attacks, Lethal Hits",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:ravaging-claws,Ravaging claws,melee,,6,2+,4,-1,1,6.00,4.00,1.00,ok,ok,ok,6.00,Devastating Wounds,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:screamer-bites,Screamer bites,melee,,6,4+,6,-2,2,6.00,6.00,2.00,ok,ok,ok,12.00,Extra Attacks,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:seeker-tongues,Seeker tongues,melee,,4,4+,4,0,1,4.00,4.00,1.00,ok,ok,ok,4.00,"Extra Attacks, Lethal Hits",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:tiny-balesword,Tiny balesword,melee,,3,4+,2,-2,2,3.00,2.00,2.00,ok,ok,ok,6.00,Lethal Hits,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:tiny-corrupted-staff,Tiny corrupted staff,melee,,3,4+,4,-1,D3,3.00,4.00,2.00,ok,ok,ok,6.00,Lethal Hits,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:ranged:➤-arcane-fireball---focused-witchfire,➤ Arcane Fireball - focused witchfire,ranged,18,3,3+,6,-2,D3,3.00,6.00,2.00,ok,ok,ok,6.00,"Devastating Wounds, Hazardous, Psychic",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:ranged:➤-arcane-fireball---witchfire,➤ Arcane Fireball - witchfire,ranged,18,3,3+,5,-1,D3,3.00,5.00,2.00,ok,ok,ok,6.00,Psychic,,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:➤-hellforged-weapons---strike,➤ Hellforged weapons - strike,melee,,6,2+,8,-2,3,6.00,8.00,3.00,ok,ok,ok,18.00,"Devastating Wounds, Psychic",,,,,,,
Chaos - Daemons Library,Daemonic Charioteer [Crucible],model,8597-d6dd-511e-80ae,Chaos - Chaos Daemons Library.cat,120,1,1,8597-d6dd-511e-80ae:melee:➤-hellforged-weapons---sweep,➤ Hellforged weapons - sweep,melee,,12,2+,6,-1,1,12.00,6.00,1.00,ok,ok,ok,12.00,"Devastating Wounds, Psychic",,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:melee:acidic-maw,Acidic maw,melee,,2,4+,7,-4,3,2.00,7.00,3.00,ok,ok,ok,6.00,"Devastating Wounds, Extra Attacks",,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:melee:attendant's-hellblades,Attendant's hellblades,melee,,4,3+,5,-2,2,4.00,5.00,2.00,ok,ok,ok,8.00,Extra Attacks,,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:melee:blade-of-blood,Blade of blood,melee,,5,2+,6,-2,3,5.00,6.00,3.00,ok,ok,ok,15.00,-,,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:melee:bladed-axle,Bladed axle,melee,,6,3+,6,-1,2,6.00,6.00,2.00,ok,ok,ok,12.00,Extra Attacks,,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:melee:close-combat-weapon,Close combat weapon,melee,,3,4+,4,-1,1,3.00,4.00,1.00,ok,ok,ok,3.00,Psychic,,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:ranged:death's-heads,Death's heads,ranged,12,D3,4+,4,0,1,2.00,4.00,1.00,ok,ok,ok,2.00,"Blast, Lethal Hits",,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:melee:diseased-claws-and-teeth,Diseased claws and teeth,melee,,3,4+,2,0,1,3.00,2.00,1.00,ok,ok,ok,3.00,Lethal Hits,,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:ranged:disgusting-sneezes,Disgusting sneezes,ranged,6,D6,N/A,3,0,1,3.50,3.00,1.00,ok,ok,ok,3.50,"Pistol, Torrent",,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:melee:foul-balesword,Foul balesword,melee,,4,3+,5,-2,2,4.00,5.00,2.00,ok,ok,ok,8.00,Lethal Hits,,,,,,,
Chaos - Daemons Library,Daemonic Herald [Crucible],model,3a39-0b56-25e0-eff8,Chaos - Chaos Daemons Library.cat,60,1,1,3a39-0b56-25e0-eff8:melee:foul-mouthparts,Foul mouthparts,melee,,2,4+,5,-1,2,2.00,5.00,2.00,ok,ok,ok,4.00,"Extra Attacks, Lethal Hits",,,,,,,
