unit_id,faction,unit_name,selection_type,models_min,models_max,suggestion_rank,suggestion_score,suggestion_reason,guide_faction,guide_unit_name,guide_model_name,base_size_text,base_type,base_shape,base_width_mm,base_depth_mm,source_page,source,source_url,source_updated
6add-621e-381e-4acf,Chaos - Chaos Space Marines,Chaos Deimos Predator [Legends],model,1,1,3,0.66,name similarity 0.61; token overlap 0.50; faction compatible,THOUSAND SONS,Chaos Predator Destructor,,Hull,hull,hull,,,50,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
478-9d24-e5c8-c6f7,Chaos - Chaos Space Marines,Cultist Mob with Firearms [Legends],unit,10,20,1,0.78,name similarity 0.71; token overlap 0.67; faction compatible,CHAOS SPACE MARINES,Cultist Mob,,25mm,round,round,25,25,28,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
478-9d24-e5c8-c6f7,Chaos - Chaos Space Marines,Cultist Mob with Firearms [Legends],unit,10,20,2,0.67,name similarity 0.70; token overlap 0.25; faction compatible,CHAOS SPACE MARINES,Cultist Firebrand,,32mm,round,round,32,32,28,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a998-9dce-fbab-8d32,Chaos - Chaos Space Marines,Masters of the Maelstrom,unit,5,5,1,0.62,name similarity 0.65; token overlap 0.20; faction compatible,CHAOS SPACE MARINES,Master of Possession,,40mm,round,round,40,40,28,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a998-9dce-fbab-8d32,Chaos - Chaos Space Marines,Masters of the Maelstrom,unit,5,5,2,0.58,name similarity 0.60; token overlap 0.20; faction compatible,CHAOS SPACE MARINES,Master of Executions,,40mm,round,round,40,40,28,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a998-9dce-fbab-8d32,Chaos - Chaos Space Marines,Masters of the Maelstrom,unit,5,5,3,0.58,name similarity 0.60; token overlap 0.20; faction compatible,WORLD EATERS,Master of Executions,,40mm,round,round,40,40,53,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b9a4-a9c4-5f8d-ed3a,Chaos - Chaos Space Marines,Exalted Champion [Crucible],model,1,1,1,0.65,name similarity 0.65; token overlap 0.33; faction compatible,WORLD EATERS,Exalted Eightbound,,40mm,round,round,40,40,53,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b9a4-a9c4-5f8d-ed3a,Chaos - Chaos Space Marines,Exalted Champion [Crucible],model,1,1,2,0.59,name similarity 0.56; token overlap 0.33; faction compatible,THOUSAND SONS,Exalted Sorcerer,,32mm,round,round,32,32,50,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
1d25-87a1-2d17-5d02,Chaos - Death Guard,Chaos Lord on Palanquin of Nurgle [Legends],model,1,1,1,0.60,name similarity 0.61; token overlap 0.25; faction compatible,DEATH GUARD,Daemon Prince of Nurgle,,60mm,round,round,60,60,31,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
474-6b31-df19-2b49,Chaos - Death Guard,Sorcerer on Palanquin of Nurgle [Legends],model,1,1,1,0.62,name similarity 0.63; token overlap 0.29; faction compatible,DEATH GUARD,Daemon Prince of Nurgle,,60mm,round,round,60,60,31,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
474-6b31-df19-2b49,Chaos - Death Guard,Sorcerer on Palanquin of Nurgle [Legends],model,1,1,2,0.57,name similarity 0.57; token overlap 0.25; faction compatible,DEATH GUARD,Daemon Prince of Nurgle with Wings,,60mm,round,round,60,60,31,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d037-162a-ac85-9c88,Chaos - Death Guard,Plague Sorcerer [Crucible],model,1,1,1,0.63,name similarity 0.62; token overlap 0.33; faction compatible,DEATH GUARD,Plague Surgeon,,40mm,round,round,40,40,31,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d037-162a-ac85-9c88,Chaos - Death Guard,Plague Sorcerer [Crucible],model,1,1,2,0.58,name similarity 0.55; token overlap 0.33; faction compatible,DEATH GUARD,Plague Marines,,32mm,round,round,32,32,31,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
89d8-7e90-be47-59b6,Chaos - Death Guard,Plague Lord [Crucible],model,1,1,1,0.64,name similarity 0.64; token overlap 0.33; faction compatible,DEATH GUARD,Plague Marines,,32mm,round,round,32,32,31,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
89d8-7e90-be47-59b6,Chaos - Death Guard,Plague Lord [Crucible],model,1,1,2,0.64,name similarity 0.64; token overlap 0.33; faction compatible,DEATH GUARD,Plague Surgeon,,40mm,round,round,40,40,31,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
2334-eccf-6ea5-562e,Chaos - Emperor's Children,Flawless Champion [Crucible],model,1,1,1,0.63,name similarity 0.62; token overlap 0.33; faction compatible,EMPEROR’S CHILDREN,Flawless Blades,,40mm,round,round,40,40,34,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
dc89-ef5-e91d-b155,Chaos - Thousand Sons,Chaos Lord on Disc of Tzeentch [Legends],model,1,1,1,0.75,name similarity 0.73; token overlap 0.50; faction compatible,THOUSAND SONS,Exalted Sorcerer on Disc of Tzeentch,,40mm,round,round,40,40,50,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
dc89-ef5-e91d-b155,Chaos - Thousand Sons,Chaos Lord on Disc of Tzeentch [Legends],model,1,1,2,0.63,name similarity 0.65; token overlap 0.25; faction compatible,THOUSAND SONS,Daemon Prince of Tzeentch,,60mm,round,round,60,60,50,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
dc89-ef5-e91d-b155,Chaos - Thousand Sons,Chaos Lord on Disc of Tzeentch [Legends],model,1,1,3,0.58,name similarity 0.59; token overlap 0.22; faction compatible,THOUSAND SONS,Daemon Prince of Tzeentch with Wings,,60mm,round,round,60,60,50,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
dd17-8cb8-ed8c-f6c8,Chaos - Thousand Sons,Chaos Spawn (Flesh Change),unit,1,1,1,0.68,name similarity 0.63; token overlap 0.50; faction compatible,THOUSAND SONS,Chaos Spawn,,50mm,round,round,50,50,50,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f75a-a5e6-f478-6f55,Chaos - Thousand Sons,Brayherd Shaman [Crucible],model,1,1,1,0.56,name similarity 0.53; token overlap 0.33; faction compatible,THOUSAND SONS,Tzaangor Shaman,,40mm,round,round,40,40,50,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
678c-b59c-f85d-0a43,Xenos - Genestealer Cults,Voice of the Patriarch [Crucible],model,1,1,1,0.66,name similarity 0.67; token overlap 0.33; faction compatible,GENESTEALER CULTS,Patriarch,,50mm,round,round,50,50,35,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
e15e-17fa-23ca-693e,Imperium - Adepta Sororitas,Battle Sanctum [Legends],model,1,1,1,0.65,name similarity 0.64; token overlap 0.33; faction compatible,ADEPTA SORORITAS,Battle Sisters Squad,,32mm,round,round,32,32,15,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6227-8c95-0e8a-81de,Imperium - Adepta Sororitas,Celestian Sacresant Aveline [Legends],model,1,1,1,0.75,name similarity 0.81; token overlap 0.25; faction compatible,ADEPTA SORORITAS,Celestian Sacresants,,32mm,round,round,32,32,15,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6227-8c95-0e8a-81de,Imperium - Adepta Sororitas,Celestian Sacresant Aveline [Legends],model,1,1,2,0.59,name similarity 0.60; token overlap 0.25; faction compatible,ADEPTA SORORITAS,Celestian Insidiants,,32mm,round,round,32,32,15,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
2d5d-40b5-4ac8-cedc,Imperium - Adeptus Mechanicus,Ironstrider Ballistarius (Twin cognis autocannon),model,1,1,1,0.61,name similarity 0.66; token overlap 0.17; faction compatible,ADEPTUS MECHANICUS,Ironstrider Ballistarii,,105x70mm Oval Base,oval,oval,105,70,17,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8fc1-9168-5137-2b5d,Imperium - Adeptus Mechanicus,Ironstrider Ballistarius (Twin cognis lascannon),model,1,1,1,0.62,name similarity 0.67; token overlap 0.17; faction compatible,ADEPTUS MECHANICUS,Ironstrider Ballistarii,,105x70mm Oval Base,oval,oval,105,70,17,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6b3e-11ad-7a9d-ca5d,Imperium - Adeptus Mechanicus,Ironstrider Alpha [Crucible],model,1,1,1,0.73,name similarity 0.75; token overlap 0.33; faction compatible,ADEPTUS MECHANICUS,Ironstrider Ballistarii,,105x70mm Oval Base,oval,oval,105,70,17,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4349-390e-e183-f0b,Imperium - Agents of the Imperium,Inquisitor Karamazov [Legends],model,1,1,1,0.70,name similarity 0.67; token overlap 0.50; faction compatible,IMPERIAL AGENTS,Inquisitor,,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4349-390e-e183-f0b,Imperium - Agents of the Imperium,Inquisitor Karamazov [Legends],model,1,1,2,0.69,name similarity 0.70; token overlap 0.33; faction compatible,IMPERIAL AGENTS,Inquisitor Coteaz,,40mm,round,round,40,40,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4349-390e-e183-f0b,Imperium - Agents of the Imperium,Inquisitor Karamazov [Legends],model,1,1,3,0.69,name similarity 0.70; token overlap 0.33; faction compatible,IMPERIAL AGENTS,Inquisitor Draxus,,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d4d2-5f39-6a24-60ab,Imperium - Agents of the Imperium,Inquisitor Eisenhorn [Legends],model,1,1,1,0.70,name similarity 0.67; token overlap 0.50; faction compatible,IMPERIAL AGENTS,Inquisitor,,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d4d2-5f39-6a24-60ab,Imperium - Agents of the Imperium,Inquisitor Eisenhorn [Legends],model,1,1,2,0.65,name similarity 0.65; token overlap 0.33; faction compatible,IMPERIAL AGENTS,Inquisitor Coteaz,,40mm,round,round,40,40,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d4d2-5f39-6a24-60ab,Imperium - Agents of the Imperium,Inquisitor Eisenhorn [Legends],model,1,1,3,0.65,name similarity 0.65; token overlap 0.33; faction compatible,IMPERIAL AGENTS,Inquisitor Draxus,,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
c29e-e398-9588-7f30,Imperium - Agents of the Imperium,Inquisitor in Terminator Armour [Legends],model,1,1,1,0.58,name similarity 0.60; token overlap 0.20; faction compatible,IMPERIAL AGENTS,Inquisitor Coteaz,,40mm,round,round,40,40,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
88af-6e47-7162-b1be,Imperium - Agents of the Imperium,Kill Team Cassius [Legends],unit,11,11,1,0.61,name similarity 0.55; token overlap 0.50; faction compatible,DEATHWATCH,Fortis Kill Team,,32mm,round,round,32,32,32,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
88af-6e47-7162-b1be,Imperium - Agents of the Imperium,Kill Team Cassius [Legends],unit,11,11,2,0.61,name similarity 0.55; token overlap 0.50; faction compatible,IMPERIAL AGENTS,Aquila Kill Team,Kill Team Sergeant and Deathwatch Veterans,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
88af-6e47-7162-b1be,Imperium - Agents of the Imperium,Kill Team Cassius [Legends],unit,11,11,3,0.61,name similarity 0.55; token overlap 0.50; faction compatible,IMPERIAL AGENTS,Aquila Kill Team,Gravis Veterans,40mm,round,round,40,40,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4681-2af4-acf9-2bce,Imperium - Agents of the Imperium,Proteus Kill Team [Legends],unit,10,20,2,0.81,name similarity 0.80; token overlap 0.50; faction compatible,DEATHWATCH,Spectrus Kill Team,Kill Team Infiltrators with bolt sniper rifles,40mm,round,round,40,40,32,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4681-2af4-acf9-2bce,Imperium - Agents of the Imperium,Proteus Kill Team [Legends],unit,10,20,3,0.80,name similarity 0.79; token overlap 0.50; faction compatible,DEATHWATCH,Fortis Kill Team,,32mm,round,round,32,32,32,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6315-d3e6-aa1c-69e4,Imperium - Agents of the Imperium,Inquisitor Ostromandeus [Legends],unit,2,2,1,0.73,name similarity 0.75; token overlap 0.33; faction compatible,IMPERIAL AGENTS,Inquisitor Draxus,,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6315-d3e6-aa1c-69e4,Imperium - Agents of the Imperium,Inquisitor Ostromandeus [Legends],unit,2,2,2,0.69,name similarity 0.70; token overlap 0.33; faction compatible,IMPERIAL AGENTS,Inquisitor Coteaz,,40mm,round,round,40,40,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6315-d3e6-aa1c-69e4,Imperium - Agents of the Imperium,Inquisitor Ostromandeus [Legends],unit,2,2,3,0.66,name similarity 0.61; token overlap 0.50; faction compatible,IMPERIAL AGENTS,Inquisitor,,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9a75-f3a2-bff5-9f08,Imperium - Agents of the Imperium,Deathwatch Agent [Crucible],model,1,1,1,0.72,name similarity 0.74; token overlap 0.33; faction compatible,DEATHWATCH,Deathwatch Veterans,,32mm,round,round,32,32,32,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9a75-f3a2-bff5-9f08,Imperium - Agents of the Imperium,Deathwatch Agent [Crucible],model,1,1,2,0.69,name similarity 0.70; token overlap 0.33; faction compatible,DEATHWATCH,Deathwatch Terminator Squad,,40mm,round,round,40,40,32,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9a75-f3a2-bff5-9f08,Imperium - Agents of the Imperium,Deathwatch Agent [Crucible],model,1,1,3,0.64,name similarity 0.67; token overlap 0.25; faction compatible,IMPERIAL AGENTS,Deathwatch Kill Team,,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
2a3f-b53b-6ea4-6da9,Imperium - Agents of the Imperium,Inquisitor Kroyle,model,1,1,1,0.76,name similarity 0.74; token overlap 0.50; faction compatible,IMPERIAL AGENTS,Inquisitor,,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
2a3f-b53b-6ea4-6da9,Imperium - Agents of the Imperium,Inquisitor Kroyle,model,1,1,2,0.74,name similarity 0.76; token overlap 0.33; faction compatible,IMPERIAL AGENTS,Inquisitor Coteaz,,40mm,round,round,40,40,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
2a3f-b53b-6ea4-6da9,Imperium - Agents of the Imperium,Inquisitor Kroyle,model,1,1,3,0.72,name similarity 0.74; token overlap 0.33; faction compatible,IMPERIAL AGENTS,Inquisitor Greyfax,,32mm,round,round,32,32,37,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
60c8-fd76-c98b-304a,Imperium - Astra Militarum - Library,Medusa Carriage Battery [Legends],model,1,1,1,0.56,name similarity 0.58; token overlap 0.20; faction compatible,ASTRA MILITARUM,Field Ordnance Battery,,100mm,round,round,100,100,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a93c-9d4b-8fd9-15b4,Imperium - Astra Militarum - Library,Stormblade [Legends],model,1,1,1,0.63,name similarity 0.74; token overlap 0.00; faction compatible,ASTRA MILITARUM,Stormlord,,Hull,hull,hull,,,22,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
731f-e022-6394-3690,Imperium - Astra Militarum - Library,Macharius Vanquisher [Legends],model,1,1,1,0.73,name similarity 0.78; token overlap 0.25; faction compatible,ASTRA MILITARUM,Leman Russ Vanquisher,,Hull,hull,hull,,,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
1502-bae3-93b4-c89a,Imperium - Astra Militarum - Library,Tarantula Battery [Legends],unit,1,3,1,0.57,name similarity 0.56; token overlap 0.25; faction compatible,ASTRA MILITARUM,Field Ordnance Battery,,100mm,round,round,100,100,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f8cc-73b7-6caa-f741,Imperium - Astra Militarum - Library,Valkyrie Sky Talon [Legends],model,1,1,1,0.62,name similarity 0.62; token overlap 0.33; faction compatible,ASTRA MILITARUM,Valkyrie,,120x92mm Oval Base,oval,oval,120,92,22,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8a25-2a0c-87d2-3ea6,Imperium - Astra Militarum - Library,Death Korps Grenadier Squad [Legends],unit,12,12,1,0.73,name similarity 0.73; token overlap 0.40; faction compatible,ASTRA MILITARUM,Death Korps of Krieg,,25mm,round,round,25,25,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8a25-2a0c-87d2-3ea6,Imperium - Astra Militarum - Library,Death Korps Grenadier Squad [Legends],unit,12,12,2,0.60,name similarity 0.61; token overlap 0.25; faction compatible,ASTRA MILITARUM,Death Riders,,60x35.5mm Oval Base,oval,oval,60,35.5,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
e184-bfe9-ea12-a5e3,Imperium - Astra Militarum - Library,Heavy Mortar Team [Legends],model,1,1,1,0.58,name similarity 0.58; token overlap 0.25; faction compatible,ASTRA MILITARUM,Artillery Team,,130mm,round,round,130,130,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d58c-e97f-5062-d9e1,Imperium - Astra Militarum - Library,Death Rider Commissar [Legends],model,1,1,1,0.69,name similarity 0.73; token overlap 0.25; faction compatible,ASTRA MILITARUM,Death Riders,,60x35.5mm Oval Base,oval,oval,60,35.5,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d58c-e97f-5062-d9e1,Imperium - Astra Militarum - Library,Death Rider Commissar [Legends],model,1,1,2,0.61,name similarity 0.60; token overlap 0.33; faction compatible,ASTRA MILITARUM,Commissar,,28.5mm,round,round,28.5,28.5,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
adbb-4624-738f-61ec,Imperium - Astra Militarum - Library,Manticore Platform [Legends],model,1,1,1,0.70,name similarity 0.67; token overlap 0.50; faction compatible,ASTRA MILITARUM,Manticore,,Hull,hull,hull,,,22,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
