faction,unit_name,selection_type,unit_id,source_file,points,models_min,models_max,total_weapons,ranged_weapons,ranged_weapons_with_range,ranged_weapons_missing_range,melee_weapons,coverage
Chaos - World Eaters,Maulerfiend,model,a619-8a52-be03-3bd5,Chaos - World Eaters.cat,150,1,1,3,1,1,0,2,both
Chaos - World Eaters,Skarbrand,model,71d9-9dc2-2b9a-6db3,Chaos - World Eaters.cat,305,1,1,3,1,1,0,2,both
Imperium - Adepta Sororitas,Canoness,model,c338-14f9-4ee-f223,Imperium - Adepta Sororitas.cat,60,1,1,9,6,6,0,3,both
Imperium - Adepta Sororitas,Canoness with Jump Pack,model,e80a-4a97-2c3b-710e,Imperium - Adepta Sororitas.cat,75,1,1,4,1,1,0,3,both
Imperium - Adepta Sororitas,Castigator,model,820-1e76-78cc-931a,Imperium - Adepta Sororitas.cat,160,1,1,6,5,5,0,1,both
Imperium - Adepta Sororitas,Celestian Insidiants,unit,e286-849d-8f74-75e6,Imperium - Adepta Sororitas.cat,120,10,10,6,3,3,0,3,both
Imperium - Adepta Sororitas,Celestian Sacresant Aveline [Legends],model,6227-8c95-0e8a-81de,Imperium - Adepta Sororitas.cat,,1,1,2,1,1,0,1,both
Imperium - Adepta Sororitas,Exorcist,model,684e-4dd3-340a-23ee,Imperium - Adepta Sororitas.cat,210,1,1,5,4,4,0,1,both
Imperium - Adepta Sororitas,Imagifier,model,3ad3-558b-29f9-2e45,Imperium - Adepta Sororitas.cat,65,1,1,2,1,1,0,1,both
Imperium - Adepta Sororitas,Immolator,model,1001-80ff-c9a8-5d9b,Imperium - Adepta Sororitas.cat,115,1,1,6,5,5,0,1,both
Imperium - Adepta Sororitas,Inspiring Devotee [Crucible],model,622e-1e15-13f1-601a,Imperium - Adepta Sororitas.cat,50,1,1,29,19,19,0,10,both
Imperium - Adepta Sororitas,Intranzia Fraye,model,e59a-2a90-e102-940f,Imperium - Adepta Sororitas.cat,150,1,1,5,3,3,0,2,both
Imperium - Adepta Sororitas,Junith Eruita,model,8f9a-8a8b-2539-547f,Imperium - Adepta Sororitas.cat,80,1,1,2,1,1,0,1,both
Imperium - Adepta Sororitas,Militant Commander [Crucible],model,8f3c-d887-6e18-02e8,Imperium - Adepta Sororitas.cat,75,1,1,29,19,19,0,10,both
Imperium - Adepta Sororitas,Ministorum Priest,model,599d-1e2a-eb0e-430e,Imperium - Adepta Sororitas.cat,50,1,1,3,2,2,0,1,both
Imperium - Adepta Sororitas,Mortifiers,unit,3c3f-f02d-c05c-492a,Imperium - Adepta Sororitas.cat,70,1,2,6,2,2,0,4,both
Imperium - Adepta Sororitas,Morvenn Vahl,model,7188-4d20-8216-c68a,Imperium - Adepta Sororitas.cat,185,1,1,5,3,3,0,2,both
Imperium - Adepta Sororitas,Palatine,model,fbeb-1caf-8f5c-ff8e,Imperium - Adepta Sororitas.cat,50,1,1,3,2,2,0,1,both
Imperium - Adepta Sororitas,Paragon Warsuits,unit,e75d-a7ac-7fcc-d302,Imperium - Adepta Sororitas.cat,210,3,3,7,5,5,0,2,both
Imperium - Adepta Sororitas,Penitent Engines,unit,327d-a6df-26b-bb9b,Imperium - Adepta Sororitas.cat,75,1,2,5,1,1,0,4,both
Imperium - Adepta Sororitas,Reliquant Knight [Crucible],model,1b8d-2b8b-084a-feba,Imperium - Adepta Sororitas.cat,100,1,1,29,19,19,0,10,both
Imperium - Adepta Sororitas,Repressor [Legends],model,d324-8119-7bf-d5e1,Imperium - Adepta Sororitas.cat,130,1,1,6,4,4,0,2,both
Imperium - Adepta Sororitas,Retributor Squad,unit,c49d-f150-4b3-c118,Imperium - Adepta Sororitas.cat,120,5,5,11,10,10,0,1,both
Imperium - Adepta Sororitas,Saint Celestine,unit,21f1-8ed6-52c6-54c7,Imperium - Adepta Sororitas.cat,150,1,1,3,2,2,0,1,both
Imperium - Adepta Sororitas,Sanctifiers,unit,eade-6ec7-7236-bfdb,Imperium - Adepta Sororitas.cat,110,9,11,10,6,6,0,4,both
Imperium - Adepta Sororitas,Seraphim Squad,unit,bee9-172b-7db7-f748,Imperium - Adepta Sororitas.cat,80,5,10,7,4,4,0,3,both
Imperium - Adepta Sororitas,Sororitas Rhino,model,52c7-3f6b-cece-8101,Imperium - Adepta Sororitas.cat,75,1,1,3,2,2,0,1,both
Imperium - Adepta Sororitas,Triumph of Saint Katherine,model,9f5f-d769-7900-c8a1,Imperium - Adepta Sororitas.cat,235,1,1,2,1,1,0,1,both
Imperium - Adepta Sororitas,Zephyrim Squad,unit,22f0-a7d8-b2b6-e26,Imperium - Adepta Sororitas.cat,80,5,10,3,2,2,0,1,both
Imperium - Adeptus Astartes - Black Templars,Castellan,model,f151-e676-d3b8-200c,Imperium - Black Templars.cat,70,1,1,4,2,2,0,2,both
Imperium - Adeptus Astartes - Black Templars,Chaplain Grimaldus,unit,8165-e372-4fd6-3274,Imperium - Black Templars.cat,110,4,4,4,2,2,0,2,both
Imperium - Adeptus Astartes - Black Templars,Crusade Ancient,model,dca2-b12f-d1a9-5822,Imperium - Black Templars.cat,55,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Black Templars,Crusader Squad,unit,8bbe-e7fc-44b7-ed94,Imperium - Black Templars.cat,150,19,39,10,6,6,0,4,both
Imperium - Adeptus Astartes - Black Templars,Crusader Squad [Legends],unit,2da2-ad08-6057-5a1c,Imperium - Black Templars.cat,85,4,9,31,24,24,0,7,both
Imperium - Adeptus Astartes - Black Templars,Emperor's Champion,model,ca2f-f408-c1bd-b87f,Imperium - Black Templars.cat,100,1,1,3,1,1,0,2,both
Imperium - Adeptus Astartes - Black Templars,Emperor's Champion (Anointed),model,85b9-b304-a55c-30ef,Imperium - Black Templars.cat,100,1,1,3,1,1,0,2,both
Imperium - Adeptus Astartes - Black Templars,Execrator,model,ea3d-f2b8-cce7-0762,Imperium - Black Templars.cat,60,1,1,4,2,2,0,2,both
Imperium - Adeptus Astartes - Black Templars,Gladiator Lancer,model,7dec-dc3d-c40a-8ce,Imperium - Black Templars.cat,160,1,1,7,6,6,0,1,both
Imperium - Adeptus Astartes - Black Templars,Gladiator Reaper,model,bfb6-4320-74cf-bbda,Imperium - Black Templars.cat,160,1,1,6,5,5,0,1,both
Imperium - Adeptus Astartes - Black Templars,Gladiator Valiant,model,5704-ffe4-4a53-8789,Imperium - Black Templars.cat,150,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Black Templars,High Marshal Helbrecht,model,da8a-de9f-1fe7-2513,Imperium - Black Templars.cat,120,1,1,3,1,1,0,2,both
Imperium - Adeptus Astartes - Black Templars,Impulsor,model,fa27-4bc1-72c9-894f,Imperium - Black Templars.cat,85,1,1,9,8,8,0,1,both
Imperium - Adeptus Astartes - Black Templars,Land Raider Crusader,model,8525-2de1-14fd-c1f5,Imperium - Black Templars.cat,220,1,1,6,5,5,0,1,both
Imperium - Adeptus Astartes - Black Templars,Marshal,model,68dd-5f49-4f17-cd84,Imperium - Black Templars.cat,80,1,1,4,3,3,0,1,both
Imperium - Adeptus Astartes - Black Templars,Repulsor,model,c3e8-3cde-8b39-4b19,Imperium - Black Templars.cat,180,1,1,8,7,7,0,1,both
Imperium - Adeptus Astartes - Black Templars,Repulsor Executioner,model,a344-192f-aae2-16e5,Imperium - Black Templars.cat,235,1,1,11,10,10,0,1,both
Imperium - Adeptus Astartes - Black Templars,Sternguard Veteran Squad,unit,a499-86fa-4d0c-b06d,Imperium - Black Templars.cat,85,6,11,9,5,5,0,4,both
Imperium - Adeptus Astartes - Black Templars,Sword Brethren Squad,unit,206c-6b4d-4aaa-7e79,Imperium - Black Templars.cat,105,4,10,8,4,4,0,4,both
Imperium - Adeptus Astartes - Black Templars,Terminator Squad,unit,80ad-6e62-65e3-e667,Imperium - Black Templars.cat,175,6,11,8,5,5,0,3,both
Imperium - Adeptus Astartes - Blood Angels,Baal Predator,model,640-9969-d5b9-875c,Imperium - Blood Angels.cat,125,1,1,7,6,6,0,1,both
Imperium - Adeptus Astartes - Blood Angels,Blood Angels Captain,model,829b-da42-2d62-6daf,Imperium - Blood Angels.cat,80,1,1,5,2,2,0,3,both
Imperium - Adeptus Astartes - Blood Angels,Brother Corbulo [Legends],model,8d87-ee8a-6af4-3715,Imperium - Blood Angels.cat,75,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Blood Angels,Captain Tycho [Legends],model,ae0a-e23c-2184-7c65,Imperium - Blood Angels.cat,75,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Blood Angels,Chief Librarian Mephiston,model,ab35-2c36-9389-d1d5,Imperium - Blood Angels.cat,120,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Blood Angels,Commander Dante,model,7323-ebf-9afe-7e7a,Imperium - Blood Angels.cat,120,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Captain,model,4743-6dc9-fda7-0a8c,Imperium - Blood Angels.cat,70,1,1,5,2,2,0,3,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Captain with Jump Pack,model,2574-a949-ae3f-58c2,Imperium - Blood Angels.cat,75,1,1,7,4,4,0,3,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Dreadnought,model,3b6e-cc3e-c2a4-0cbd,Imperium - Blood Angels.cat,160,1,1,7,4,4,0,3,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Dreadnought with Magna-Grapple [Legends],model,e7ee-e70-bd87-7c5c,Imperium - Blood Angels.cat,145,1,1,5,3,3,0,2,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Intercessors,unit,bb83-db85-6ce1-9a61,Imperium - Blood Angels.cat,75,5,10,13,8,8,0,5,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines,unit,3825-ac3a-75ec-fa0d,Imperium - Blood Angels.cat,85,5,10,10,5,5,0,5,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Bolt Rifles,unit,4aab-3ca5-0435-ed5e,Imperium - Blood Angels.cat,85,5,10,14,8,8,0,6,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Boltguns [Legends],unit,6562-9dcd-afea-d4ae,Imperium - Blood Angels.cat,125,5,10,11,6,6,0,5,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Boltguns and Jump Packs [Legends],unit,bcfe-f4fb-5c44-652d,Imperium - Blood Angels.cat,140,5,10,11,6,6,0,5,both
Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Jump Packs,unit,65f6-18df-f6df-7e39,Imperium - Blood Angels.cat,120,5,10,9,5,5,0,4,both
Imperium - Adeptus Astartes - Blood Angels,Furioso Dreadnought [Legends],model,c954-8157-25fd-5f99,Imperium - Blood Angels.cat,150,1,1,7,4,4,0,3,both
Imperium - Adeptus Astartes - Blood Angels,Gabriel Seth [Legends],model,462-f17c-3bb-16a,Imperium - Blood Angels.cat,90,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Blood Angels,Lemartes,model,cbc2-18c9-45b6-6327,Imperium - Blood Angels.cat,100,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Blood Angels,Librarian Dreadnought [Legends],model,b6e0-b465-801c-24c8,Imperium - Blood Angels.cat,170,1,1,7,5,5,0,2,both
Imperium - Adeptus Astartes - Blood Angels,Sanguinary Guard,unit,25e4-ead-faac-2531,Imperium - Blood Angels.cat,125,3,6,4,2,2,0,2,both
Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest,model,f80-be5-d17c-db23,Imperium - Blood Angels.cat,75,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest on Bike [Legends],model,3621-b460-722-8954,Imperium - Blood Angels.cat,135,1,1,14,10,10,0,4,both
Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest with Jump Pack [Legends],model,fa13-ba8a-8711-87b6,Imperium - Blood Angels.cat,100,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Blood Angels,Tycho the Lost [Legends],model,8577-8a5d-75f6-a630,Imperium - Blood Angels.cat,90,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Asmodai,model,9bf9-1e30-e4b4-939c,Imperium - Dark Angels.cat,70,1,1,3,1,1,0,2,both
Imperium - Adeptus Astartes - Dark Angels,Azrael,model,81bd-ce4e-229f-a88,Imperium - Dark Angels.cat,125,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Belial,model,bf62-244b-f9db-6cf,Imperium - Dark Angels.cat,85,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Command Squad [Legends],unit,48fb-ebd6-dd17-729b,Imperium - Dark Angels.cat,200,6,11,13,7,7,0,6,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Strikemaster [Legends],model,ebd0-6939-6305-6d16,Imperium - Dark Angels.cat,80,1,1,7,1,1,0,6,both
Imperium - Adeptus Astartes - Dark Angels,Deathwing Terminator Squad,unit,6135-d842-8e61-889d,Imperium - Dark Angels.cat,180,6,11,10,7,7,0,3,both
Imperium - Adeptus Astartes - Dark Angels,Ezekiel,model,38c9-66a1-fe60-46af,Imperium - Dark Angels.cat,75,1,1,4,3,3,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Inner Circle Companions,unit,f34-e2f9-c98e-1916,Imperium - Dark Angels.cat,90,3,6,3,1,1,0,2,both
Imperium - Adeptus Astartes - Dark Angels,Land Speeder Vengeance,model,b4a0-d2fe-a988-f28b,Imperium - Dark Angels.cat,120,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Lazarus,model,4b0d-45ff-fab3-7472,Imperium - Dark Angels.cat,70,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Lion El'Jonson,model,15d3-ebc7-d28b-daf4,Imperium - Dark Angels.cat,315,1,1,4,2,2,0,2,both
Imperium - Adeptus Astartes - Dark Angels,Nephilim Jetfighter,model,4f36-6609-efac-baa6,Imperium - Dark Angels.cat,195,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Black Knights,unit,212d-f302-aaaf-5c12,Imperium - Dark Angels.cat,80,3,6,6,5,5,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Command Squad,unit,e87d-f173-88b9-aa84,Imperium - Dark Angels.cat,120,3,3,7,5,5,0,2,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Dark Talon,model,9b3d-e812-4248-522,Imperium - Dark Angels.cat,210,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Darkshroud,model,152b-a271-df2b-21a9,Imperium - Dark Angels.cat,100,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Ravenwing Talonmaster [Legends],model,a2b6-e35-67a8-d76e,Imperium - Dark Angels.cat,105,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Dark Angels,Sammael,model,8f4b-c343-bef5-6779,Imperium - Dark Angels.cat,115,1,1,4,3,3,0,1,both
Imperium - Adeptus Astartes - Deathwatch,Corvus Blackstar,model,d861-972b-54f9-bdfa,Imperium - Deathwatch.cat,180,1,1,6,5,5,0,1,both
Imperium - Adeptus Astartes - Deathwatch,Deathwatch Terminator Squad,unit,390e-706b-a059-378b,Imperium - Deathwatch.cat,190,6,11,12,7,7,0,5,both
Imperium - Adeptus Astartes - Deathwatch,Decimus Kill Team,unit,b169-ff89-b05e-3884,Imperium - Deathwatch.cat,100,1,1,19,14,14,0,5,both
Imperium - Adeptus Astartes - Deathwatch,Fortis Kill Team,unit,a077-e1c9-f8f0-d38,Imperium - Deathwatch.cat,180,10,10,20,15,15,0,5,both
Imperium - Adeptus Astartes - Deathwatch,Indomitor Kill Team,unit,6cb-912c-c43-210b,Imperium - Deathwatch.cat,265,13,20,10,8,8,0,2,both
Imperium - Adeptus Astartes - Deathwatch,Kill Team Cassius [Legends],unit,4042-67ce-8d45-ed33,Imperium - Deathwatch.cat,220,11,11,13,7,7,0,6,both
Imperium - Adeptus Astartes - Deathwatch,Spectrus Kill Team,unit,2544-5189-7806-30f3,Imperium - Deathwatch.cat,180,5,10,11,8,8,0,3,both
Imperium - Adeptus Astartes - Deathwatch,Talonstrike Kill Team,unit,c679-f252-32b1-ebcc,Imperium - Deathwatch.cat,275,10,10,11,7,7,0,4,both
Imperium - Adeptus Astartes - Deathwatch,Watch Captain Artemis,model,3d7c-2de-31ea-b028,Imperium - Deathwatch.cat,65,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Imperial Fists,Pedro Kantor,model,59e3-5a97-f36d-5b94,Imperium - Imperial Fists.cat,90,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Imperial Fists,Tor Garadon,model,5936-83d6-4e30-915c,Imperium - Imperial Fists.cat,90,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Iron Hands,Caanok Var,model,efbb-2823-7b70-5a7a,Imperium - Iron Hands.cat,100,1,1,3,1,1,0,2,both
Imperium - Adeptus Astartes - Iron Hands,Iron Father Feirros,model,6c9d-4ec3-69dd-90b2,Imperium - Iron Hands.cat,95,1,1,4,2,2,0,2,both
Imperium - Adeptus Astartes - Raven Guard,Aethon Shaan,model,cbb9-15e9-16ae-6597,Imperium - Raven Guard.cat,110,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Raven Guard,Kayvaan Shrike,model,339f-9776-243d-69a6,Imperium - Raven Guard.cat,100,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Salamanders,Adrax Agatone,model,98c-87ea-f51b-1475,Imperium - Salamanders.cat,85,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Salamanders,Vulkan He'stan,model,b351-fccc-2121-1e1e,Imperium - Salamanders.cat,100,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Aggressor Squad,unit,129d-2da5-66f3-f4ec,Imperium - Space Marines.cat,95,4,7,4,3,3,0,1,both
Imperium - Adeptus Astartes - Space Marines,Ancient,model,6562-d718-b8e0-c457,Imperium - Space Marines.cat,50,1,1,4,2,2,0,2,both
Imperium - Adeptus Astartes - Space Marines,Ancient in Terminator Armor,model,fc7f-8176-c10c-ca8,Imperium - Space Marines.cat,75,1,1,7,1,1,0,6,both
Imperium - Adeptus Astartes - Space Marines,Ancient on Bike [Legends],model,e4c7-b10c-6896-3f0,Imperium - Space Marines.cat,90,1,1,12,8,8,0,4,both
Imperium - Adeptus Astartes - Space Marines,Apothecary,model,8a9d-11f-fad-bd0f,Imperium - Space Marines.cat,50,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Apothecary Biologis,model,c6e9-c0c8-5f13-5771,Imperium - Space Marines.cat,70,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Space Marines,Apothecary on Bike [Legends],model,449f-a74d-e85a-2684,Imperium - Space Marines.cat,65,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Assault Intercessor Squad,unit,a10b-fbfe-b1fa-6f0c,Imperium - Space Marines.cat,75,6,11,8,4,4,0,4,both
Imperium - Adeptus Astartes - Space Marines,Assault Intercessors with Jump Packs,unit,cdd9-efda-95-e7b2,Imperium - Space Marines.cat,90,6,11,7,4,4,0,3,both
Imperium - Adeptus Astartes - Space Marines,Assault Squad [Legends],unit,ca4e-47d5-a704-8e5a,Imperium - Space Marines.cat,95,6,11,16,10,10,0,6,both
Imperium - Adeptus Astartes - Space Marines,Assault Squad with Jump Packs [Legends],unit,bfe7-b726-9158-d5ad,Imperium - Space Marines.cat,115,6,11,16,10,10,0,6,both
Imperium - Adeptus Astartes - Space Marines,Astartes Servitors [Legends],unit,74c4-82d0-4c98-2fa8,Imperium - Space Marines.cat,55,4,4,6,4,4,0,2,both
Imperium - Adeptus Astartes - Space Marines,Astraeus,model,98db-fff3-b1b2-e22f,Imperium - Space Marines.cat,525,1,1,9,8,8,0,1,both
Imperium - Adeptus Astartes - Space Marines,Attack Bike,model,332e-608d-ea45-d78c,Imperium - Space Marines.cat,55,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Space Marines,Attack Bike,model,a266-8dbe-3546-e001,Imperium - Space Marines.cat,55,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Space Marines,Attack Bike Squad [Legends],unit,7bef-c609-3897-8bd6,Imperium - Space Marines.cat,55,1,3,5,4,4,0,1,both
Imperium - Adeptus Astartes - Space Marines,Ballistus Dreadnought,model,5dc7-aa6c-7053-cede,Imperium - Space Marines.cat,150,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Space Marines,Bike Squad [Legends],unit,e6c4-3c73-1f0e-816d,Imperium - Space Marines.cat,80,4,8,22,17,17,0,5,both
Imperium - Adeptus Astartes - Space Marines,Bladeguard Ancient,model,9ca5-e5f4-f85d-bcca,Imperium - Space Marines.cat,45,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Space Marines,Bladeguard Veteran Squad,unit,7044-bf1-f949-c32d,Imperium - Space Marines.cat,80,4,7,5,4,4,0,1,both
Imperium - Adeptus Astartes - Space Marines,Brutalis Dreadnought,model,1c00-9398-b9e7-446a,Imperium - Space Marines.cat,160,1,1,7,4,4,0,3,both
Imperium - Adeptus Astartes - Space Marines,Caestus Assault Ram [Legends],model,df9b-111-d64a-e298,Imperium - Space Marines.cat,215,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Captain,model,6c10-5b51-5bc0-8d2c,Imperium - Space Marines.cat,80,1,1,9,6,6,0,3,both
Imperium - Adeptus Astartes - Space Marines,Captain in Gravis Armour,model,1d56-1cc3-de57-10e2,Imperium - Space Marines.cat,80,1,1,7,2,2,0,5,both
Imperium - Adeptus Astartes - Space Marines,Captain in Phobos Armour,model,a976-7cd5-9657-d91a,Imperium - Space Marines.cat,70,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Captain in Terminator Armour,model,dc24-dd64-5d97-df3c,Imperium - Space Marines.cat,95,1,1,4,2,2,0,2,both
Imperium - Adeptus Astartes - Space Marines,Captain on Bike [Legends],model,faf9-bf62-8eb5-a3cb,Imperium - Space Marines.cat,95,1,1,15,9,9,0,6,both
Imperium - Adeptus Astartes - Space Marines,Captain with Jump Pack,model,1319-45d-bb95-dfd4,Imperium - Space Marines.cat,75,1,1,8,4,4,0,4,both
Imperium - Adeptus Astartes - Space Marines,Carab Culln the Risen [Legends],model,103c-8f97-ed61-1922,Imperium - Space Marines.cat,250,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Space Marines,Centurion Assault Squad,unit,2a8a-522d-51e4-3abc,Imperium - Space Marines.cat,150,4,7,4,3,3,0,1,both
Imperium - Adeptus Astartes - Space Marines,Centurion Devastator Squad,unit,6ba0-cede-e278-f86b,Imperium - Space Marines.cat,175,4,7,6,5,5,0,1,both
Imperium - Adeptus Astartes - Space Marines,Champion of the Chapter [Crucible],model,74ba-6762-ef01-32d6,Imperium - Space Marines.cat,70,1,1,49,29,29,0,20,both
Imperium - Adeptus Astartes - Space Marines,Chaplain,model,ceb5-55c7-2d49-d952,Imperium - Space Marines.cat,60,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Space Marines,Chaplain in Terminator Armour,model,c026-b762-d0a6-5ef1,Imperium - Space Marines.cat,75,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Space Marines,Chaplain on Bike,model,5d1d-2230-8199-3ab3,Imperium - Space Marines.cat,75,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Chaplain Venerable Dreadnought [Legends],model,b51-a07d-6440-e1ad,Imperium - Space Marines.cat,150,1,1,10,8,8,0,2,both
Imperium - Adeptus Astartes - Space Marines,Chaplain with Jump Pack,model,23f1-2df2-7085-cf41,Imperium - Space Marines.cat,75,1,1,11,9,9,0,2,both
Imperium - Adeptus Astartes - Space Marines,Command Squad [Legends],unit,78ae-14b4-56d0-cc9d,Imperium - Space Marines.cat,165,7,7,30,23,23,0,7,both
Imperium - Adeptus Astartes - Space Marines,Company Champion on Bike [Legends],model,97c3-20c8-4c99-39e5,Imperium - Space Marines.cat,60,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Company Heroes,unit,2f2e-d99b-b235-163a,Imperium - Space Marines.cat,105,5,5,6,4,4,0,2,both
Imperium - Adeptus Astartes - Space Marines,Company Veterans on Bikes [Legends],unit,a40-ff3f-c1ea-fea7,Imperium - Space Marines.cat,110,3,6,17,13,13,0,4,both
Imperium - Adeptus Astartes - Space Marines,Deimos Predator [Legends],model,534d-4e94-5a8a-75ae,Imperium - Space Marines.cat,115,1,1,11,10,10,0,1,both
Imperium - Adeptus Astartes - Space Marines,Desolation Squad,unit,a3ea-7a0d-fef8-23bf,Imperium - Space Marines.cat,200,6,6,6,5,5,0,1,both
Imperium - Adeptus Astartes - Space Marines,Devastator Squad,unit,3f4c-1e67-66dc-ffa5,Imperium - Space Marines.cat,120,5,10,20,15,15,0,5,both
Imperium - Adeptus Astartes - Space Marines,Dreadnought,model,d204-13c6-dab1-ecdc,Imperium - Space Marines.cat,135,1,1,11,9,9,0,2,both
Imperium - Adeptus Astartes - Space Marines,Eliminator Squad,unit,d6c3-e9d2-430d-6c2f,Imperium - Space Marines.cat,85,4,4,5,4,4,0,1,both
Imperium - Adeptus Astartes - Space Marines,Eradicator Squad,unit,c570-c6ba-c9dc-5a44,Imperium - Space Marines.cat,90,4,7,4,3,3,0,1,both
Imperium - Adeptus Astartes - Space Marines,Ferren Areios [Legends],model,dc83-f2ef-802a-5662,Imperium - Space Marines.cat,80,1,1,2,1,1,0,1,both
Imperium - Adeptus Astartes - Space Marines,Firestrike Servo-Turret,model,91ac-317f-b5de-db45,Imperium - Space Marines.cat,75,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Firestrike Servo-Turrets,unit,edf8-643b-cd1-3c11,Imperium - Space Marines.cat,75,1,2,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Gladiator Lancer,model,7814-107b-a498-96f6,Imperium - Space Marines.cat,160,1,1,6,5,5,0,1,both
Imperium - Adeptus Astartes - Space Marines,Gladiator Reaper,model,ed20-824b-7419-aebc,Imperium - Space Marines.cat,160,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Space Marines,Gladiator Valiant,model,6b89-8147-9b6b-6db1,Imperium - Space Marines.cat,150,1,1,5,4,4,0,1,both
Imperium - Adeptus Astartes - Space Marines,Heavy Intercessor Squad,unit,7324-e591-939b-b675,Imperium - Space Marines.cat,100,6,11,4,3,3,0,1,both
Imperium - Adeptus Astartes - Space Marines,Hellblaster Squad,unit,7102-b3a4-9bfc-1b84,Imperium - Space Marines.cat,110,6,11,6,5,5,0,1,both
Imperium - Adeptus Astartes - Space Marines,Hunter [Legends],model,3ad-729-3235-4777,Imperium - Space Marines.cat,100,1,1,4,3,3,0,1,both
Imperium - Adeptus Astartes - Space Marines,Imperial Space Marine [Legends],model,faa-3b84-1365-9c22,Imperium - Space Marines.cat,40,1,1,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Impulsor,model,bfb1-7512-e1a3-9fa2,Imperium - Space Marines.cat,80,1,1,8,7,7,0,1,both
Imperium - Adeptus Astartes - Space Marines,Inceptor Squad,unit,3e14-2a-d358-6ada,Imperium - Space Marines.cat,120,4,7,4,3,3,0,1,both
Imperium - Adeptus Astartes - Space Marines,Incursor Squad,unit,527c-120e-9e4e-9bfe,Imperium - Space Marines.cat,80,6,11,3,2,2,0,1,both
Imperium - Adeptus Astartes - Space Marines,Infernus Squad,unit,b007-fc7b-8e4a-b017,Imperium - Space Marines.cat,90,6,11,3,2,2,0,1,both
