weapon_id,unit_id,name,weapon_type,attacks,skill,strength,ap,damage,keywords,range_inches,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds,source_file
fa2a-1b44-a513-318d:melee:balesword,fa2a-1b44-a513-318d,Balesword,melee,4,2+,5,-2,2,Lethal Hits,,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:plaguespurt-gauntlet,fa2a-1b44-a513-318d,Plaguespurt gauntlet,ranged,D6,N/A,3,0,1,"Anti-Infantry 4+, Ignores Cover, Pistol, Torrent",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:injector-pistol,fa2a-1b44-a513-318d,Injector pistol,ranged,1,3+,4,-1,3,"Anti-Infantry 2+, Pistol, Precision",3,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:➤-plasma-pistol---standard,fa2a-1b44-a513-318d,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,"Rapid Fire 1, Pistol",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:➤-plasma-pistol---supercharge,fa2a-1b44-a513-318d,➤ Plasma pistol - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:bolt-pistol,fa2a-1b44-a513-318d,Bolt pistol,ranged,1,2+,4,0,1,"Lethal Hits, Pistol",24,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:twin-plague-spewer,fa2a-1b44-a513-318d,Twin plague spewer,ranged,D6,N/A,5,-1,1,"Anti-Infantry 2+, Ignores Cover, Torrent, Twin-linked",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:reaper-autocannon,fa2a-1b44-a513-318d,Reaper autocannon,ranged,4,2+,7,-1,1,"Devastating Wounds, Sustained Hits 1",36,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:➤-plasma-gun---standard,fa2a-1b44-a513-318d,➤ Plasma gun - standard,ranged,1,3+,7,-2,1,Rapid Fire 1,24,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:➤-plasma-gun---supercharge,fa2a-1b44-a513-318d,➤ Plasma gun - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Rapid Fire 1",24,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:➤-plague-wind---witchfire,fa2a-1b44-a513-318d,➤ Plague Wind - witchfire,ranged,D6,N/A,4,-1,D3,"Psychic, Torrent",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:➤-plague-wind---focused-witchfire,fa2a-1b44-a513-318d,➤ Plague Wind - focused witchfire,ranged,D6+3,N/A,6,-2,D3,"Hazardous, Psychic, Torrent",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:plague-sprayer,fa2a-1b44-a513-318d,Plague sprayer,ranged,D6,N/A,7,-2,2,"Anti-Infantry 2+, Ignores Cover, Torrent",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:plague-spewer,fa2a-1b44-a513-318d,Plague spewer,ranged,D6,N/A,5,-1,1,"Anti-Infantry 2+, Ignores Cover, Torrent",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:plague-belcher,fa2a-1b44-a513-318d,Plague belcher,ranged,D6,N/A,4,0,1,"Anti-Infantry 4+, Ignores Cover, Torrent",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:meltagun,fa2a-1b44-a513-318d,Meltagun,ranged,1,2+,9,-4,D6,Melta 2,12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:hyper-blight-grenades,fa2a-1b44-a513-318d,Hyper blight grenades,ranged,D6,2+,7,-1,2,"Assault, Blast, Lethal Hits",12,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:combi-weapon,fa2a-1b44-a513-318d,Combi-weapon,ranged,1,2+,4,0,1,"Anti-Infantry 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:combi-bolter,fa2a-1b44-a513-318d,Combi-bolter,ranged,2,2+,4,0,1,"Lethal Hits, Rapid Fire 2",24,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:boltgun,fa2a-1b44-a513-318d,Boltgun,ranged,2,2+,4,0,1,Lethal Hits,24,,,,,,,,Chaos - Death Guard.cat
fa2a-1b44-a513-318d:ranged:blight-launcher,fa2a-1b44-a513-318d,Blight launcher,ranged,D3,2+,6,-1,2,"Blast, Lethal Hits",24,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:ranged:magma-cutter,bc88-0833-743e-0146,Magma cutter,ranged,2,3+,9,-4,D6,"Lethal Hits, Melta 2",12,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:ranged:excruciator-cannon,bc88-0833-743e-0146,Excruciator cannon,ranged,6,3+,6,-1,2,Lethal Hits,36,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:ranged:heavy-reaper-autocannon,bc88-0833-743e-0146,Heavy reaper autocannon,ranged,4,3+,9,-1,3,"Devastating Wounds, Lethal Hits, Sustained Hits 1",48,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:ranged:hades-lascannon,bc88-0833-743e-0146,Hades lascannon,ranged,2,3+,12,-3,D6+1,Lethal Hits,48,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:melee:electroscourge,bc88-0833-743e-0146,Electroscourge,melee,5,3+,12,-2,2,"Extra Attacks, Sustained Hits 2",,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:ranged:heavy-baleflamer,bc88-0833-743e-0146,Heavy baleflamer,ranged,D6+3,N/A,7,-2,2,"Ignores Cover, Torrent",12,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:ranged:ectoplasma-destructor,bc88-0833-743e-0146,Ectoplasma destructor,ranged,D6,3+,12,-3,3,"Blast, Lethal Hits",36,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:ranged:hades-battle-cannon,bc88-0833-743e-0146,Hades battle cannon,ranged,D6+3,3+,10,-1,3,"Blast, Lethal Hits",48,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:ranged:➤-heavy-missile-launcher---frag,bc88-0833-743e-0146,➤ Heavy missile launcher - frag,ranged,2D6,3+,5,-1,1,"Blast, Lethal Hits",48,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:ranged:➤-heavy-missile-launcher---krak,bc88-0833-743e-0146,➤ Heavy missile launcher - krak,ranged,2,3+,10,-2,D6+1,Lethal Hits,48,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:melee:shearing-claws---strike,bc88-0833-743e-0146,Shearing claws - strike,melee,5,3+,16,-3,D6+1,Lethal Hits,,,,,,,,,Chaos - Death Guard.cat
bc88-0833-743e-0146:melee:shearing-claws---sweep,bc88-0833-743e-0146,Shearing claws - sweep,melee,10,3+,6,-2,1,Lethal Hits,,,,,,,,,Chaos - Death Guard.cat
e390-b58b-db9-816:melee:lash-of-torment,e390-b58b-db9-816,Lash of Torment,melee,10,2+,4,-1,1,Sustained Hits 1,,,,,,,,,Chaos - Emperor's Children.cat
e390-b58b-db9-816:melee:blade-of-the-laer,e390-b58b-db9-816,Blade of the Laer,melee,6,2+,8,-3,3,Precision,,,,,,,,,Chaos - Emperor's Children.cat
1e0a-cf2b-6602-2a34:melee:➤-daemonic-blades---strike,1e0a-cf2b-6602-2a34,➤ Daemonic blades - strike,melee,6,2+,14,-3,D6+1,Sustained Hits 1,,,,,,,,,Chaos - Emperor's Children.cat
1e0a-cf2b-6602-2a34:melee:➤-daemonic-blades---sweep,1e0a-cf2b-6602-2a34,➤ Daemonic blades - sweep,melee,12,2+,8,-2,2,Sustained Hits 1,,,,,,,,,Chaos - Emperor's Children.cat
1e0a-cf2b-6602-2a34:melee:serpentine-tail,1e0a-cf2b-6602-2a34,Serpentine tail,melee,6,2+,6,-1,1,Extra Attacks,,,,,,,,,Chaos - Emperor's Children.cat
1e0a-cf2b-6602-2a34:ranged:malefic-lash,1e0a-cf2b-6602-2a34,Malefic lash,ranged,6,2+,8,-2,2,Sustained Hits 1,12,,,,,,,,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a:ranged:bolt-pistol,7b4c-dfe0-6a0a-304a,Bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a:ranged:screamer-pistol,7b4c-dfe0-6a0a-304a,Screamer pistol,ranged,3,2+,5,-1,2,"Ignores Cover, Pistol",12,,,,,,,,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a:melee:master-crafted-power-sword,7b4c-dfe0-6a0a-304a,Master-crafted power sword,melee,5,2+,5,-2,2,Precision,,,,,,,,,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a:melee:phoenix-power-spear,7b4c-dfe0-6a0a-304a,Phoenix power spear,melee,5,2+,7,-2,2,Lance,,,,,,,,,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a:melee:power-fist,7b4c-dfe0-6a0a-304a,Power fist,melee,3,3+,8,-2,2,-,,,,,,,,,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a:ranged:➤-plasma-pistol---standard,7b4c-dfe0-6a0a-304a,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,Pistol,12,,,,,,,,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a:ranged:➤-plasma-pistol---supercharge,7b4c-dfe0-6a0a-304a,➤ Plasma pistol - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",12,,,,,,,,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a:melee:rapture-lash,7b4c-dfe0-6a0a-304a,Rapture lash,melee,4,2+,4,-1,1,Extra Attacks,,,,,,,,,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a:melee:close-combat-weapon,7b4c-dfe0-6a0a-304a,Close combat weapon,melee,6,2+,4,0,1,-,,,,,,,,,Chaos - Emperor's Children.cat
ee50-955a-0a81-41f1:ranged:screamer-pistol,ee50-955a-0a81-41f1,Screamer pistol,ranged,3,2+,5,-1,2,"Ignores Cover, Pistol",12,,,,,,,,Chaos - Emperor's Children.cat
ee50-955a-0a81-41f1:melee:close-combat-weapon,ee50-955a-0a81-41f1,Close combat weapon,melee,6,2+,4,0,1,-,,,,,,,,,Chaos - Emperor's Children.cat
ee50-955a-0a81-41f1:melee:power-sword,ee50-955a-0a81-41f1,Power sword,melee,6,2+,5,-2,1,-,,,,,,,,,Chaos - Emperor's Children.cat
2cd1-13f5-d59d-cc7f:ranged:bolt-pistol,2cd1-13f5-d59d-cc7f,Bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Chaos - Emperor's Children.cat
2cd1-13f5-d59d-cc7f:melee:force-weapon,2cd1-13f5-d59d-cc7f,Force weapon,melee,4,3+,6,-2,D3,Psychic,,,,,,,,,Chaos - Emperor's Children.cat
2cd1-13f5-d59d-cc7f:ranged:agonising-energies---witchfire,2cd1-13f5-d59d-cc7f,Agonising Energies - witchfire,ranged,D6,3+,5,-1,D3,Psychic,18,,,,,,,,Chaos - Emperor's Children.cat
2cd1-13f5-d59d-cc7f:ranged:agonising-energies---focused-witchfire,2cd1-13f5-d59d-cc7f,Agonising Energies - focused witchfire,ranged,D6,3+,6,-2,D3,"Devastating Wounds, Hazardous, Psychic",18,,,,,,,,Chaos - Emperor's Children.cat
ad59-b823-900d-ee2d:ranged:infernal-cannon,ad59-b823-900d-ee2d,Infernal cannon,ranged,3,2+,5,-1,2,-,24,,,,,,,,Chaos - Emperor's Children.cat
ad59-b823-900d-ee2d:melee:➤-hellforged-weapons---strike,ad59-b823-900d-ee2d,➤ Hellforged weapons - strike,melee,6,2+,8,-2,3,-,,,,,,,,,Chaos - Emperor's Children.cat
ad59-b823-900d-ee2d:melee:➤-hellforged-weapons---sweep,ad59-b823-900d-ee2d,➤ Hellforged weapons - sweep,melee,14,2+,6,0,1,-,,,,,,,,,Chaos - Emperor's Children.cat
e452-08be-33e6-3864:ranged:infernal-cannon,e452-08be-33e6-3864,Infernal cannon,ranged,3,2+,5,-1,2,-,24,,,,,,,,Chaos - Emperor's Children.cat
e452-08be-33e6-3864:melee:➤-hellforged-weapons---strike,e452-08be-33e6-3864,➤ Hellforged weapons - strike,melee,6,2+,8,-2,3,-,,,,,,,,,Chaos - Emperor's Children.cat
e452-08be-33e6-3864:melee:➤-hellforged-weapons---sweep,e452-08be-33e6-3864,➤ Hellforged weapons - sweep,melee,14,2+,6,0,1,-,,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:melee:close-combat-weapon,4494-dd7d-69f7-306c,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:ranged:meltagun,4494-dd7d-69f7-306c,Meltagun,ranged,1,3+,9,-4,D6,"Melta 2, Precision",12,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:ranged:➤-plasma-gun---standard,4494-dd7d-69f7-306c,➤ Plasma gun - standard,ranged,1,3+,7,-2,1,"Precision, Rapid Fire 1",24,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:ranged:➤-plasma-gun---supercharge,4494-dd7d-69f7-306c,➤ Plasma gun - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Precision, Rapid Fire 1",24,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:ranged:boltgun,4494-dd7d-69f7-306c,Boltgun,ranged,2,3+,4,0,1,Precision,24,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:melee:power-sword,4494-dd7d-69f7-306c,Power sword,melee,4,3+,5,-2,1,-,,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:melee:rapture-lash,4494-dd7d-69f7-306c,Rapture lash,melee,6,3+,4,-1,1,-,,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:ranged:➤-plasma-pistol---standard,4494-dd7d-69f7-306c,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,Pistol,12,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:ranged:➤-plasma-pistol---supercharge,4494-dd7d-69f7-306c,➤ Plasma pistol - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",12,,,,,,,,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c:ranged:bolt-pistol,4494-dd7d-69f7-306c,Bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Chaos - Emperor's Children.cat
e456-0afc-9b42-226c:ranged:bolt-pistol,e456-0afc-9b42-226c,Bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Chaos - Emperor's Children.cat
e456-0afc-9b42-226c:melee:duelling-sabre,e456-0afc-9b42-226c,Duelling sabre,melee,4,3+,4,-1,1,Precision,,,,,,,,,Chaos - Emperor's Children.cat
e456-0afc-9b42-226c:melee:power-sword,e456-0afc-9b42-226c,Power sword,melee,4,3+,5,-2,1,-,,,,,,,,,Chaos - Emperor's Children.cat
e456-0afc-9b42-226c:melee:rapture-lash,e456-0afc-9b42-226c,Rapture lash,melee,6,3+,4,-1,1,-,,,,,,,,,Chaos - Emperor's Children.cat
e456-0afc-9b42-226c:ranged:➤-plasma-pistol---standard,e456-0afc-9b42-226c,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,Pistol,12,,,,,,,,Chaos - Emperor's Children.cat
e456-0afc-9b42-226c:ranged:➤-plasma-pistol---supercharge,e456-0afc-9b42-226c,➤ Plasma pistol - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",12,,,,,,,,Chaos - Emperor's Children.cat
183e-f3bb-3ce6-7b55:ranged:bolt-pistol,183e-f3bb-3ce6-7b55,Bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Chaos - Emperor's Children.cat
183e-f3bb-3ce6-7b55:melee:blissblade,183e-f3bb-3ce6-7b55,Blissblade,melee,4,2+,6,-3,2,-,,,,,,,,,Chaos - Emperor's Children.cat
5926-4deb-a85d-c73a:melee:paired-accursed-weapons,5926-4deb-a85d-c73a,Paired accursed weapons,melee,5,3+,5,-2,1,Twin-linked,,,,,,,,,Chaos - Emperor's Children.cat
5926-4deb-a85d-c73a:ranged:combi-weapon,5926-4deb-a85d-c73a,Combi-weapon,ranged,1,4+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Emperor's Children.cat
5926-4deb-a85d-c73a:melee:chainfist,5926-4deb-a85d-c73a,Chainfist,melee,3,4+,8,-2,2,Anti-VEHICLE 3+,,,,,,,,,Chaos - Emperor's Children.cat
5926-4deb-a85d-c73a:melee:power-fist,5926-4deb-a85d-c73a,Power fist,melee,3,3+,8,-2,2,-,,,,,,,,,Chaos - Emperor's Children.cat
5926-4deb-a85d-c73a:ranged:reaper-autocannon,5926-4deb-a85d-c73a,Reaper autocannon,ranged,4,3+,7,-1,1,"Devastating Wounds, Sustained Hits 1",36,,,,,,,,Chaos - Emperor's Children.cat
5926-4deb-a85d-c73a:ranged:heavy-flamer,5926-4deb-a85d-c73a,Heavy flamer,ranged,D6,N/A,5,-1,1,"Ignores Cover, Torrent",12,,,,,,,,Chaos - Emperor's Children.cat
896c-5816-3abd-5199:melee:hideous-mutations,896c-5816-3abd-5199,Hideous Mutations,melee,D6+2,4+,5,-1,2,-,,,,,,,,,Chaos - Emperor's Children.cat
f10c-5f3e-c09d-0b12:ranged:twin-heavy-bolter,f10c-5f3e-c09d-0b12,Twin heavy bolter,ranged,3,3+,5,-1,2,"Sustained Hits 1, Twin-linked",36,,,,,,,,Chaos - Emperor's Children.cat
f10c-5f3e-c09d-0b12:ranged:havoc-launcher,f10c-5f3e-c09d-0b12,Havoc launcher,ranged,D6,3+,5,0,1,Blast,48,,,,,,,,Chaos - Emperor's Children.cat
f10c-5f3e-c09d-0b12:ranged:combi-weapon,f10c-5f3e-c09d-0b12,Combi-weapon,ranged,1,4+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Emperor's Children.cat
f10c-5f3e-c09d-0b12:ranged:soulshatter-lascannon,f10c-5f3e-c09d-0b12,Soulshatter lascannon,ranged,2,3+,12,-3,D6+1,-,48,,,,,,,,Chaos - Emperor's Children.cat
f10c-5f3e-c09d-0b12:melee:armoured-tracks,f10c-5f3e-c09d-0b12,Armoured tracks,melee,6,4+,8,0,1,-,,,,,,,,,Chaos - Emperor's Children.cat
5817-0d6c-973c-68f8:melee:close-combat-weapon,5817-0d6c-973c-68f8,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Chaos - Emperor's Children.cat
5817-0d6c-973c-68f8:ranged:➤-blastmaster---varied-frequency,5817-0d6c-973c-68f8,➤ Blastmaster - varied frequency,ranged,6,3+,6,-2,1,Ignores Cover,18,,,,,,,,Chaos - Emperor's Children.cat
5817-0d6c-973c-68f8:ranged:➤-blastmaster---single-frequency,5817-0d6c-973c-68f8,➤ Blastmaster - single frequency,ranged,3,3+,10,-2,3,Ignores Cover,18,,,,,,,,Chaos - Emperor's Children.cat
5817-0d6c-973c-68f8:ranged:sonic-blaster,5817-0d6c-973c-68f8,Sonic blaster,ranged,3,3+,5,-1,2,Ignores Cover,18,,,,,,,,Chaos - Emperor's Children.cat
5817-0d6c-973c-68f8:ranged:screamer-pistol,5817-0d6c-973c-68f8,Screamer pistol,ranged,3,3+,5,-1,2,"Ignores Cover, Pistol",12,,,,,,,,Chaos - Emperor's Children.cat
5817-0d6c-973c-68f8:melee:power-sword,5817-0d6c-973c-68f8,Power sword,melee,4,3+,5,-2,1,-,,,,,,,,,Chaos - Emperor's Children.cat
3750-df25-165d-d003:ranged:hades-autocannon,3750-df25-165d-d003,Hades autocannon,ranged,6,3+,8,-1,2,-,36,,,,,,,,Chaos - Emperor's Children.cat
3750-df25-165d-d003:ranged:baleflamer,3750-df25-165d-d003,Baleflamer,ranged,D6+3,N/A,6,-1,2,"Ignores Cover, Torrent",12,,,,,,,,Chaos - Emperor's Children.cat
3750-df25-165d-d003:melee:heldrake-claws,3750-df25-165d-d003,Heldrake claws,melee,5,3+,7,-1,2,"Anti-FLY 2+, Devastating Wounds",,,,,,,,,Chaos - Emperor's Children.cat
656c-8b78-8e59-0591:melee:lasher-tendrils,656c-8b78-8e59-0591,Lasher tendrils,melee,6,3+,7,-1,1,Extra Attacks,,,,,,,,,Chaos - Emperor's Children.cat
656c-8b78-8e59-0591:ranged:magma-cutter,656c-8b78-8e59-0591,Magma cutter,ranged,2,3+,9,-4,D6,Melta 2,6,,,,,,,,Chaos - Emperor's Children.cat
656c-8b78-8e59-0591:melee:maulerfiend-fists,656c-8b78-8e59-0591,Maulerfiend fists,melee,6,3+,14,-2,D6+1,-,,,,,,,,,Chaos - Emperor's Children.cat
8ae1-aa47-e1d1-1b31:ranged:havoc-launcher,8ae1-aa47-e1d1-1b31,Havoc launcher,ranged,D6,3+,5,0,1,Blast,48,,,,,,,,Chaos - Emperor's Children.cat
8ae1-aa47-e1d1-1b31:ranged:combi-weapon,8ae1-aa47-e1d1-1b31,Combi-weapon,ranged,1,4+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Emperor's Children.cat
8ae1-aa47-e1d1-1b31:melee:armoured-tracks,8ae1-aa47-e1d1-1b31,Armoured tracks,melee,3,4+,6,0,1,-,,,,,,,,,Chaos - Emperor's Children.cat
20df-143c-fc59-77e0:melee:soulpiercer,20df-143c-fc59-77e0,Soulpiercer,melee,6,2+,12,-3,D6+2,Precision,,,,,,,,,Chaos - Emperor's Children.cat
20df-143c-fc59-77e0:melee:snapping-claws,20df-143c-fc59-77e0,Snapping claws,melee,4,2+,6,-2,3,"Devastating Wounds, Extra Attacks",,,,,,,,,Chaos - Emperor's Children.cat
20df-143c-fc59-77e0:ranged:➤-pavane-of-slaanesh---witchfire,20df-143c-fc59-77e0,➤ Pavane of Slaanesh - witchfire,ranged,D6,2+,9,-1,D3,"Devastating Wounds, Psychic",18,,,,,,,,Chaos - Emperor's Children.cat
20df-143c-fc59-77e0:ranged:➤-pavane-of-slaanesh---focused-witchfire,20df-143c-fc59-77e0,➤ Pavane of Slaanesh - focused witchfire,ranged,D6,2+,9,-2,D3,"Hazardous, Devastating Wounds, Psychic, Sustained Hits 3",18,,,,,,,,Chaos - Emperor's Children.cat
20df-143c-fc59-77e0:ranged:lash-of-slaanesh,20df-143c-fc59-77e0,Lash of Slaanesh,ranged,6,2+,6,-1,2,Assault,12,,,,,,,,Chaos - Emperor's Children.cat
7b2b-4508-263d-f20f:melee:ritual-knife,7b2b-4508-263d-f20f,Ritual knife,melee,3,2+,6,-2,2,Extra Attacks,,,,,,,,,Chaos - Emperor's Children.cat
7b2b-4508-263d-f20f:ranged:living-whip,7b2b-4508-263d-f20f,Living whip,ranged,6,2+,6,-1,2,Assault,12,,,,,,,,Chaos - Emperor's Children.cat
7b2b-4508-263d-f20f:melee:witstealer-sword,7b2b-4508-263d-f20f,Witstealer sword,melee,6,2+,8,-2,3,-,,,,,,,,,Chaos - Emperor's Children.cat
7b2b-4508-263d-f20f:melee:snapping-claws,7b2b-4508-263d-f20f,Snapping claws,melee,4,2+,6,-2,3,"Devastating Wounds, Extra Attacks",,,,,,,,,Chaos - Emperor's Children.cat
7b2b-4508-263d-f20f:ranged:➤-phantasmagoria---witchfire,7b2b-4508-263d-f20f,➤ Phantasmagoria - witchfire,ranged,6,2+,6,-2,1,"Devastating Wounds, Psychic",18,,,,,,,,Chaos - Emperor's Children.cat
7b2b-4508-263d-f20f:ranged:➤-phantasmagoria---focused-witchfire,7b2b-4508-263d-f20f,➤ Phantasmagoria - focused witchfire,ranged,9,2+,6,-2,1,"Devastating Wounds, Hazardous, Psychic",18,,,,,,,,Chaos - Emperor's Children.cat
06f6-b870-4e43-4ed9:melee:slashing-claws,06f6-b870-4e43-4ed9,Slashing claws,melee,3,3+,4,-1,1,Devastating Wounds,,,,,,,,,Chaos - Emperor's Children.cat
c2ca-f754-cc05-0743:melee:barbed-tail-and-dissecting-claws,c2ca-f754-cc05-0743,Barbed tail and dissecting claws,melee,5,3+,5,-2,2,Devastating Wounds,,,,,,,,,Chaos - Emperor's Children.cat
c9df-2c38-25e5-ffc7:melee:slashing-claws,c9df-2c38-25e5-ffc7,Slashing claws,melee,3,3+,4,-1,1,Devastating Wounds,,,,,,,,,Chaos - Emperor's Children.cat
c9df-2c38-25e5-ffc7:melee:lashing-tongues,c9df-2c38-25e5-ffc7,Lashing tongues,melee,2,4+,4,0,1,"Extra Attacks, Lethal Hits",,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:rapture-lash,eeac-c9b8-3904-11a5,Rapture lash,melee,4,2+,4,-1,1,Extra Attacks,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:power-weapon,eeac-c9b8-3904-11a5,Power weapon,melee,6,2+,5,-2,1,-,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:power-fist,eeac-c9b8-3904-11a5,Power fist,melee,5,3+,8,-2,2,-,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:phoenix-power-spear,eeac-c9b8-3904-11a5,Phoenix power spear,melee,5,2+,7,-2,2,Lance,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:paired-accursed-weapons,eeac-c9b8-3904-11a5,Paired accursed weapons,melee,6,2+,5,-2,1,Twin-linked,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:master-crafted-power-sword,eeac-c9b8-3904-11a5,Master-crafted power sword,melee,5,2+,5,-2,2,Precision,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:force-weapon,eeac-c9b8-3904-11a5,Force weapon,melee,4,3+,6,-1,D3,Psychic,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:dueling-sabre,eeac-c9b8-3904-11a5,Dueling sabre,melee,5,3+,4,-1,1,Precision,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:close-combat-weapon,eeac-c9b8-3904-11a5,Close combat weapon,melee,6,2+,4,0,1,-,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:chainfist,eeac-c9b8-3904-11a5,Chainfist,melee,5,3+,8,-2,2,Anti-Vehicle 3+,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:melee:blissblade,eeac-c9b8-3904-11a5,Blissblade,melee,4,2+,6,-3,2,-,,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:ranged:screamer-pistol,eeac-c9b8-3904-11a5,Screamer pistol,ranged,3,2+,5,-1,2,"Ignores Cover, Pistol",12,,,,,,,,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5:ranged:➤-plasma-pistol---standard,eeac-c9b8-3904-11a5,➤ Plasma pistol - standard,ranged,1,2+,7,-2,1,Pistol,12,,,,,,,,Chaos - Emperor's Children.cat
