unit_id,faction,name,toughness,save,invulnerable_save,wounds,move,leadership,objective_control,points,models_min,models_max,feel_no_pain,damage_cap,selection_type,source_file
89d8-7e90-be47-59b6,Chaos - Death Guard,Plague Lord [Crucible],6,3+,,5,"5""",6+,1,80,1,1,,,model,Chaos - Death Guard.cat
fa2a-1b44-a513-318d,Chaos - Death Guard,Tri-lobe Vectors [Crucible],6,3+,,4,"5""",6+,1,120,3,3,,,unit,Chaos - Death Guard.cat
bc88-0833-743e-0146,Chaos - Death Guard,Defiler,11,3+,,18,"12""",6+,5,250,1,1,,,model,Chaos - Death Guard.cat
e390-b58b-db9-816,Chaos - Emperor's Children,Lucius the Eternal,5,2+,,6,"8""",6+,1,150,1,1,,,model,Chaos - Emperor's Children.cat
1e0a-cf2b-6602-2a34,Chaos - Emperor's Children,Fulgrim,11,2+,,16,"16""",5+,6,340,1,1,,,model,Chaos - Emperor's Children.cat
7b4c-dfe0-6a0a-304a,Chaos - Emperor's Children,Lord Exultant,4,3+,,5,"7""",6+,1,80,1,1,,,model,Chaos - Emperor's Children.cat
ee50-955a-0a81-41f1,Chaos - Emperor's Children,Lord Kakophonist,5,2+,,6,"6""",6+,1,70,1,1,,,model,Chaos - Emperor's Children.cat
2cd1-13f5-d59d-cc7f,Chaos - Emperor's Children,Sorcerer,4,3+,,4,"7""",6+,1,60,1,1,,,model,Chaos - Emperor's Children.cat
ad59-b823-900d-ee2d,Chaos - Emperor's Children,Daemon Prince of Slaanesh,10,2+,,10,"10""",6+,3,180,1,1,,,model,Chaos - Emperor's Children.cat
e452-08be-33e6-3864,Chaos - Emperor's Children,Daemon Prince of Slaanesh with Wings,9,2+,,10,"14""",6+,3,215,1,1,,,model,Chaos - Emperor's Children.cat
4494-dd7d-69f7-306c,Chaos - Emperor's Children,Tormentors,4,3+,,2,"7""",6+,2,85,5,10,,,unit,Chaos - Emperor's Children.cat
e456-0afc-9b42-226c,Chaos - Emperor's Children,Infractors,4,3+,,2,"7""",6+,2,85,1,1,,,unit,Chaos - Emperor's Children.cat
183e-f3bb-3ce6-7b55,Chaos - Emperor's Children,Flawless Blades,5,3+,,3,"8""",6+,1,100,3,6,,,unit,Chaos - Emperor's Children.cat
5926-4deb-a85d-c73a,Chaos - Emperor's Children,Chaos Terminators,5,2+,,3,"6""",6+,1,145,5,5,,,unit,Chaos - Emperor's Children.cat
896c-5816-3abd-5199,Chaos - Emperor's Children,Chaos Spawn,5,4+,,4,"10""",7+,1,70,2,2,,,unit,Chaos - Emperor's Children.cat
f10c-5f3e-c09d-0b12,Chaos - Emperor's Children,Chaos Land Raider,12,2+,,16,"10""",6+,5,220,1,1,,,model,Chaos - Emperor's Children.cat
5817-0d6c-973c-68f8,Chaos - Emperor's Children,Noise Marines,5,3+,,2,"6""",6+,1,145,6,6,,,unit,Chaos - Emperor's Children.cat
3750-df25-165d-d003,Chaos - Emperor's Children,Heldrake,10,3+,,14,"20""+",7+,0,195,1,1,,,model,Chaos - Emperor's Children.cat
656c-8b78-8e59-0591,Chaos - Emperor's Children,Maulerfiend,10,3+,,12,"10""",6+,3,130,1,1,,,model,Chaos - Emperor's Children.cat
8ae1-aa47-e1d1-1b31,Chaos - Emperor's Children,Chaos Rhino,9,3+,,10,"12""",6+,2,80,1,1,,,model,Chaos - Emperor's Children.cat
20df-143c-fc59-77e0,Chaos - Emperor's Children,Shalaxi Helbane,10,3+,,20,"14""",6+,5,340,1,1,,,model,Chaos - Emperor's Children.cat
7b2b-4508-263d-f20f,Chaos - Emperor's Children,Keeper of Secrets,10,5+,,18,"14""",6+,5,240,1,1,,,model,Chaos - Emperor's Children.cat
06f6-b870-4e43-4ed9,Chaos - Emperor's Children,Daemonettes,3,7+,,1,"9""",7+,1,90,10,10,,,unit,Chaos - Emperor's Children.cat
c2ca-f754-cc05-0743,Chaos - Emperor's Children,Fiends,5,7+,,4,"12""",7+,2,95,3,6,,,unit,Chaos - Emperor's Children.cat
c9df-2c38-25e5-ffc7,Chaos - Emperor's Children,Seekers,4,7+,,2,"14""",7+,1,80,5,10,,,unit,Chaos - Emperor's Children.cat
eeac-c9b8-3904-11a5,Chaos - Emperor's Children,Excruciator [Crucible],4,3+,,4,"7""",6+,1,60,1,1,,,model,Chaos - Emperor's Children.cat
cc4d-41d6-dfea-414f,Chaos - Emperor's Children,Champion of Excess [Crucible],4,3+,,4,"7""",6+,1,80,1,1,,,model,Chaos - Emperor's Children.cat
2334-eccf-6ea5-562e,Chaos - Emperor's Children,Flawless Champion [Crucible],5,3+,,5,"8""",6+,1,100,1,1,,,model,Chaos - Emperor's Children.cat
b541-3292-a5cc-dbeb,Chaos - Emperor's Children,Defiler,11,3+,,18,"12""",6+,5,250,1,1,,,model,Chaos - Emperor's Children.cat
3bfa-bf00-b5ed-cc81,Chaos - Thousand Sons,Ahriman,4,3+,,6,"10""",6+,2,100,1,1,,,model,Chaos - Thousand Sons.cat
dfde-eaff-e63e-3aae,Chaos - Thousand Sons,Chaos Land Raider,12,2+,,16,"10""",6+,5,220,1,1,,,model,Chaos - Thousand Sons.cat
a619-beee-4bde-d049,Chaos - Thousand Sons,Chaos Predator Annihilator,10,3+,,11,"10""",6+,3,130,1,1,,,model,Chaos - Thousand Sons.cat
4819-dbbe-8547-4e23,Chaos - Thousand Sons,Chaos Predator Destructor,10,3+,,11,"10""",6+,3,130,1,1,,,model,Chaos - Thousand Sons.cat
8d9b-b949-2557-dcc4,Chaos - Thousand Sons,Chaos Rhino,9,3+,,10,"12""",6+,2,90,1,1,,,model,Chaos - Thousand Sons.cat
60de-4c77-95e1-1337,Chaos - Thousand Sons,Chaos Spawn,5,4+,,4,"8""",7+,1,65,2,2,,,unit,Chaos - Thousand Sons.cat
3413-b8fd-e22c-da4f,Chaos - Thousand Sons,Chaos Vindicator,11,2+,,11,"9""",6+,3,185,1,1,,,model,Chaos - Thousand Sons.cat
c3a6-8fab-45f0-2d45,Chaos - Thousand Sons,Exalted Sorcerer,4,3+,,5,"6""",6+,1,80,1,1,,,model,Chaos - Thousand Sons.cat
1724-8c9c-c385-16c6,Chaos - Thousand Sons,Exalted Sorcerer on Disc of Tzeentch,4,3+,,6,"10""",6+,2,100,1,1,,,model,Chaos - Thousand Sons.cat
d2f1-7a0b-f7cd-9b46,Chaos - Thousand Sons,Forgefiend,10,3+,,12,"8""",6+,3,130,1,1,,,model,Chaos - Thousand Sons.cat
5b9d-e3c1-3d55-8276,Chaos - Thousand Sons,Helbrute,9,2+,,8,"8""",6+,3,110,1,1,,,model,Chaos - Thousand Sons.cat
637a-d542-35aa-e95c,Chaos - Thousand Sons,Heldrake,9,3+,,12,"20+""",6+,0,215,1,1,,,model,Chaos - Thousand Sons.cat
1693-5e00-da69-57bb,Chaos - Thousand Sons,Infernal Master,4,3+,,4,"6""",6+,1,95,1,1,,,model,Chaos - Thousand Sons.cat
91dc-9aad-0505-52a8,Chaos - Thousand Sons,Magnus the Red,11,2+,,16,"14""",5+,6,435,1,1,,,model,Chaos - Thousand Sons.cat
f2aa-19fd-335a-09b3,Chaos - Thousand Sons,Maulerfiend,10,3+,,12,"10""",6+,3,120,1,1,,,model,Chaos - Thousand Sons.cat
094c-c618-92c1-b394,Chaos - Thousand Sons,Mutalith Vortex Beast,10,4+,,13,"10""",6+,4,170,1,1,,,model,Chaos - Thousand Sons.cat
5d3d-e13b-8b76-dad3,Chaos - Thousand Sons,Rubric Marines,4,3+,,2,"6""",7+,2,100,5,10,,,unit,Chaos - Thousand Sons.cat
b1cf-c5-5121-92a4,Chaos - Thousand Sons,Scarab Occult Terminators,5,2+,,3,"5""",7+,1,180,5,10,,,unit,Chaos - Thousand Sons.cat
af1e-9a3d-785c-47f8,Chaos - Thousand Sons,Sorcerer,4,3+,,4,"6""",6+,1,80,1,1,,,model,Chaos - Thousand Sons.cat
c6d1-e73b-9d26-5d8b,Chaos - Thousand Sons,Sorcerer in Terminator Armour,5,2+,,5,"5""",6+,1,85,1,1,,,model,Chaos - Thousand Sons.cat
eccd-e442-607b-3fd0,Chaos - Thousand Sons,Daemon Prince of Tzeentch,10,2+,,10,"9""",6+,3,180,1,1,,,model,Chaos - Thousand Sons.cat
66f4-929e-1769-f277,Chaos - Thousand Sons,Daemon Prince of Tzeentch with wings,9,2+,,10,"13""",6+,3,170,1,1,,,model,Chaos - Thousand Sons.cat
1703-3edd-5eb3-fcef,Chaos - Thousand Sons,Tzaangor Enlightened,4,5+,,2,"10""",7+,2,45,3,6,,,unit,Chaos - Thousand Sons.cat
c251-bd54-441-4799,Chaos - Thousand Sons,Tzaangor Shaman,4,5+,,4,"10""",7+,2,60,1,1,,,model,Chaos - Thousand Sons.cat
f5b9-50c8-5c60-d8ea,Chaos - Thousand Sons,Tzaangors,4,6+,,1,"6""",7+,1,70,10,20,,,unit,Chaos - Thousand Sons.cat
c4ab-b52d-3ac0-5d56,Chaos - Thousand Sons,Hellblade [Legends],8,3+,,10,"20+""",6+,0,115,1,1,,,model,Chaos - Thousand Sons.cat
3a8-a34f-76aa-b56a,Chaos - Thousand Sons,Hell Talon [Legends],9,3+,,14,"20+""",6+,0,140,1,1,,,model,Chaos - Thousand Sons.cat
ef19-b2dd-72ae-4f96,Chaos - Thousand Sons,Sorcerer on Disc of Tzeentch [Legends],4,3+,,5,"12""",6+,1,80,1,1,,,model,Chaos - Thousand Sons.cat
dc89-ef5-e91d-b155,Chaos - Thousand Sons,Chaos Lord on Disc of Tzeentch [Legends],4,3+,,6,"12""",6+,1,100,1,1,,,model,Chaos - Thousand Sons.cat
fe4b-b3a4-69b7-3088,Chaos - Thousand Sons,Sekhetar Robots,6,3+,,4,"8""",7+,1,80,2,4,,,unit,Chaos - Thousand Sons.cat
8b9f-917f-37c1-99c3,Chaos - Thousand Sons,Tzaangor Enlightened with Fatecaster greatbows,4,5+,,2,"10""",7+,2,55,3,6,,,unit,Chaos - Thousand Sons.cat
8f70-9bec-9b83-216b,Chaos - Thousand Sons,Kairos Fateweaver,10,6+,,20,"12""",6+,5,295,1,1,,,model,Chaos - Thousand Sons.cat
c964-c75a-2a9d-e451,Chaos - Thousand Sons,Lord of Change,10,6+,,18,"12""",6+,5,285,1,1,,,model,Chaos - Thousand Sons.cat
694f-a205-b260-783c,Chaos - Thousand Sons,Flamers,4,7+,,3,"9""",7+,1,65,3,6,,,unit,Chaos - Thousand Sons.cat
7cbe-2406-8e67-aff5,Chaos - Thousand Sons,Screamers,4,6+,,3,"14""",7+,1,80,3,6,,,unit,Chaos - Thousand Sons.cat
4c73-cbd1-f052-80c3,Chaos - Thousand Sons,Pink Horrors,3,7+,,1,"6""",8+,0,115,10,10,,,unit,Chaos - Thousand Sons.cat
aec5-4419-39e7-3e63,Chaos - Thousand Sons,Blue Horrors,3,7+,,1,"6""",8+,0,90,10,10,,,unit,Chaos - Thousand Sons.cat
dd17-8cb8-ed8c-f6c8,Chaos - Thousand Sons,Chaos Spawn (Flesh Change),5,4+,,4,"8""",7,1,65,1,1,,,unit,Chaos - Thousand Sons.cat
8e43-1b14-4d87-7d17,Chaos - Thousand Sons,Magister [Crucible],4,3+,,4,"6""",6+,1,105,1,1,,,model,Chaos - Thousand Sons.cat
d288-821d-7fef-f3ae,Chaos - Thousand Sons,Brayherd Chieftain [Crucible],4,5+,,4,"6""",7+,1,60,1,1,,,model,Chaos - Thousand Sons.cat
f75a-a5e6-f478-6f55,Chaos - Thousand Sons,Brayherd Shaman [Crucible],4,5+,,4,"6""",7+,1,60,1,1,,,model,Chaos - Thousand Sons.cat
f158-2979-c38b-65b5,Chaos - Thousand Sons,Defiler,11,3+,,18,"12""",6+,5,250,1,1,,,model,Chaos - Thousand Sons.cat
f4b8-1179-de57-4d69,Chaos - World Eaters,Angron,11,2+,,16,"14""",5+,6,340,1,1,,,model,Chaos - World Eaters.cat
3449-7dac-6ac8-5d51,Chaos - World Eaters,Khârn the Betrayer,4,3+,,5,"8""",6+,1,100,1,1,,,model,Chaos - World Eaters.cat
3b15-b424-2059-71fa,Chaos - World Eaters,Lord Invocatus,6,3+,,8,"10""",6+,2,110,1,1,,,model,Chaos - World Eaters.cat
40c5-9ebd-6d42-2855,Chaos - World Eaters,Daemon Prince of Khorne,10,2+,,10,"10""",6+,3,200,1,1,,,model,Chaos - World Eaters.cat
0294-61a4-c6ed-b2e8,Chaos - World Eaters,Daemon Prince of Khorne with wings,9,2+,,10,"14""",6+,3,180,1,1,,,model,Chaos - World Eaters.cat
ec72-f024-4283-0558,Chaos - World Eaters,Lord on Juggernaut,6,3+,,7,"10""",6+,2,105,1,1,,,model,Chaos - World Eaters.cat
1b56-682c-ac33-bc5f,Chaos - World Eaters,Master of Executions,4,3+,,4,"8""",6+,1,60,1,1,,,model,Chaos - World Eaters.cat
f909-00c7-8ba4-018a,Chaos - World Eaters,Khorne Berzerkers,4,3+,,2,"8""",6+,2,180,10,20,,,unit,Chaos - World Eaters.cat
45f6-8429-a1d9-2a51,Chaos - World Eaters,Chaos Terminators,5,2+,,3,"7""",6+,1,175,5,10,,,unit,Chaos - World Eaters.cat
6f81-4538-a414-251e,Chaos - World Eaters,Jakhals,4,6+,,1,"7""",7+,1,65,3,3,,,unit,Chaos - World Eaters.cat
9435-1f44-7e5b-d510,Chaos - World Eaters,Eightbound,6,3+,,3,"10""",6+,1,135,3,6,,,unit,Chaos - World Eaters.cat
9932-3d2b-1e47-d53b,Chaos - World Eaters,Exalted Eightbound,6,3+,,3,"10""",6+,1,140,3,6,,,unit,Chaos - World Eaters.cat
4251-bd4f-f7ac-9487,Chaos - World Eaters,Chaos Land Raider,12,2+,,16,"10""",6+,5,220,1,1,,,model,Chaos - World Eaters.cat
497c-f787-5a7e-1020,Chaos - World Eaters,Chaos Predator Annihilator,10,3+,,11,"10""",6+,3,145,1,1,,,model,Chaos - World Eaters.cat
04a0-269e-3bab-2c61,Chaos - World Eaters,Chaos Predator Destructor,10,3+,,11,"10""",6+,3,145,1,1,,,model,Chaos - World Eaters.cat
ea51-5575-9e74-9346,Chaos - World Eaters,Defiler,11,3+,,18,"14""",6+,5,250,1,1,,,model,Chaos - World Eaters.cat
81e1-b212-69c1-308f,Chaos - World Eaters,Forgefiend,10,3+,,12,"10""",6+,3,165,1,1,,,model,Chaos - World Eaters.cat
273a-db24-3f7c-b977,Chaos - World Eaters,Helbrute,9,2+,,8,"9""",6+,3,120,1,1,,,model,Chaos - World Eaters.cat
de2e-8fae-9d22-24a4,Chaos - World Eaters,Heldrake,9,3+,,12,"20""+",6+,0,200,1,1,,,model,Chaos - World Eaters.cat
a619-8a52-be03-3bd5,Chaos - World Eaters,Maulerfiend,10,3+,,12,"12""",6+,3,150,1,1,,,model,Chaos - World Eaters.cat
e849-ce40-ee43-7623,Chaos - World Eaters,Chaos Rhino,9,3+,,10,"12""",6+,2,85,1,1,,,model,Chaos - World Eaters.cat
edde-57bf-bccc-d8b2,Chaos - World Eaters,Chaos Spawn,5,4+,,4,"10""",7+,1,90,2,2,,,unit,Chaos - World Eaters.cat
836c-f65b-6bcb-9663,Chaos - World Eaters,Khorne Lord of Skulls,13,3+,,24,"12""",6+,8,505,1,1,,,model,Chaos - World Eaters.cat
4e04-74aa-2c2f-66d0,Chaos - World Eaters,Hell Talon [Legends],9,3+,,14,"20+""",6+,0,140,1,1,,,model,Chaos - World Eaters.cat
7320-3dba-703c-b3f0,Chaos - World Eaters,Hellblade [Legends],8,3+,,10,"20+""",6+,0,115,1,1,,,model,Chaos - World Eaters.cat
b399-9b66-e550-8050,Chaos - World Eaters,Goremongers,4,6+,,1,"9""",7+,1,75,8,8,,,unit,Chaos - World Eaters.cat
71c9-b10b-b55f-483e,Chaos - World Eaters,Slaughterbound,6,3+,,6,"10""",6+,1,100,1,1,,,model,Chaos - World Eaters.cat
71d9-9dc2-2b9a-6db3,Chaos - World Eaters,Skarbrand,11,3+,,20,"10""",6+,5,305,1,1,,,model,Chaos - World Eaters.cat
4ad2-bd20-6dfe-776b,Chaos - World Eaters,Bloodthirster,11,3+,,18,"12""",6+,5,305,1,1,,,model,Chaos - World Eaters.cat
9188-4709-00ba-e5e0,Chaos - World Eaters,Bloodletters,4,7+,,1,"8""",7+,1,90,10,10,,,unit,Chaos - World Eaters.cat
e65f-c7c7-1d18-1a60,Chaos - World Eaters,Bloodcrushers,7,3+,,4,"10""",7+,2,110,3,6,,,unit,Chaos - World Eaters.cat
b657-1743-6e3a-0838,Chaos - World Eaters,Flesh Hounds,4,7+,,2,"12""",7+,1,75,5,10,,,unit,Chaos - World Eaters.cat
85e5-721a-d505-3881,Chaos - World Eaters,Butcherlord [Crucible],4,3+,,5,"8""",6+,1,90,1,1,,,model,Chaos - World Eaters.cat
71ad-8562-f833-5872,Chaos - World Eaters,Eight-blessed Lord [Crucible],6,3+,,7,"10""",6+,2,90,1,1,,,model,Chaos - World Eaters.cat
544e-3db3-4878-3db3,Chaos - World Eaters,Bloodcult Champion [Crucible],4,6+,,3,"7""",6+,1,60,1,1,,,model,Chaos - World Eaters.cat
f51d-bc51-f301-9dee,Xenos - Genestealer Cults,Aberrants,6,5+,,3,"6""",7+,1,135,5,10,,,unit,Genestealer Cults.cat
97b1-4873-9fcb-5cb8,Xenos - Genestealer Cults,Abominant,6,5+,,5,"6""",7+,1,85,1,1,,,model,Genestealer Cults.cat
cf71-a12a-2730-c40b,Xenos - Genestealer Cults,Achilles Ridgerunners,7,3+,,8,"12""",7+,3,95,1,2,,,unit,Genestealer Cults.cat
e367-b2cb-d22a-b17c,Xenos - Genestealer Cults,Acolyte Iconward,4,5+,,3,"6""",6+,1,50,1,1,,,model,Genestealer Cults.cat
3a81-2b84-bf4c-4f85,Xenos - Genestealer Cults,Atalan Jackals,4,5+,,2,"12""",7+,1,85,4,8,,,unit,Genestealer Cults.cat
725f-8a41-dc78-52f5,Xenos - Genestealer Cults,Biophagus,3,5+,,3,"6""",7+,1,50,1,1,,,model,Genestealer Cults.cat
5543-973a-cd2e-c941,Xenos - Genestealer Cults,Clamavus,3,5+,,3,"6""",6+,1,50,1,1,,,model,Genestealer Cults.cat
5ac1-3adb-212a-5e02,Xenos - Genestealer Cults,Goliath Rockgrinder,10,3+,,10,"12""",7+,3,120,1,1,,,model,Genestealer Cults.cat
1d1-f0d2-b810-12fe,Xenos - Genestealer Cults,Goliath Truck,9,3+,,10,"12""",7+,2,85,1,1,,,model,Genestealer Cults.cat
8a84-a8fd-977e-9118,Xenos - Genestealer Cults,Hybrid Metamorphs,4,5+,,1,"6""",7+,1,70,4,9,,,unit,Genestealer Cults.cat
6426-ca59-402a-d399,Xenos - Genestealer Cults,Jackal Alphus,4,5+,,4,"12""",7+,1,55,1,1,,,model,Genestealer Cults.cat
5e0e-11d9-181d-3481,Xenos - Genestealer Cults,Kelermorph,3,5+,,3,"6""",7+,1,60,1,1,,,model,Genestealer Cults.cat
51e8-dac1-561a-aaa9,Xenos - Genestealer Cults,Locus,4,5+,,3,"6""",7+,1,45,1,1,,,model,Genestealer Cults.cat
4f4-2157-2cb5-8bb,Xenos - Genestealer Cults,Magus,3,5+,,4,"6""",6+,1,50,1,1,,,model,Genestealer Cults.cat
b5d2-8681-6bba-f05b,Xenos - Genestealer Cults,Neophyte Hybrids,3,5+,,1,"6""",7+,2,65,9,19,,,unit,Genestealer Cults.cat
55c7-90e0-419-44f9,Xenos - Genestealer Cults,Nexos,3,5+,,3,"6""",7+,1,60,1,1,,,model,Genestealer Cults.cat
2a91-a18e-bd08-fa66,Xenos - Genestealer Cults,Patriarch,5,4+,,6,"8""",6+,1,75,1,1,,,model,Genestealer Cults.cat
30e9-42fa-3a6e-e8ef,Xenos - Genestealer Cults,Primus,3,5+,,4,"6""",6+,1,70,1,1,,,model,Genestealer Cults.cat
965b-496a-3a1b-22a8,Xenos - Genestealer Cults,Purestrain Genestealers,4,5+,,2,"8""",7+,1,75,5,10,,,unit,Genestealer Cults.cat
4565-bd65-9e8b-284d,Xenos - Genestealer Cults,Reductus Saboteur,3,5+,,3,"6""",7+,1,65,1,1,,,model,Genestealer Cults.cat
3d6c-357e-3c09-813c,Xenos - Genestealer Cults,Sanctus,3,5+,,3,"6""",7+,1,50,1,1,,,model,Genestealer Cults.cat
4c63-309e-88e3-7d17,Xenos - Genestealer Cults,Tectonic Fragdrill [Legends],11,3+,,14,-,7+,0,125,1,1,,,model,Genestealer Cults.cat
908a-9fd8-2270-8dbd,Xenos - Genestealer Cults,Benefictus,3,5+,,3,"6""",7+,1,70,1,1,,,model,Genestealer Cults.cat
0f8d-ba1b-c2cf-c8e7,Xenos - Genestealer Cults,Cult Insurrectionist [Crucible],3,5+,,4,"6""",6+,1,80,1,1,,,model,Genestealer Cults.cat
5138-978e-c8e6-b90c,Xenos - Genestealer Cults,Cult Guerrilla [Crucible],3,5+,,3,"6""",7+,1,60,1,1,,,model,Genestealer Cults.cat
678c-b59c-f85d-0a43,Xenos - Genestealer Cults,Voice of the Patriarch [Crucible],3,5+,,4,"6""",6+,1,70,1,1,,,model,Genestealer Cults.cat
4b94-c22e-84f9-8d32,Imperium - Adepta Sororitas,Aestred Thurga and Agathae Dolan,3,2+,,4,"6""",6+,1,70,2,2,,,unit,Imperium - Adepta Sororitas.cat
ca59-3760-5efc-9846,Imperium - Adepta Sororitas,Arco-Flagellants,3,7+,,2,"7""",8+,1,45,3,10,,,unit,Imperium - Adepta Sororitas.cat
c338-14f9-4ee-f223,Imperium - Adepta Sororitas,Canoness,3,3+,,4,"6""",7+,1,60,1,1,,,model,Imperium - Adepta Sororitas.cat
820-1e76-78cc-931a,Imperium - Adepta Sororitas,Castigator,10,3+,,11,"10""",7+,3,160,1,1,,,model,Imperium - Adepta Sororitas.cat
8569-2390-d4db-30fd,Imperium - Adepta Sororitas,Daemonifuge,3,3+,,5,"8""",7+,1,85,2,2,,,unit,Imperium - Adepta Sororitas.cat
91b8-3ccb-de30-6e54,Imperium - Adepta Sororitas,Dialogus,3,3+,,3,"6""",6+,1,40,1,1,,,model,Imperium - Adepta Sororitas.cat
76b1-f4d1-b2f0-6949,Imperium - Adepta Sororitas,Dogmata,3,3+,,3,"6""",6+,1,45,1,1,,,model,Imperium - Adepta Sororitas.cat
684e-4dd3-340a-23ee,Imperium - Adepta Sororitas,Exorcist,10,3+,,11,"10""",7+,3,210,1,1,,,model,Imperium - Adepta Sororitas.cat
938e-1c24-4e63-4cf3,Imperium - Adepta Sororitas,Hospitaller,3,3+,,3,"6""",7+,1,60,1,1,,,model,Imperium - Adepta Sororitas.cat
3ad3-558b-29f9-2e45,Imperium - Adepta Sororitas,Imagifier,3,3+,,3,"6""",6+,1,65,1,1,,,model,Imperium - Adepta Sororitas.cat
1001-80ff-c9a8-5d9b,Imperium - Adepta Sororitas,Immolator,10,3+,,11,"12""",7+,2,115,1,1,,,model,Imperium - Adepta Sororitas.cat
8f9a-8a8b-2539-547f,Imperium - Adepta Sororitas,Junith Eruita,5,2+,,8,"8""",6+,2,80,1,1,,,model,Imperium - Adepta Sororitas.cat
3c3f-f02d-c05c-492a,Imperium - Adepta Sororitas,Mortifiers,6,4+,,5,"8""",7+,2,70,1,2,,,unit,Imperium - Adepta Sororitas.cat
7188-4d20-8216-c68a,Imperium - Adepta Sororitas,Morvenn Vahl,7,2+,,8,"8""",6+,3,185,1,1,,,model,Imperium - Adepta Sororitas.cat
fbeb-1caf-8f5c-ff8e,Imperium - Adepta Sororitas,Palatine,3,3+,,4,"6""",7+,1,50,1,1,,,model,Imperium - Adepta Sororitas.cat
e75d-a7ac-7fcc-d302,Imperium - Adepta Sororitas,Paragon Warsuits,7,2+,,4,"8""",7+,2,210,3,3,,,unit,Imperium - Adepta Sororitas.cat
327d-a6df-26b-bb9b,Imperium - Adepta Sororitas,Penitent Engines,6,4+,,5,"8""",7+,2,75,1,2,,,unit,Imperium - Adepta Sororitas.cat
599d-1e2a-eb0e-430e,Imperium - Adepta Sororitas,Ministorum Priest,3,6+,,3,"6""",7+,1,50,1,1,,,model,Imperium - Adepta Sororitas.cat
c49d-f150-4b3-c118,Imperium - Adepta Sororitas,Retributor Squad,3,3+,,1,"6""",7+,1,120,5,5,,,unit,Imperium - Adepta Sororitas.cat
21f1-8ed6-52c6-54c7,Imperium - Adepta Sororitas,Saint Celestine,3,2+,,5,"12""",6+,1,150,1,1,,,unit,Imperium - Adepta Sororitas.cat
bee9-172b-7db7-f748,Imperium - Adepta Sororitas,Seraphim Squad,3,3+,,1,"12""",7+,1,80,5,10,,,unit,Imperium - Adepta Sororitas.cat
52c7-3f6b-cece-8101,Imperium - Adepta Sororitas,Sororitas Rhino,9,3+,,10,"12""",7+,2,75,1,1,,,model,Imperium - Adepta Sororitas.cat
9f5f-d769-7900-c8a1,Imperium - Adepta Sororitas,Triumph of Saint Katherine,3,3+,,18,"6""",6+,6,235,1,1,,,model,Imperium - Adepta Sororitas.cat
22f0-a7d8-b2b6-e26,Imperium - Adepta Sororitas,Zephyrim Squad,3,3+,,1,"12""",7+,1,80,5,10,,,unit,Imperium - Adepta Sororitas.cat
d324-8119-7bf-d5e1,Imperium - Adepta Sororitas,Repressor [Legends],10,3+,,12,"12""",7+,2,130,1,1,,,model,Imperium - Adepta Sororitas.cat
e80a-4a97-2c3b-710e,Imperium - Adepta Sororitas,Canoness with Jump Pack,3,3+,,3,"12""",7+,1,75,1,1,,,model,Imperium - Adepta Sororitas.cat
5d01-db4e-c389-a0bc,Imperium - Adepta Sororitas,Crusaders [Legends],3,3+,,2,"6""",7+,1,40,2,4,,,unit,Imperium - Adepta Sororitas.cat
e15e-17fa-23ca-693e,Imperium - Adepta Sororitas,Battle Sanctum [Legends],11,3+,,20,-,7+,0,170,1,1,,,model,Imperium - Adepta Sororitas.cat
6227-8c95-0e8a-81de,Imperium - Adepta Sororitas,Celestian Sacresant Aveline [Legends],3,3+,,4,"6""",7+,1,,1,1,,,model,Imperium - Adepta Sororitas.cat
eade-6ec7-7236-bfdb,Imperium - Adepta Sororitas,Sanctifiers,3,6+,,1,"6""",7+,1,110,9,11,,,unit,Imperium - Adepta Sororitas.cat
e286-849d-8f74-75e6,Imperium - Adepta Sororitas,Celestian Insidiants,3,3+,,1,"6""",7+,1,120,10,10,,,unit,Imperium - Adepta Sororitas.cat
8f3c-d887-6e18-02e8,Imperium - Adepta Sororitas,Militant Commander [Crucible],3,3+,,4,"6""",7+,1,75,1,1,,,model,Imperium - Adepta Sororitas.cat
622e-1e15-13f1-601a,Imperium - Adepta Sororitas,Inspiring Devotee [Crucible],3,3+,,3,"6""",6+,1,50,1,1,,,model,Imperium - Adepta Sororitas.cat
1b8d-2b8b-084a-feba,Imperium - Adepta Sororitas,Reliquant Knight [Crucible],7,2+,,4,"8""",7+,2,100,1,1,,,model,Imperium - Adepta Sororitas.cat
e59a-2a90-e102-940f,Imperium - Adepta Sororitas,Intranzia Fraye,7,3+,,8,"8""",6+,3,150,1,1,,,model,Imperium - Adepta Sororitas.cat
9e42-7207-9c30-6122,Imperium - Adeptus Custodes,Aleya,3,3+,,4,"6""",6+,1,65,1,1,,,model,Imperium - Adeptus Custodes.cat
c8a6-a4c5-703e-b717,Imperium - Adeptus Custodes,Allarus Custodians,7,2+,,4,"5""",6+,2,110,2,6,,,unit,Imperium - Adeptus Custodes.cat
d7cb-7d30-715b-50d2,Imperium - Adeptus Custodes,Anathema Psykana Rhino,9,3+,,10,"12""",6+,2,75,1,1,,,model,Imperium - Adeptus Custodes.cat
48b7-e713-d5b1-f11c,Imperium - Adeptus Custodes,Blade Champion,6,2+,,6,"6""",6+,2,120,1,1,,,model,Imperium - Adeptus Custodes.cat
91b3-2e1c-e642-d213,Imperium - Adeptus Custodes,Custodian Guard,6,2+,,3,"6""",6+,2,160,4,5,,,unit,Imperium - Adeptus Custodes.cat
