faction,unit_name,selection_type,unit_id,source_file,unit_points,models_min,models_max,weapon_id,weapon_name,weapon_type,range_inches,attacks,skill,strength,ap,damage,attacks_average,strength_average,damage_average,attacks_parse_status,strength_parse_status,damage_parse_status,raw_damage_throughput,keywords,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,110,1,1,5b9d-e3c1-3d55-8276:helbrute-plasma-cannon,Helbrute plasma cannon,ranged,36,D3,3+,8,-3,3,2.00,8.00,3.00,ok,ok,ok,6.00,"Blast, Hazardous",,,,,,,
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,110,1,1,5b9d-e3c1-3d55-8276:inferno-combi-bolter,Inferno combi-bolter,ranged,24,2,3+,4,-2,1,2.00,4.00,1.00,ok,ok,ok,2.00,Rapid Fire 2,,,,,,,
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,110,1,1,5b9d-e3c1-3d55-8276:multi-melta,Multi-melta,ranged,18,2,3+,9,-4,D6,2.00,9.00,3.50,ok,ok,ok,7.00,Melta 2,,,,,,,
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,110,1,1,5b9d-e3c1-3d55-8276:power-scourge,Power scourge,melee,,8,3+,7,-1,2,8.00,7.00,2.00,ok,ok,ok,16.00,-,,,,,,,
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,110,1,1,5b9d-e3c1-3d55-8276:twin-autocannon,Twin autocannon,ranged,48,2,3+,9,-1,3,2.00,9.00,3.00,ok,ok,ok,6.00,Twin-linked,,,,,,,
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,110,1,1,5b9d-e3c1-3d55-8276:twin-inferno-heavy-bolter,Twin inferno heavy bolter,ranged,36,3,3+,5,-2,2,3.00,5.00,2.00,ok,ok,ok,6.00,"Sustained Hits 1, Twin-linked",,,,,,,
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,110,1,1,5b9d-e3c1-3d55-8276:twin-lascannon,Twin lascannon,ranged,48,1,3+,12,-3,D6+1,1.00,12.00,4.50,ok,ok,ok,4.50,Twin-linked,,,,,,,
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,110,1,1,5b9d-e3c1-3d55-8276:➤-missile-launcher---frag,➤ Missile launcher - frag,ranged,48,D6,3+,4,0,1,3.50,4.00,1.00,ok,ok,ok,3.50,Blast,,,,,,,
Chaos - Thousand Sons,Helbrute,model,5b9d-e3c1-3d55-8276,Chaos - Thousand Sons.cat,110,1,1,5b9d-e3c1-3d55-8276:➤-missile-launcher---krak,➤ Missile launcher - krak,ranged,48,1,3+,9,-2,D6,1.00,9.00,3.50,ok,ok,ok,3.50,-,,,,,,,
Chaos - Thousand Sons,Heldrake,model,637a-d542-35aa-e95c,Chaos - Thousand Sons.cat,215,1,1,637a-d542-35aa-e95c:baleflamer,Baleflamer,ranged,12,D6+3,N/A,6,-2,2,6.50,6.00,2.00,ok,ok,ok,13.00,"Ignores Cover, Torrent",,,,,,,
Chaos - Thousand Sons,Heldrake,model,637a-d542-35aa-e95c,Chaos - Thousand Sons.cat,215,1,1,637a-d542-35aa-e95c:hades-autocannon,Hades autocannon,ranged,36,6,3+,8,-2,2,6.00,8.00,2.00,ok,ok,ok,12.00,-,,,,,,,
Chaos - Thousand Sons,Heldrake,model,637a-d542-35aa-e95c,Chaos - Thousand Sons.cat,215,1,1,637a-d542-35aa-e95c:heldrake-claws,Heldrake claws,melee,,5,3+,7,-1,2,5.00,7.00,2.00,ok,ok,ok,10.00,"Anti-FLY 2+, Devastating Wounds",,,,,,,
Chaos - Thousand Sons,Hell Talon [Legends],model,3a8-a34f-76aa-b56a,Chaos - Thousand Sons.cat,140,1,1,3a8-a34f-76aa-b56a:armoured-hull,Armoured hull,melee,,6,4+,6,0,1,6.00,6.00,1.00,ok,ok,ok,6.00,-,,,,,,,
Chaos - Thousand Sons,Hell Talon [Legends],model,3a8-a34f-76aa-b56a,Chaos - Thousand Sons.cat,140,1,1,3a8-a34f-76aa-b56a:autocannon,Autocannon,ranged,48,2,3+,9,-1,3,2.00,9.00,3.00,ok,ok,ok,6.00,-,,,,,,,
Chaos - Thousand Sons,Hell Talon [Legends],model,3a8-a34f-76aa-b56a,Chaos - Thousand Sons.cat,140,1,1,3a8-a34f-76aa-b56a:havoc-launcher,Havoc launcher,ranged,48,D6,3+,5,0,1,3.50,5.00,1.00,ok,ok,ok,3.50,Blast,,,,,,,
Chaos - Thousand Sons,Hell Talon [Legends],model,3a8-a34f-76aa-b56a,Chaos - Thousand Sons.cat,140,1,1,3a8-a34f-76aa-b56a:twin-lascannon,Twin lascannon,ranged,48,1,3+,12,-3,D6+1,1.00,12.00,4.50,ok,ok,ok,4.50,Twin-linked,,,,,,,
Chaos - Thousand Sons,Hellblade [Legends],model,c4ab-b52d-3ac0-5d56,Chaos - Thousand Sons.cat,115,1,1,c4ab-b52d-3ac0-5d56:armoured-hull,Armoured hull,melee,,3,4+,6,0,1,3.00,6.00,1.00,ok,ok,ok,3.00,-,,,,,,,
Chaos - Thousand Sons,Hellblade [Legends],model,c4ab-b52d-3ac0-5d56,Library - Astartes Heresy Legends.cat,115,1,1,c4ab-b52d-3ac0-5d56:twin-autocannon,Twin autocannon,ranged,48,2,3+,9,-1,3,2.00,9.00,3.00,ok,ok,ok,6.00,Twin-linked,,,,,,,
Chaos - Thousand Sons,Hellblade [Legends],model,c4ab-b52d-3ac0-5d56,Chaos - Thousand Sons.cat,115,1,1,c4ab-b52d-3ac0-5d56:twin-lascannon,Twin lascannon,ranged,48,1,3+,12,-3,D6+1,1.00,12.00,4.50,ok,ok,ok,4.50,Twin-linked,,,,,,,
Chaos - Thousand Sons,Infernal Master,model,1693-5e00-da69-57bb,Chaos - Thousand Sons.cat,95,1,1,1693-5e00-da69-57bb:force-weapon,Force weapon,melee,,4,3+,6,-1,D3,4.00,6.00,2.00,ok,ok,ok,8.00,Psychic,,,,,,,
Chaos - Thousand Sons,Infernal Master,model,1693-5e00-da69-57bb,Chaos - Thousand Sons.cat,95,1,1,1693-5e00-da69-57bb:inferno-bolt-pistol,Inferno bolt pistol,ranged,12,1,2+,4,-1,1,1.00,4.00,1.00,ok,ok,ok,1.00,Pistol,,,,,,,
Chaos - Thousand Sons,Infernal Master,model,1693-5e00-da69-57bb,Chaos - Thousand Sons.cat,95,1,1,1693-5e00-da69-57bb:➤-fires-of-the-abyss---focused-witchfire,➤ Fires of the Abyss - focused witchfire,ranged,18,2D6,N/A,6,-2,1,7.00,6.00,1.00,ok,ok,ok,7.00,"Hazardous, Psychic, Torrent",,,,,,,
Chaos - Thousand Sons,Infernal Master,model,1693-5e00-da69-57bb,Chaos - Thousand Sons.cat,95,1,1,1693-5e00-da69-57bb:➤-fires-of-the-abyss---witchfire,➤ Fires of the Abyss - witchfire,ranged,18,D6,N/A,6,-2,1,3.50,6.00,1.00,ok,ok,ok,3.50,"Psychic, Torrent",,,,,,,
Chaos - Thousand Sons,Kairos Fateweaver,model,8f70-9bec-9b83-216b,Chaos - Thousand Sons.cat,295,1,1,8f70-9bec-9b83-216b:staff-of-tomorrow,Staff of Tomorrow,melee,,5,3+,8,-2,2D3,5.00,8.00,4.00,ok,ok,ok,20.00,Psychic,,,,,,,
Chaos - Thousand Sons,Kairos Fateweaver,model,8f70-9bec-9b83-216b,Chaos - Thousand Sons.cat,295,1,1,8f70-9bec-9b83-216b:➤-infernal-gateway---focused-witchfire,➤ Infernal Gateway - focused witchfire,ranged,24,D3+6,2+,9,-2,3,8.00,9.00,3.00,ok,ok,ok,24.00,"Blast, Hazardous, Indirect Fire, Psychic",,,,,,,
Chaos - Thousand Sons,Kairos Fateweaver,model,8f70-9bec-9b83-216b,Chaos - Thousand Sons.cat,295,1,1,8f70-9bec-9b83-216b:➤-infernal-gateway---witchfire,➤ Infernal Gateway - witchfire,ranged,24,D6+3,2+,9,-2,D3,6.50,9.00,2.00,ok,ok,ok,13.00,"Blast, Indirect Fire, Psychic",,,,,,,
Chaos - Thousand Sons,Lord of Change,model,c964-c75a-2a9d-e451,Chaos - Thousand Sons.cat,285,1,1,c964-c75a-2a9d-e451:baleful-sword,Baleful sword,melee,,3,3+,7,-2,3,3.00,7.00,3.00,ok,ok,ok,9.00,Extra Attacks,,,,,,,
Chaos - Thousand Sons,Lord of Change,model,c964-c75a-2a9d-e451,Chaos - Thousand Sons.cat,285,1,1,c964-c75a-2a9d-e451:rod-of-sorcery,Rod of sorcery,ranged,18,6,2+,8,-1,2,6.00,8.00,2.00,ok,ok,ok,12.00,Psychic,,,,,,,
Chaos - Thousand Sons,Lord of Change,model,c964-c75a-2a9d-e451,Chaos - Thousand Sons.cat,285,1,1,c964-c75a-2a9d-e451:staff-of-tzeentch,Staff of Tzeentch,melee,,5,3+,6,-1,3,5.00,6.00,3.00,ok,ok,ok,15.00,Psychic,,,,,,,
Chaos - Thousand Sons,Lord of Change,model,c964-c75a-2a9d-e451,Chaos - Thousand Sons.cat,285,1,1,c964-c75a-2a9d-e451:➤-bolt-of-change---focused-witchfire,➤ Bolt of Change - focused witchfire,ranged,18,9,2+,9,-2,3,9.00,9.00,3.00,ok,ok,ok,27.00,"Hazardous, Psychic",,,,,,,
Chaos - Thousand Sons,Lord of Change,model,c964-c75a-2a9d-e451,Chaos - Thousand Sons.cat,285,1,1,c964-c75a-2a9d-e451:➤-bolt-of-change---witchfire,➤ Bolt of Change - witchfire,ranged,18,9,2+,9,-1,1,9.00,9.00,1.00,ok,ok,ok,9.00,Psychic,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:arcane-fire,Arcane Fire,ranged,18,D6,N/A,6,-2,D3,3.50,6.00,2.00,ok,ok,ok,7.00,"Ignores Cover, Psychic, Torrent",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:astral-blast,Astral Blast,ranged,18,D6,2+,6,-2,D3,3.50,6.00,2.00,ok,ok,ok,7.00,"Blast, Devastating Wounds, Psychic",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:autopistol,Autopistol,ranged,12,1,3+,3,0,1,1.00,3.00,1.00,ok,ok,ok,1.00,Pistol,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:baleful-devolution,Baleful Devolution,ranged,18,D6,3+,9,0,1,3.50,9.00,1.00,ok,ok,ok,3.50,"Blast, Devastating Wounds, Psychic",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:chainsword,Chainsword,melee,,6,3+,4,0,1,6.00,4.00,1.00,ok,ok,ok,6.00,Precision,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:close-combat-weapon,Close combat weapon,melee,,4,3+,4,0,1,4.00,4.00,1.00,ok,ok,ok,4.00,-,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:divining-spear,Divining spear,melee,,3,3+,5,-1,2,3.00,5.00,2.00,ok,ok,ok,6.00,"Lance, Precision",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:fatecaster-greatbow,Fatecaster greatbow,ranged,30,2,3+,5,-2,2,2.00,5.00,2.00,ok,ok,ok,4.00,"Ignores Cover, Lethal Hits, Precision",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:force-weapon,Force weapon,melee,,5,2+,6,-1,D3,5.00,6.00,2.00,ok,ok,ok,10.00,Psychic,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:gaze-of-hate,Gaze of Hate,ranged,18,3,3+,4,-3,2,3.00,4.00,2.00,ok,ok,ok,6.00,"Anti-MONSTER 4+, Anti-VEHICLE 4+, Devastating Wounds, Psychic",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:heavy-warpflamer,Heavy warpflamer,ranged,12,D6,N/A,5,-2,1,3.50,5.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Torrent",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:hellfyre-missile-rack,Hellfyre missile rack,ranged,36,2,4+,10,-2,3,2.00,10.00,3.00,ok,ok,ok,6.00,-,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:inferno-bolt-pistol,Inferno bolt pistol,ranged,12,1,2+,4,-1,1,1.00,4.00,1.00,ok,ok,ok,1.00,Pistol,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:inferno-boltgun,Inferno boltgun,ranged,24,2,2+,4,-2,1,2.00,4.00,1.00,ok,ok,ok,2.00,-,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:inferno-combi-bolter,Inferno combi-bolter,ranged,24,2,2+,4,-2,1,2.00,4.00,1.00,ok,ok,ok,2.00,Rapid Fire 2,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:inferno-combi-weapon,Inferno combi-weapon,ranged,24,1,2+,4,-2,1,1.00,4.00,1.00,ok,ok,ok,1.00,"Anti-Infantry 3+, Devastating Wounds, Rapid Fire 1",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:pandaemonic-delusion,Pandaemonic Delusion,ranged,24,6,3+,5,-1,1,6.00,5.00,1.00,ok,ok,ok,6.00,"Psychic, Sustained Hits 3",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:prosperine-khopesh,Prosperine khopesh,melee,,4,2+,5,-2,2,4.00,5.00,2.00,ok,ok,ok,8.00,-,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:soulreaper-cannon,Soulreaper cannon,ranged,24,6,2+,6,-2,1,6.00,6.00,1.00,ok,ok,ok,6.00,Devastating Wounds,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:tzaangor-blades,Tzaangor blades,melee,,4,3+,5,0,1,4.00,5.00,1.00,ok,ok,ok,4.00,-,,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:warpflame-pistol,Warpflame pistol,ranged,12,D6,N/A,3,-1,1,3.50,3.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Pistol, Torrent",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:warpflamer,Warpflamer,ranged,12,D6,N/A,4,-1,1,3.50,4.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Torrent",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:➤-fires-of-the-abyss---focused-witchfire,➤ Fires of the Abyss - focused witchfire,ranged,18,2D6,N/A,6,-2,1,7.00,6.00,1.00,ok,ok,ok,7.00,"Hazardous, Psychic, Torrent",,,,,,,
Chaos - Thousand Sons,Magister [Crucible],model,8e43-1b14-4d87-7d17,Chaos - Thousand Sons.cat,105,1,1,8e43-1b14-4d87-7d17:➤-fires-of-the-abyss---witchfire,➤ Fires of the Abyss - witchfire,ranged,18,D6,N/A,6,-2,1,3.50,6.00,1.00,ok,ok,ok,3.50,"Psychic, Torrent",,,,,,,
Chaos - Thousand Sons,Magnus the Red,model,91dc-9aad-0505-52a8,Chaos - Thousand Sons.cat,435,1,1,91dc-9aad-0505-52a8:gaze-of-magnus,Gaze of Magnus,ranged,24,3D3,2+,11,-2,3,6.00,11.00,3.00,ok,ok,ok,18.00,"Devastating Wounds, Psychic",,,,,,,
Chaos - Thousand Sons,Magnus the Red,model,91dc-9aad-0505-52a8,Chaos - Thousand Sons.cat,435,1,1,91dc-9aad-0505-52a8:tzeentch's-firestorm,Tzeentch's Firestorm,ranged,24,D6+3,2+,6,-1,2,6.50,6.00,2.00,ok,ok,ok,13.00,"Blast, Ignores Cover, Psychic",,,,,,,
Chaos - Thousand Sons,Magnus the Red,model,91dc-9aad-0505-52a8,Chaos - Thousand Sons.cat,435,1,1,91dc-9aad-0505-52a8:➤-blade-of-magnus---strike,➤ Blade of Magnus - strike,melee,,7,2+,16,-3,3,7.00,16.00,3.00,ok,ok,ok,21.00,"Devastating Wounds, Psychic",,,,,,,
Chaos - Thousand Sons,Magnus the Red,model,91dc-9aad-0505-52a8,Chaos - Thousand Sons.cat,435,1,1,91dc-9aad-0505-52a8:➤-blade-of-magnus---sweep,➤ Blade of Magnus - sweep,melee,,14,2+,8,-1,2,14.00,8.00,2.00,ok,ok,ok,28.00,Psychic,,,,,,,
Chaos - Thousand Sons,Maulerfiend,model,f2aa-19fd-335a-09b3,Chaos - Thousand Sons.cat,120,1,1,f2aa-19fd-335a-09b3:lasher-tendrils,Lasher tendrils,melee,,6,3+,7,-1,1,6.00,7.00,1.00,ok,ok,ok,6.00,Extra Attacks,,,,,,,
Chaos - Thousand Sons,Maulerfiend,model,f2aa-19fd-335a-09b3,Chaos - Thousand Sons.cat,120,1,1,f2aa-19fd-335a-09b3:magma-cutter,Magma cutter,ranged,6,2,3+,9,-4,D6,2.00,9.00,3.50,ok,ok,ok,7.00,Melta 2,,,,,,,
Chaos - Thousand Sons,Maulerfiend,model,f2aa-19fd-335a-09b3,Chaos - Thousand Sons.cat,120,1,1,f2aa-19fd-335a-09b3:maulerfiend-fists,Maulerfiend fists,melee,,6,3+,14,-2,D6+1,6.00,14.00,4.50,ok,ok,ok,27.00,-,,,,,,,
Chaos - Thousand Sons,Mutalith Vortex Beast,model,094c-c618-92c1-b394,Chaos - Thousand Sons.cat,170,1,1,094c-c618-92c1-b394:betentacled-maw,Betentacled maw,melee,,15,3+,7,0,1,15.00,7.00,1.00,ok,ok,ok,15.00,-,,,,,,,
Chaos - Thousand Sons,Mutalith Vortex Beast,model,094c-c618-92c1-b394,Chaos - Thousand Sons.cat,170,1,1,094c-c618-92c1-b394:mutalith-claws,Mutalith claws,melee,,5,3+,10,-2,3,5.00,10.00,3.00,ok,ok,ok,15.00,-,,,,,,,
Chaos - Thousand Sons,Mutalith Vortex Beast,model,094c-c618-92c1-b394,Chaos - Thousand Sons.cat,170,1,1,094c-c618-92c1-b394:➤-warp-vortex---beam,➤ Warp vortex - beam,ranged,36,1,3+,18,-3,D6+6,1.00,18.00,9.50,ok,ok,ok,9.50,Devastating Wounds,,,,,,,
Chaos - Thousand Sons,Mutalith Vortex Beast,model,094c-c618-92c1-b394,Chaos - Thousand Sons.cat,170,1,1,094c-c618-92c1-b394:➤-warp-vortex---blast,➤ Warp vortex - blast,ranged,24,D6+3,3+,9,-2,2,6.50,9.00,2.00,ok,ok,ok,13.00,Blast,,,,,,,
Chaos - Thousand Sons,Mutalith Vortex Beast,model,094c-c618-92c1-b394,Chaos - Thousand Sons.cat,170,1,1,094c-c618-92c1-b394:➤-warp-vortex---torrent,➤ Warp vortex - torrent,ranged,18,2D6,N/A,6,-1,1,7.00,6.00,1.00,ok,ok,ok,7.00,"Ignores Cover, Torrent",,,,,,,
Chaos - Thousand Sons,Pink Horrors,unit,4c73-cbd1-f052-80c3,Chaos - Thousand Sons.cat,115,10,10,4c73-cbd1-f052-80c3:blue-claws-(ref.-only),Blue claws (ref. only),melee,,1,5+,3,0,1,1.00,3.00,1.00,ok,ok,ok,1.00,-,,,,,,,
Chaos - Thousand Sons,Pink Horrors,unit,4c73-cbd1-f052-80c3,Chaos - Thousand Sons.cat,115,10,10,4c73-cbd1-f052-80c3:coruscating-blue-flames-(ref.-only),Coruscating blue flames (ref. only),ranged,18,2,4+,3,-1,1,2.00,3.00,1.00,ok,ok,ok,2.00,"Pistol, Psychic",,,,,,,
Chaos - Thousand Sons,Pink Horrors,unit,4c73-cbd1-f052-80c3,Chaos - Thousand Sons.cat,115,10,10,4c73-cbd1-f052-80c3:coruscating-pink-flames,Coruscating pink flames,ranged,18,2,3+,4,-1,1,2.00,4.00,1.00,ok,ok,ok,2.00,"Pistol, Psychic",,,,,,,
Chaos - Thousand Sons,Pink Horrors,unit,4c73-cbd1-f052-80c3,Chaos - Thousand Sons.cat,115,10,10,4c73-cbd1-f052-80c3:coruscating-yellow-flames-(ref.-only),Coruscating yellow flames (ref. only),ranged,18,2,5+,2,-1,1,2.00,2.00,1.00,ok,ok,ok,2.00,"Pistol, Psychic",,,,,,,
Chaos - Thousand Sons,Pink Horrors,unit,4c73-cbd1-f052-80c3,Chaos - Thousand Sons.cat,115,10,10,4c73-cbd1-f052-80c3:pink-claws,Pink claws,melee,,1,4+,3,0,1,1.00,3.00,1.00,ok,ok,ok,1.00,-,,,,,,,
Chaos - Thousand Sons,Pink Horrors,unit,4c73-cbd1-f052-80c3,Chaos - Thousand Sons.cat,115,10,10,4c73-cbd1-f052-80c3:yellow-claws-(ref.-only),Yellow claws (ref. only),melee,,2,5+,2,0,1,2.00,2.00,1.00,ok,ok,ok,2.00,-,,,,,,,
Chaos - Thousand Sons,Rubric Marines,unit,5d3d-e13b-8b76-dad3,Chaos - Thousand Sons.cat,100,5,10,5d3d-e13b-8b76-dad3:close-combat-weapon,Close combat weapon,melee,,2,3+,4,0,1,2.00,4.00,1.00,ok,ok,ok,2.00,-,,,,,,,
Chaos - Thousand Sons,Rubric Marines,unit,5d3d-e13b-8b76-dad3,Chaos - Thousand Sons.cat,100,5,10,5d3d-e13b-8b76-dad3:force-weapon,Force weapon,melee,,3,3+,6,-1,D3,3.00,6.00,2.00,ok,ok,ok,6.00,Psychic,,,,,,,
Chaos - Thousand Sons,Rubric Marines,unit,5d3d-e13b-8b76-dad3,Chaos - Thousand Sons.cat,100,5,10,5d3d-e13b-8b76-dad3:inferno-bolt-pistol,Inferno bolt pistol,ranged,12,1,3+,4,-1,1,1.00,4.00,1.00,ok,ok,ok,1.00,Pistol,,,,,,,
Chaos - Thousand Sons,Rubric Marines,unit,5d3d-e13b-8b76-dad3,Chaos - Thousand Sons.cat,100,5,10,5d3d-e13b-8b76-dad3:inferno-boltgun,Inferno boltgun,ranged,24,2,3+,4,-2,1,2.00,4.00,1.00,ok,ok,ok,2.00,-,,,,,,,
Chaos - Thousand Sons,Rubric Marines,unit,5d3d-e13b-8b76-dad3,Chaos - Thousand Sons.cat,100,5,10,5d3d-e13b-8b76-dad3:malefic-curse,Malefic Curse,ranged,24,3,3+,4,-3,1,3.00,4.00,1.00,ok,ok,ok,3.00,"Anti-INFANTRY 4+, Devastating Wounds, Psychic",,,,,,,
Chaos - Thousand Sons,Rubric Marines,unit,5d3d-e13b-8b76-dad3,Chaos - Thousand Sons.cat,100,5,10,5d3d-e13b-8b76-dad3:soulreaper-cannon,Soulreaper cannon,ranged,24,6,3+,6,-2,1,6.00,6.00,1.00,ok,ok,ok,6.00,Devastating Wounds,,,,,,,
Chaos - Thousand Sons,Rubric Marines,unit,5d3d-e13b-8b76-dad3,Chaos - Thousand Sons.cat,100,5,10,5d3d-e13b-8b76-dad3:warpflame-pistol,Warpflame pistol,ranged,12,D6,N/A,3,-1,1,3.50,3.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Pistol, Torrent",,,,,,,
Chaos - Thousand Sons,Rubric Marines,unit,5d3d-e13b-8b76-dad3,Chaos - Thousand Sons.cat,100,5,10,5d3d-e13b-8b76-dad3:warpflamer,Warpflamer,ranged,12,D6,N/A,4,-1,1,3.50,4.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Torrent",,,,,,,
Chaos - Thousand Sons,Scarab Occult Terminators,unit,b1cf-c5-5121-92a4,Chaos - Thousand Sons.cat,180,5,10,b1cf-c5-5121-92a4:force-weapon,Force weapon,melee,,4,3+,6,-1,D3,4.00,6.00,2.00,ok,ok,ok,8.00,Psychic,,,,,,,
Chaos - Thousand Sons,Scarab Occult Terminators,unit,b1cf-c5-5121-92a4,Chaos - Thousand Sons.cat,180,5,10,b1cf-c5-5121-92a4:heavy-warpflamer,Heavy warpflamer,ranged,12,D6,N/A,5,-2,1,3.50,5.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Torrent",,,,,,,
Chaos - Thousand Sons,Scarab Occult Terminators,unit,b1cf-c5-5121-92a4,Chaos - Thousand Sons.cat,180,5,10,b1cf-c5-5121-92a4:hellfyre-missile-rack,Hellfyre missile rack,ranged,36,2,3+,10,-2,3,2.00,10.00,3.00,ok,ok,ok,6.00,-,,,,,,,
Chaos - Thousand Sons,Scarab Occult Terminators,unit,b1cf-c5-5121-92a4,Chaos - Thousand Sons.cat,180,5,10,b1cf-c5-5121-92a4:inferno-combi-bolter,Inferno combi-bolter,ranged,24,2,3+,4,-2,1,2.00,4.00,1.00,ok,ok,ok,2.00,Rapid Fire 2,,,,,,,
Chaos - Thousand Sons,Scarab Occult Terminators,unit,b1cf-c5-5121-92a4,Chaos - Thousand Sons.cat,180,5,10,b1cf-c5-5121-92a4:malefic-curse,Malefic Curse,ranged,24,3,3+,4,-3,1,3.00,4.00,1.00,ok,ok,ok,3.00,"Anti-INFANTRY 4+, Devastating Wounds, Psychic",,,,,,,
Chaos - Thousand Sons,Scarab Occult Terminators,unit,b1cf-c5-5121-92a4,Chaos - Thousand Sons.cat,180,5,10,b1cf-c5-5121-92a4:prosperine-khopesh,Prosperine khopesh,melee,,3,3+,5,-2,2,3.00,5.00,2.00,ok,ok,ok,6.00,-,,,,,,,
