weapon_id,unit_id,name,weapon_type,attacks,skill,strength,ap,damage,keywords,range_inches,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds,source_file
cd9c-96e7-6dcb-bedf:surgeon-acolyte's-tools,cd9c-96e7-6dcb-bedf,Surgeon Acolyte's tools,melee,1,5+,3,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
cd9c-96e7-6dcb-bedf:rod-of-torment,cd9c-96e7-6dcb-bedf,Rod of Torment,melee,6,2+,5,-1,3,-,,,,,,,,,Chaos - Chaos Space Marines.cat
cd9c-96e7-6dcb-bedf:the-chirurgeon,cd9c-96e7-6dcb-bedf,The Chirurgeon,melee,2,2+,4,0,1,Extra Attacks,,,,,,,,,Chaos - Chaos Space Marines.cat
cd9c-96e7-6dcb-bedf:xyclos-needler,cd9c-96e7-6dcb-bedf,Xyclos needler,ranged,3,2+,2,-1,2,"Anti-INFANTRY 2+, Pistol",18,,,,,,,,Chaos - Chaos Space Marines.cat
f399-fe33-375b-d1a2:cypher's-plasma-pistol,f399-fe33-375b-d1a2,Cypher's plasma pistol,ranged,3,2+,8,-3,2,"Assault, Pistol, Sustained Hits 1",12,,,,,,,,Chaos - Chaos Space Marines.cat
f399-fe33-375b-d1a2:cypher's-bolt-pistol,f399-fe33-375b-d1a2,Cypher's bolt pistol,ranged,6,2+,4,-1,1,"Assault, Pistol, Sustained Hits 1",12,,,,,,,,Chaos - Chaos Space Marines.cat
287f-7d48-59cf-dc1e:staff-of-possession,287f-7d48-59cf-dc1e,Staff of possession,melee,4,3+,6,-1,D3,"Anti-PSYKER 2+, Psychic",,,,,,,,,Chaos - Chaos Space Marines.cat
287f-7d48-59cf-dc1e:➤-rite-of-possession---witchfire,287f-7d48-59cf-dc1e,➤ Rite of Possession - witchfire,ranged,2,3+,4,-3,2,"Anti-PSYKER 2+, Pistol, Precision, Psychic",18,,,,,,,,Chaos - Chaos Space Marines.cat
287f-7d48-59cf-dc1e:➤-rite-of-possession---focused-witchfire,287f-7d48-59cf-dc1e,➤ Rite of Possession - focused witchfire,ranged,2,3+,6,-3,3,"Anti-PSYKER 2+, Hazardous, Pistol, Precision, Psychic",18,,,,,,,,Chaos - Chaos Space Marines.cat
e496-5a54-4cb2-4fc1:➤-plasma-pistol---standard,e496-5a54-4cb2-4fc1,➤ Plasma pistol - standard,ranged,1,2+,7,-2,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
e496-5a54-4cb2-4fc1:➤-plasma-pistol---supercharge,e496-5a54-4cb2-4fc1,➤ Plasma pistol - supercharge,ranged,1,2+,8,-3,2,"Hazardous, Pistol",12,,,,,,,,Chaos - Chaos Space Marines.cat
e496-5a54-4cb2-4fc1:power-fist,e496-5a54-4cb2-4fc1,Power fist,melee,5,2+,8,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
e496-5a54-4cb2-4fc1:astartes-chainblade,e496-5a54-4cb2-4fc1,Astartes chainblade,melee,7,2+,4,-1,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
e496-5a54-4cb2-4fc1:accursed-weapon,e496-5a54-4cb2-4fc1,Accursed weapon,melee,6,2+,5,-2,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
e496-5a54-4cb2-4fc1:daemon-hammer,e496-5a54-4cb2-4fc1,Daemon hammer,melee,5,3+,8,-2,2,Devastating Wounds,,,,,,,,,Chaos - Chaos Space Marines.cat
b206-250d-84aa-fc42:power-fist,b206-250d-84aa-fc42,Power fist,melee,5,2+,8,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
b206-250d-84aa-fc42:paired-accursed-weapons,b206-250d-84aa-fc42,Paired accursed weapons,melee,7,2+,5,-2,1,Twin-linked,,,,,,,,,Chaos - Chaos Space Marines.cat
b206-250d-84aa-fc42:chainfist,b206-250d-84aa-fc42,Chainfist,melee,5,3+,8,-2,2,Anti-VEHICLE 3+,,,,,,,,,Chaos - Chaos Space Marines.cat
b206-250d-84aa-fc42:exalted-weapon,b206-250d-84aa-fc42,Exalted weapon,melee,6,2+,5,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
b206-250d-84aa-fc42:combi-weapon,b206-250d-84aa-fc42,Combi-weapon,ranged,1,3+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Chaos Space Marines.cat
b206-250d-84aa-fc42:combi-bolter,b206-250d-84aa-fc42,Combi-bolter,ranged,2,2+,4,0,1,Rapid Fire 2,24,,,,,,,,Chaos - Chaos Space Marines.cat
980d-c80a-19b2-f641:force-weapon,980d-c80a-19b2-f641,Force weapon,melee,4,3+,6,-1,D3,Psychic,,,,,,,,,Chaos - Chaos Space Marines.cat
980d-c80a-19b2-f641:➤-infernal-gaze---witchfire,980d-c80a-19b2-f641,➤ Infernal Gaze - witchfire,ranged,D6,3+,5,-1,D3,Psychic,24,,,,,,,,Chaos - Chaos Space Marines.cat
980d-c80a-19b2-f641:➤-infernal-gaze---focused-witchfire,980d-c80a-19b2-f641,➤ Infernal Gaze - focused witchfire,ranged,D6,3+,6,-2,D3,"Devastating Wounds, Hazardous, Psychic",24,,,,,,,,Chaos - Chaos Space Marines.cat
683f-bfb2-f8d0-c39e:force-weapon,683f-bfb2-f8d0-c39e,Force weapon,melee,4,3+,6,-1,D3,Psychic,,,,,,,,,Chaos - Chaos Space Marines.cat
683f-bfb2-f8d0-c39e:➤-infernal-gaze---witchfire,683f-bfb2-f8d0-c39e,➤ Infernal Gaze - witchfire,ranged,D6,3+,5,-1,D3,Psychic,24,,,,,,,,Chaos - Chaos Space Marines.cat
683f-bfb2-f8d0-c39e:➤-infernal-gaze---focused-witchfire,683f-bfb2-f8d0-c39e,➤ Infernal Gaze - focused witchfire,ranged,D6,3+,6,-2,D3,"Devastating Wounds, Hazardous, Psychic",24,,,,,,,,Chaos - Chaos Space Marines.cat
683f-bfb2-f8d0-c39e:combi-weapon,683f-bfb2-f8d0-c39e,Combi-weapon,ranged,1,4+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Chaos Space Marines.cat
683f-bfb2-f8d0-c39e:combi-bolter,683f-bfb2-f8d0-c39e,Combi-bolter,ranged,2,3+,4,0,1,Rapid Fire 2,24,,,,,,,,Chaos - Chaos Space Marines.cat
46e1-2159-7c26-9105:bolt-pistol,46e1-2159-7c26-9105,Bolt pistol,ranged,1,2+,4,0,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
46e1-2159-7c26-9105:magma-cutter,46e1-2159-7c26-9105,Magma cutter,ranged,2,3+,9,-4,D6,Melta 2,6,,,,,,,,Chaos - Chaos Space Marines.cat
46e1-2159-7c26-9105:techno-virus-injector,46e1-2159-7c26-9105,Techno-virus injector,melee,1,3+,3,-3,2,"Anti-VEHICLE 2+, Extra Attacks",,,,,,,,,Chaos - Chaos Space Marines.cat
46e1-2159-7c26-9105:baleflamer,46e1-2159-7c26-9105,Baleflamer,ranged,D6+3,N/A,6,-1,2,"Ignores Cover, Torrent",12,,,,,,,,Chaos - Chaos Space Marines.cat
46e1-2159-7c26-9105:helstalker-autocannon,46e1-2159-7c26-9105,Helstalker autocannon,ranged,3,2+,9,-1,3,-,48,,,,,,,,Chaos - Chaos Space Marines.cat
46e1-2159-7c26-9105:impaler-chainglaive,46e1-2159-7c26-9105,Impaler chainglaive,melee,5,2+,8,-3,3,Lance,,,,,,,,,Chaos - Chaos Space Marines.cat
46e1-2159-7c26-9105:bladed-limbs,46e1-2159-7c26-9105,Bladed limbs,melee,4,3+,6,-1,2,Extra Attacks,,,,,,,,,Chaos - Chaos Space Marines.cat
440-a22a-eac1-b107:➤-plasma-pistol---standard,440-a22a-eac1-b107,➤ Plasma pistol - standard,ranged,1,2+,7,-2,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
440-a22a-eac1-b107:➤-plasma-pistol---supercharge,440-a22a-eac1-b107,➤ Plasma pistol - supercharge,ranged,1,2+,8,-3,2,"Hazardous, Pistol",12,,,,,,,,Chaos - Chaos Space Marines.cat
440-a22a-eac1-b107:melta-tendril,440-a22a-eac1-b107,Melta tendril,ranged,1,2+,8,-4,D3,"Melta 1, Pistol",6,,,,,,,,Chaos - Chaos Space Marines.cat
440-a22a-eac1-b107:forge-weapon,440-a22a-eac1-b107,Forge weapon,melee,4,3+,6,-2,2,Anti-VEHICLE 4+,,,,,,,,,Chaos - Chaos Space Marines.cat
440-a22a-eac1-b107:flamer-tendril,440-a22a-eac1-b107,Flamer tendril,ranged,D6,N/A,3,0,1,"Ignores Cover, Pistol, Torrent",12,,,,,,,,Chaos - Chaos Space Marines.cat
f3d9-883e-6ca2-e3b:combi-weapon,f3d9-883e-6ca2-e3b,Combi-weapon,ranged,1,4+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Chaos Space Marines.cat
f3d9-883e-6ca2-e3b:exalted-weapon,f3d9-883e-6ca2-e3b,Exalted weapon,melee,5,2+,5,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
d2b8-454a-d061-b592:close-combat-weapon,d2b8-454a-d061-b592,Close combat weapon,melee,1,4+,3,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
d2b8-454a-d061-b592:accursed-crozius,d2b8-454a-d061-b592,Accursed crozius,melee,5,2+,6,-1,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
1780-25b8-ce0b-898d:commune-stave,1780-25b8-ce0b-898d,Commune stave,melee,2,4+,3,0,D3,Devastating Wounds,,,,,,,,,Chaos - Chaos Space Marines.cat
1780-25b8-ce0b-898d:autopistol,1780-25b8-ce0b-898d,Autopistol,ranged,1,4+,3,0,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
1780-25b8-ce0b-898d:➤-warp-curse---witchfire,1780-25b8-ce0b-898d,➤ Warp Curse - witchfire,ranged,3,3+,4,-1,2,Psychic,18,,,,,,,,Chaos - Chaos Space Marines.cat
1780-25b8-ce0b-898d:➤-warp-curse---focused-witchfire,1780-25b8-ce0b-898d,➤ Warp Curse - focused witchfire,ranged,3,3+,5,-1,2,"Hazardous, Psychic, Sustained Hits 2",18,,,,,,,,Chaos - Chaos Space Marines.cat
1780-25b8-ce0b-898d:close-combat-weapon,1780-25b8-ce0b-898d,Close combat weapon,melee,1,4+,3,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
1780-25b8-ce0b-898d:commune-blade,1780-25b8-ce0b-898d,Commune blade,melee,2,4+,4,-2,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:close-combat-weapon,615-e6bf-cfd2-9384,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:meltagun,615-e6bf-cfd2-9384,Meltagun,ranged,1,3+,9,-4,D6,Melta 2,12,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:reaper-chaincannon,615-e6bf-cfd2-9384,Reaper chaincannon,ranged,8,4+,5,0,1,Heavy,24,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:➤-missile-launcher---frag,615-e6bf-cfd2-9384,➤ Missile launcher - frag,ranged,D6,4+,4,0,1,"Blast, Heavy",48,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:➤-missile-launcher---krak,615-e6bf-cfd2-9384,➤ Missile launcher - krak,ranged,1,4+,9,-2,D6,Heavy,48,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:lascannon,615-e6bf-cfd2-9384,Lascannon,ranged,1,4+,12,-3,D6+1,Heavy,48,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:heavy-bolter,615-e6bf-cfd2-9384,Heavy bolter,ranged,3,4+,5,-1,2,"Heavy, Sustained Hits 1",36,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:havoc-autocannon,615-e6bf-cfd2-9384,Havoc autocannon,ranged,2,4+,9,-1,3,-,48,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:flamer,615-e6bf-cfd2-9384,Flamer,ranged,D6,N/A,4,0,1,"Ignores Cover, Torrent",12,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:balefire-tome,615-e6bf-cfd2-9384,Balefire tome,ranged,2,3+,5,-1,1,Psychic,18,,,,,,,,Chaos - Chaos Space Marines.cat
615-e6bf-cfd2-9384:accursed-weapon,615-e6bf-cfd2-9384,Accursed weapon,melee,4,3+,5,-2,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
1267-78f1-7774-859:autopistol,1267-78f1-7774-859,Autopistol,ranged,1,4+,3,0,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
1267-78f1-7774-859:bolt-pistol,1267-78f1-7774-859,Bolt pistol,ranged,1,4+,4,0,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
23aa-b45a-6d5d-e92b:blasphemous-appendages,23aa-b45a-6d5d-e92b,Blasphemous appendages,melee,2,4+,4,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
23aa-b45a-6d5d-e92b:hideous-mutations,23aa-b45a-6d5d-e92b,Hideous mutations,melee,D6+2,4+,5,-1,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
203d-c50f-a438-4982:paired-accursed-weapons,203d-c50f-a438-4982,Paired accursed weapons,melee,5,3+,5,-2,1,Twin-linked,,,,,,,,,Chaos - Chaos Space Marines.cat
203d-c50f-a438-4982:combi-weapon,203d-c50f-a438-4982,Combi-weapon,ranged,1,4+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Chaos Space Marines.cat
203d-c50f-a438-4982:power-fist,203d-c50f-a438-4982,Power fist,melee,3,3+,8,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
203d-c50f-a438-4982:reaper-autocannon,203d-c50f-a438-4982,Reaper autocannon,ranged,4,3+,7,-1,1,"Devastating Wounds, Sustained Hits 1",36,,,,,,,,Chaos - Chaos Space Marines.cat
203d-c50f-a438-4982:heavy-flamer,203d-c50f-a438-4982,Heavy flamer,ranged,D6,N/A,5,-1,1,"Ignores Cover, Torrent",12,,,,,,,,Chaos - Chaos Space Marines.cat
da34-7071-8658-a453:axe-of-dismemberment,da34-7071-8658-a453,Axe of dismemberment,melee,5,2+,7,-2,2,"Devastating Wounds, Precision",,,,,,,,,Chaos - Chaos Space Marines.cat
cb1-5bcf-9e36-8136:hideous-mutations,cb1-5bcf-9e36-8136,Hideous mutations,melee,4,3+,5,-1,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
4e85-615b-5d49-dfa4:paired-accursed-weapons,4e85-615b-5d49-dfa4,Paired accursed weapons,melee,5,3+,5,-2,1,Twin-linked,,,,,,,,,Chaos - Chaos Space Marines.cat
4e85-615b-5d49-dfa4:power-fist,4e85-615b-5d49-dfa4,Power fist,melee,4,3+,8,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
4e85-615b-5d49-dfa4:combi-weapon,4e85-615b-5d49-dfa4,Combi-weapon,ranged,1,4+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Chaos Space Marines.cat
3e98-7689-8bf0-96e0:soulflayer-tendrils-and-claws,3e98-7689-8bf0-96e0,Soulflayer tendrils and claws,melee,6,3+,6,-1,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
3e98-7689-8bf0-96e0:excruciator-cannon,3e98-7689-8bf0-96e0,Excruciator cannon,ranged,6,3+,6,-1,2,-,36,,,,,,,,Chaos - Chaos Space Marines.cat
7373-47b7-11a3-2b48:combi-weapon,7373-47b7-11a3-2b48,Combi-weapon,ranged,1,4+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Chaos Space Marines.cat
7373-47b7-11a3-2b48:close-combat-weapon,7373-47b7-11a3-2b48,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
7373-47b7-11a3-2b48:meltagun,7373-47b7-11a3-2b48,Meltagun,ranged,1,3+,9,-4,D6,Melta 2,12,,,,,,,,Chaos - Chaos Space Marines.cat
7373-47b7-11a3-2b48:flamer,7373-47b7-11a3-2b48,Flamer,ranged,D6,N/A,4,0,1,"Ignores Cover, Torrent",12,,,,,,,,Chaos - Chaos Space Marines.cat
7373-47b7-11a3-2b48:power-fist,7373-47b7-11a3-2b48,Power fist,melee,3,3+,8,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
acb5-dbf2-e3a6-ad94:close-combat-weapon,acb5-dbf2-e3a6-ad94,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
acb5-dbf2-e3a6-ad94:meltagun,acb5-dbf2-e3a6-ad94,Meltagun,ranged,1,3+,9,-4,D6,Melta 2,12,,,,,,,,Chaos - Chaos Space Marines.cat
acb5-dbf2-e3a6-ad94:mutations,acb5-dbf2-e3a6-ad94,Mutations,melee,4,3+,5,-2,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
acb5-dbf2-e3a6-ad94:heavy-melee-weapon,acb5-dbf2-e3a6-ad94,Heavy melee weapon,melee,3,3+,8,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
9f33-ff4a-d948-4636:warp-claws,9f33-ff4a-d948-4636,Warp claws,melee,4,3+,5,-2,1,Twin-linked,,,,,,,,,Chaos - Chaos Space Marines.cat
946c-d784-c8be-f21:close-combat-weapon,946c-d784-c8be-f21,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
946c-d784-c8be-f21:havoc-heavy-bolter,946c-d784-c8be-f21,Havoc heavy bolter,ranged,3,3+,5,-1,2,Sustained Hits 1,36,,,,,,,,Chaos - Chaos Space Marines.cat
946c-d784-c8be-f21:havoc-reaper-chaincannon,946c-d784-c8be-f21,Havoc reaper chaincannon,ranged,8,3+,5,0,1,-,24,,,,,,,,Chaos - Chaos Space Marines.cat
946c-d784-c8be-f21:➤-havoc-missile-launcher---frag,946c-d784-c8be-f21,➤ Havoc missile launcher - frag,ranged,D6,3+,4,0,1,Blast,48,,,,,,,,Chaos - Chaos Space Marines.cat
946c-d784-c8be-f21:➤-havoc-missile-launcher---krak,946c-d784-c8be-f21,➤ Havoc missile launcher - krak,ranged,1,3+,9,-2,D6,-,48,,,,,,,,Chaos - Chaos Space Marines.cat
946c-d784-c8be-f21:havoc-lascannon,946c-d784-c8be-f21,Havoc lascannon,ranged,1,3+,12,-3,D6+1,-,48,,,,,,,,Chaos - Chaos Space Marines.cat
946c-d784-c8be-f21:havoc-autocannon,946c-d784-c8be-f21,Havoc autocannon,ranged,2,3+,9,-1,3,-,48,,,,,,,,Chaos - Chaos Space Marines.cat
946c-d784-c8be-f21:meltagun,946c-d784-c8be-f21,Meltagun,ranged,1,3+,9,-4,D6,Melta 2,12,,,,,,,,Chaos - Chaos Space Marines.cat
946c-d784-c8be-f21:power-fist,946c-d784-c8be-f21,Power fist,melee,3,3+,8,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
2311-fa63-364-22a3:➤-fleshmetal-guns---focused-malice,2311-fa63-364-22a3,➤ Fleshmetal guns - focused malice,ranged,D3,3+,12,-3,4,Melta 2,18,,,,,,,,Chaos - Chaos Space Marines.cat
2311-fa63-364-22a3:➤-fleshmetal-guns---ruinous-salvo,2311-fa63-364-22a3,➤ Fleshmetal guns - ruinous salvo,ranged,D6,3+,8,-2,2,Blast,24,,,,,,,,Chaos - Chaos Space Marines.cat
2311-fa63-364-22a3:➤-fleshmetal-guns---warp-hail,2311-fa63-364-22a3,➤ Fleshmetal guns - warp hail,ranged,D6+3,3+,5,-1,1,Sustained Hits 1,24,,,,,,,,Chaos - Chaos Space Marines.cat
2311-fa63-364-22a3:crushing-fists,2311-fa63-364-22a3,Crushing fists,melee,4,3+,9,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
a3ab-ed12-fa70-2042:lashing-warp-energies,a3ab-ed12-fa70-2042,Lashing warp energies,ranged,8,4+,8,-1,2,-,6,,,,,,,,Chaos - Chaos Space Marines.cat
dcc0-b70c-9779-e6c9:➤-vashtorr's-hammer---strike,dcc0-b70c-9779-e6c9,➤ Vashtorr's hammer - strike,melee,6,2+,14,-3,3,"Anti-VEHICLE 4+, Devastating Wounds",,,,,,,,,Chaos - Chaos Space Marines.cat
dcc0-b70c-9779-e6c9:➤-vashtorr's-hammer---sweep,dcc0-b70c-9779-e6c9,➤ Vashtorr's hammer - sweep,melee,12,2+,8,-1,2,"Anti-VEHICLE 4+, Devastating Wounds",,,,,,,,,Chaos - Chaos Space Marines.cat
dcc0-b70c-9779-e6c9:vashtorr's-claw,dcc0-b70c-9779-e6c9,Vashtorr's claw,ranged,D6,N/A,5,-2,1,"Anti-VEHICLE 4+, Torrent",12,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:close-combat-weapon,8dc5-4dcb-d77f-7d23,Close combat weapon,melee,1,4+,3,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:➤-cultist-grenade-launcher---frag,8dc5-4dcb-d77f-7d23,➤ Cultist grenade launcher - frag,ranged,D3,4+,4,0,1,Blast,24,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:➤-cultist-grenade-launcher---krak,8dc5-4dcb-d77f-7d23,➤ Cultist grenade launcher - krak,ranged,1,4+,9,-2,D3,-,24,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:cultist-sniper-rifle,8dc5-4dcb-d77f-7d23,Cultist sniper rifle,ranged,1,4+,4,-2,2,"Heavy, Precision",36,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:meltagun,8dc5-4dcb-d77f-7d23,Meltagun,ranged,1,4+,9,-4,D6,Melta 2,12,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:➤-plasma-gun---standard,8dc5-4dcb-d77f-7d23,➤ Plasma gun - standard,ranged,1,4+,7,-2,1,Rapid Fire 1,24,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:➤-plasma-gun---supercharge,8dc5-4dcb-d77f-7d23,➤ Plasma gun - supercharge,ranged,1,4+,8,-3,2,"Hazardous, Rapid Fire 1",24,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:flamer,8dc5-4dcb-d77f-7d23,Flamer,ranged,D6,N/A,4,0,1,"Ignores Cover, Torrent",12,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:lasgun,8dc5-4dcb-d77f-7d23,Lasgun,ranged,1,4+,3,0,1,Rapid Fire 1,24,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:boltgun,8dc5-4dcb-d77f-7d23,Boltgun,ranged,1,4+,4,0,1,Rapid Fire 1,24,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:corrupted-pistol,8dc5-4dcb-d77f-7d23,Corrupted pistol,ranged,1,4+,4,-1,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:power-weapon,8dc5-4dcb-d77f-7d23,Power weapon,melee,2,4+,4,-2,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
8dc5-4dcb-d77f-7d23:chainsword,8dc5-4dcb-d77f-7d23,Chainsword,melee,3,4+,3,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
6bf7-888c-7aa6-6831:autopistol,6bf7-888c-7aa6-6831,Autopistol,ranged,1,4+,3,0,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
6bf7-888c-7aa6-6831:corrupted-stave,6bf7-888c-7aa6-6831,Corrupted stave,melee,2,4+,4,-1,D3,"Devastating Wounds, Psychic",,,,,,,,,Chaos - Chaos Space Marines.cat
6bf7-888c-7aa6-6831:great-weapon,6bf7-888c-7aa6-6831,Great weapon,melee,2,5+,8,-1,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
6bf7-888c-7aa6-6831:close-combat-weapon,6bf7-888c-7aa6-6831,Close combat weapon,melee,2,4+,4,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
6bf7-888c-7aa6-6831:➤-plasma-pistol---standard,6bf7-888c-7aa6-6831,➤ Plasma pistol - standard,ranged,1,4+,7,-2,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
6bf7-888c-7aa6-6831:➤-plasma-pistol--supercharge,6bf7-888c-7aa6-6831,➤ Plasma pistol- supercharge,ranged,1,4+,8,-3,2,"Hazardous, Pistol",12,,,,,,,,Chaos - Chaos Space Marines.cat
6bf7-888c-7aa6-6831:bolt-pistol,6bf7-888c-7aa6-6831,Bolt pistol,ranged,1,4+,4,0,1,Pistol,12,,,,,,,,Chaos - Chaos Space Marines.cat
6bf7-888c-7aa6-6831:chainsword,6bf7-888c-7aa6-6831,Chainsword,melee,3,4+,4,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
f69d-2171-5f95-9c88:ogryn-weapons,f69d-2171-5f95-9c88,Ogryn weapons,melee,5,3+,7,-1,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
f69d-2171-5f95-9c88:power-fist,f69d-2171-5f95-9c88,Power fist,melee,3,3+,6,-2,2,-,,,,,,,,,Chaos - Chaos Space Marines.cat
6de7-36d5-6015-7a51:twin-heavy-bolter,6de7-36d5-6015-7a51,Twin heavy bolter,ranged,3,3+,5,-1,2,"Sustained Hits 1, Twin-linked",36,,,,,,,,Chaos - Chaos Space Marines.cat
6de7-36d5-6015-7a51:havoc-launcher,6de7-36d5-6015-7a51,Havoc launcher,ranged,D6,3+,5,0,1,Blast,48,,,,,,,,Chaos - Chaos Space Marines.cat
6de7-36d5-6015-7a51:combi-weapon,6de7-36d5-6015-7a51,Combi-weapon,ranged,1,4+,4,0,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Chaos - Chaos Space Marines.cat
6de7-36d5-6015-7a51:soulshatter-lascannon,6de7-36d5-6015-7a51,Soulshatter lascannon,ranged,2,3+,12,-3,D6+1,-,48,,,,,,,,Chaos - Chaos Space Marines.cat
6de7-36d5-6015-7a51:armoured-tracks,6de7-36d5-6015-7a51,Armoured tracks,melee,6,4+,8,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
279e-62d4-bff1-141:havoc-launcher,279e-62d4-bff1-141,Havoc launcher,ranged,D6,3+,5,0,1,Blast,48,,,,,,,,Chaos - Chaos Space Marines.cat
279e-62d4-bff1-141:armoured-tracks,279e-62d4-bff1-141,Armoured tracks,melee,3,4+,6,0,1,-,,,,,,,,,Chaos - Chaos Space Marines.cat
279e-62d4-bff1-141:lascannon,279e-62d4-bff1-141,Lascannon,ranged,1,3+,12,-3,D6+1,-,48,,,,,,,,Chaos - Chaos Space Marines.cat
279e-62d4-bff1-141:heavy-bolter,279e-62d4-bff1-141,Heavy bolter,ranged,3,3+,5,-1,2,Sustained Hits 1,36,,,,,,,,Chaos - Chaos Space Marines.cat
